FFL_num	FFL_XYZ	ave	reg	XY	XZ	YZ
000100110: 51 1 180	YGR094W YLR403W YCR084C	87.0976666667	binding enriched|+|+	128.628	44.334	88.331
000100110: 52 29 1	YFR050C YDL170W YLR403W	136.418	?|?|binding enriched	153.574	178.266	77.414
000100110: 53 173 40	YNL103W YML007W YDL005C	70.6366666667	binding enriched|binding enriched|binding enriched	13.486	94.296	104.128
000100110: 53 23 173	YNL103W YOR110W YML007W	85.794	binding enriched|binding enriched|binding enriched	100.486	104.128	52.768
000100110: 54 1538 31	YML107C YER028C YBR049C	60.15	binding enriched|-|-	69.266	44.572	66.612
000100110: 54 897 218	YML107C YDR043C YDR463W	67.938	binding enriched|-|-	97.924	76.412	29.478
000100110: 54 769 31	YML107C YER088C YBR049C	59.6403333333	binding enriched|-|-	71.36	44.572	62.989
000100110: 54 769 8	YML107C YER088C YDR253C	63.9086666667	bound|bound|-	75.442	53.295	62.989
000100110: 54 402 44	YML107C YPL139C YDR259C	44.2846666667	binding enriched|binding enriched|-	51.923	60.7	20.231
000100110: 54 252 31	YML107C YDR146C YBR049C	55.5676666667	binding enriched|-|-	82.008	44.572	40.123
000100110: 54 248 31	YML107C YJR127C YBR049C	53.225	binding enriched|-|-	67.944	44.572	47.159
000100110: 54 248 12	YML107C YJR127C YLR071C	59.94	binding enriched|binding enriched|-	59.218	73.443	47.159
000100110: 54 248 8	YML107C YJR127C YDR253C	56.5243333333	bound|bound|-	69.119	53.295	47.159
000100110: 54 218 8	YML107C YDR463W YDR253C	54.6743333333	bound|bound|-	34.316	53.295	76.412
000100110: 54 187 137	YML107C YBR240C YIR018W	84.0223333333	?|-|-	109.026	78.829	64.212
000100110: 54 180 83	YML107C YCR084C YPL075W	39.9926666667	+|-|+	47.301	27.937	44.74
000100110: 54 137 53	YML107C YIR018W YNL103W	85.3263333333	?|?|-	92.63	84.52	78.829
000100110: 54 137 31	YML107C YIR018W YBR049C	65.505	binding enriched|-|-	73.114	44.572	78.829
000100110: 54 137 8	YML107C YIR018W YDR253C	85.967	bound|bound|-	125.777	53.295	78.829
000100110: 54 83 248	YML107C YPL075W YJR127C	49.1666666667	binding enriched|-|-	72.404	47.159	27.937
000100110: 54 83 218	YML107C YPL075W YDR463W	68.4426666667	binding enriched|-|-	100.979	76.412	27.937
000100110: 54 83 12	YML107C YPL075W YLR071C	61.9203333333	binding enriched|binding enriched|-	84.381	73.443	27.937
000100110: 54 44 137	YML107C YDR259C YIR018W	91.0273333333	binding enriched|-|binding enriched	133.553	78.829	60.7
000100110: 54 44 53	YML107C YDR259C YNL103W	80.3116666667	?|?|binding enriched	95.715	84.52	60.7
000100110: 56 277 173	YAL061W YIL036W YML007W	57.4093333333	binding enriched|binding enriched|-	51.32	54.606	66.302
000100110: 56 277 59	YAL061W YIL036W YPR086W	76.9636666667	binding enriched|binding enriched|-	86.461	78.128	66.302
000100110: 56 173 8	YAL061W YML007W YDR253C	92.5393333333	bound|bound|binding enriched	114.914	108.098	54.606
000100110: 56 53 173	YAL061W YNL103W YML007W	76.1156666667	binding enriched|binding enriched|?	104.128	54.606	69.613
000100110: 58 2377 55	YML100W YPR008W YER159C	80.946	binding enriched|binding enriched|-	108.561	81.462	52.815
000100110: 58 2377 38	YML100W YPR008W YBR112C	63.6573333333	binding enriched|binding enriched|-	87.556	50.601	52.815
000100110: 58 2044 156	YML100W YMR280C YDR207C	49.277	binding enriched|-|+	41.058	58.632	48.141
000100110: 58 2044 70	YML100W YMR280C YNL330C	66.8836666667	binding enriched|+|+	60.167	92.343	48.141
000100110: 58 2044 55	YML100W YMR280C YER159C	62.683	binding enriched|binding enriched|+	58.446	81.462	48.141
000100110: 58 2044 44	YML100W YMR280C YDR259C	52.107	binding enriched|binding enriched|+	41.322	66.858	48.141
000100110: 58 2044 14	YML100W YMR280C YDR397C	63.836	binding enriched|binding enriched|+	54.07	89.297	48.141
000100110: 58 1573 194	YML100W YDR451C YER111C	69.8326666667	binding enriched|-|-	69.155	65.316	75.027
000100110: 58 1573 156	YML100W YDR451C YDR207C	56.7363333333	binding enriched|-|-	36.55	58.632	75.027
000100110: 58 1573 31	YML100W YDR451C YBR049C	72.5776666667	binding enriched|binding enriched|-	99.505	43.201	75.027
000100110: 58 1566 478	YML100W YOR298C-A YNL068C	78.66	binding enriched|binding enriched|-	63.375	77.943	94.662
000100110: 58 1566 387	YML100W YOR298C-A YGR116W	84.433	binding enriched|binding enriched|-	91.256	67.381	94.662
000100110: 58 1566 213	YML100W YOR298C-A YGL071W	84.555	+|+|-	83.395	75.608	94.662
000100110: 58 1566 143	YML100W YOR298C-A YDR392W	77.0433333333	binding enriched|binding enriched|-	52.407	84.061	94.662
000100110: 58 1566 75	YML100W YOR298C-A YIL131C	77.1796666667	binding enriched|binding enriched|-	75.038	61.839	94.662
000100110: 58 1566 59	YML100W YOR298C-A YPR086W	69.3263333333	binding enriched|binding enriched|-	97.611	15.706	94.662
000100110: 58 1566 55	YML100W YOR298C-A YER159C	71.2006666667	binding enriched|binding enriched|-	37.478	81.462	94.662
000100110: 58 1566 40	YML100W YOR298C-A YDL005C	91.9813333333	binding enriched|binding enriched|-	121.994	59.288	94.662
000100110: 58 1566 33	YML100W YOR298C-A YGR252W	78.033	binding enriched|binding enriched|-	61.886	77.551	94.662
000100110: 58 1351 164	YML100W YGL166W YOR028C	75.005	binding enriched|+|-	84.457	64.479	76.079
000100110: 58 1351 75	YML100W YGL166W YIL131C	56.8283333333	binding enriched|binding enriched|-	32.567	61.839	76.079
000100110: 58 1351 55	YML100W YGL166W YER159C	57.1726666667	binding enriched|binding enriched|-	13.977	81.462	76.079
000100110: 58 1351 44	YML100W YGL166W YDR259C	75.9123333333	binding enriched|binding enriched|-	84.8	66.858	76.079
000100110: 58 1351 40	YML100W YGL166W YDL005C	78.1996666667	binding enriched|binding enriched|-	99.232	59.288	76.079
000100110: 58 1351 33	YML100W YGL166W YGR252W	59.9333333333	binding enriched|binding enriched|-	26.17	77.551	76.079
000100110: 58 1351 31	YML100W YGL166W YBR049C	64.6016666667	binding enriched|binding enriched|-	74.525	43.201	76.079
000100110: 58 1351 12	YML100W YGL166W YLR071C	69.0246666667	binding enriched|binding enriched|-	57.115	73.88	76.079
000100110: 58 1195 143	YML100W YOR229W YDR392W	79.847	binding enriched|binding enriched|-	55.455	84.061	100.025
000100110: 58 1195 59	YML100W YOR229W YPR086W	71.887	binding enriched|binding enriched|-	99.93	15.706	100.025
000100110: 58 1195 12	YML100W YOR229W YLR071C	96.8216666667	binding enriched|binding enriched|-	116.56	73.88	100.025
000100110: 58 1071 44	YML100W YOL116W YDR259C	74.172	binding enriched|binding enriched|+	77.569	66.858	78.089
000100110: 58 1023 44	YML100W YER109C YDR259C	68.894	binding enriched|binding enriched|-	80.137	66.858	59.687
000100110: 58 1023 40	YML100W YER109C YDL005C	66.9543333333	binding enriched|binding enriched|-	81.888	59.288	59.687
000100110: 58 387 59	YML100W YGR116W YPR086W	55.0203333333	binding enriched|binding enriched|binding enriched	81.974	15.706	67.381
000100110: 58 387 55	YML100W YGR116W YER159C	69.198	binding enriched|binding enriched|binding enriched	58.751	81.462	67.381
000100110: 58 355 59	YML100W YJL056C YPR086W	64.8053333333	binding enriched|binding enriched|-	91.846	15.706	86.864
000100110: 58 355 40	YML100W YJL056C YDL005C	72.0013333333	binding enriched|binding enriched|-	69.852	59.288	86.864
000100110: 58 277 59	YML100W YIL036W YPR086W	58.3873333333	binding enriched|binding enriched|-	86.461	15.706	72.995
000100110: 58 277 33	YML100W YIL036W YGR252W	79.2546666667	binding enriched|binding enriched|-	87.218	77.551	72.995
000100110: 58 246 75	YML100W YMR182C YIL131C	58.5443333333	binding enriched|binding enriched|-	79.271	61.839	34.523
000100110: 58 213 33	YML100W YGL071W YGR252W	67.4366666667	binding enriched|binding enriched|+	49.151	77.551	75.608
000100110: 58 180 277	YML100W YCR084C YIL036W	51.09	+|-|binding enriched	37.974	72.995	42.301
000100110: 58 175 75	YML100W YGL073W YIL131C	51.19	binding enriched|binding enriched|+	15.988	61.839	75.743
000100110: 58 175 59	YML100W YGL073W YPR086W	60.4006666667	binding enriched|binding enriched|+	89.753	15.706	75.743
000100110: 58 170 31	YML100W YPR133C YBR049C	49.5276666667	binding enriched|binding enriched|binding enriched	73.165	43.201	32.217
000100110: 58 164 70	YML100W YOR028C YNL330C	82.7073333333	binding enriched|+|+	91.3	92.343	64.479
000100110: 58 164 44	YML100W YOR028C YDR259C	75.7193333333	binding enriched|binding enriched|+	95.821	66.858	64.479
000100110: 58 156 75	YML100W YDR207C YIL131C	71.6266666667	binding enriched|binding enriched|-	94.409	61.839	58.632
000100110: 58 156 40	YML100W YDR207C YDL005C	76.2003333333	binding enriched|binding enriched|-	110.681	59.288	58.632
000100110: 58 143 75	YML100W YDR392W YIL131C	81.3106666667	binding enriched|binding enriched|binding enriched	98.032	61.839	84.061
000100110: 58 141 44	YML100W YBR083W YDR259C	60.239	binding enriched|binding enriched|+	79.065	66.858	34.794
000100110: 58 131 194	YML100W YDR443C YER111C	67.8543333333	binding enriched|-|-	67.66	65.316	70.587
000100110: 58 127 44	YML100W YHR084W YDR259C	58.2333333333	binding enriched|binding enriched|+	83.265	66.858	24.577
000100110: 58 124 33	YML100W YKL185W YGR252W	79.174	binding enriched|binding enriched|+	98.593	77.551	61.378
000100110: 58 99 141	YML100W YOR032C YBR083W	56.9533333333	-|+|+	75.181	34.794	60.885
000100110: 58 99 53	YML100W YOR032C YNL103W	69.757	?|?|+	59.466	88.92	60.885
000100110: 58 99 8	YML100W YOR032C YDR253C	68.7963333333	bound|bound|+	85.684	59.82	60.885
000100110: 58 70 44	YML100W YNL330C YDR259C	74.295	binding enriched|binding enriched|+	63.684	66.858	92.343
000100110: 58 70 33	YML100W YNL330C YGR252W	75.8963333333	binding enriched|binding enriched|+	57.795	77.551	92.343
000100110: 58 53 40	YML100W YNL103W YDL005C	80.8346666667	binding enriched|binding enriched|?	94.296	59.288	88.92
000100110: 58 44 53	YML100W YDR259C YNL103W	83.831	?|?|binding enriched	95.715	88.92	66.858
000100110: 58 31 143	YML100W YBR049C YDR392W	79.2983333333	binding enriched|binding enriched|binding enriched	110.633	84.061	43.201
000100110: 58 31 59	YML100W YBR049C YPR086W	38.9663333333	binding enriched|binding enriched|binding enriched	57.992	15.706	43.201
000100110: 58 31 38	YML100W YBR049C YBR112C	39.0556666667	binding enriched|binding enriched|binding enriched	23.365	50.601	43.201
000100110: 58 14 175	YML100W YDR397C YGL073W	92.2113333333	+|+|binding enriched	111.594	75.743	89.297
000100110: 58 14 75	YML100W YDR397C YIL131C	84.0756666667	binding enriched|binding enriched|binding enriched	101.091	61.839	89.297
000100110: 58 8 355	YML100W YDR253C YJL056C	83.5806666667	?|-|bound	104.058	86.864	59.82
000100110: 58 5 59	YML100W YMR021C YPR086W	28.5933333333	binding enriched|binding enriched|-	35.822	15.706	34.252
000100110: 58 5 44	YML100W YMR021C YDR259C	63.959	binding enriched|binding enriched|-	90.767	66.858	34.252
000100110: 60 1647 31	YNL160W YER169W YBR049C	73.1336666667	binding enriched|-|-	85.617	94.658	39.126
000100110: 60 1647 1	YNL160W YER169W YLR403W	84.738	?|+|-	93.742	121.346	39.126
000100110: 60 1573 194	YNL160W YDR451C YER111C	57.4253333333	binding enriched|-|-	69.155	43.469	59.652
000100110: 60 1573 31	YNL160W YDR451C YBR049C	84.605	binding enriched|-|-	99.505	94.658	59.652
000100110: 60 1573 18	YNL160W YDR451C YPL254W	72.406	binding enriched|+|-	65.154	92.412	59.652
000100110: 60 1573 1	YNL160W YDR451C YLR403W	96.6926666667	?|+|-	109.08	121.346	59.652
000100110: 60 1566 389	YNL160W YOR298C-A YGL035C	63.9313333333	+|+|-	93.477	63.263	35.054
000100110: 60 1566 213	YNL160W YOR298C-A YGL071W	60.1796666667	+|+|-	83.395	62.09	35.054
000100110: 60 1566 143	YNL160W YOR298C-A YDR392W	53.3026666667	binding enriched|binding enriched|-	52.407	72.447	35.054
000100110: 60 1566 83	YNL160W YOR298C-A YPL075W	83.6086666667	+|-|-	115.56	100.212	35.054
000100110: 60 1566 81	YNL160W YOR298C-A YJL127C	45.2723333333	+|-|-	66.083	34.68	35.054
000100110: 60 1566 59	YNL160W YOR298C-A YPR086W	71.8283333333	binding enriched|binding enriched|-	97.611	82.82	35.054
000100110: 60 1566 1	YNL160W YOR298C-A YLR403W	88.1193333333	+|+|-	107.958	121.346	35.054
000100110: 60 1351 31	YNL160W YGL166W YBR049C	70.1453333333	binding enriched|-|-	74.525	94.658	41.253
000100110: 60 1351 12	YNL160W YGL166W YLR071C	58.9686666667	binding enriched|binding enriched|-	57.115	78.538	41.253
000100110: 60 1351 1	YNL160W YGL166W YLR403W	82.344	?|+|-	84.433	121.346	41.253
000100110: 60 1195 143	YNL160W YOR229W YDR392W	55.941	binding enriched|binding enriched|-	55.455	72.447	39.921
000100110: 60 1195 59	YNL160W YOR229W YPR086W	74.2236666667	binding enriched|binding enriched|-	99.93	82.82	39.921
000100110: 60 1195 12	YNL160W YOR229W YLR071C	78.3396666667	binding enriched|binding enriched|-	116.56	78.538	39.921
000100110: 60 1023 81	YNL160W YER109C YJL127C	40.9976666667	?|-|-	48.135	34.68	40.178
000100110: 60 886 59	YNL160W YNR010W YPR086W	84.2316666667	binding enriched|binding enriched|-	86.752	82.82	83.123
000100110: 60 706 104	YNL160W YJR060W YKR099W	60.6683333333	-|-|-	63.872	77.766	40.367
000100110: 60 502 81	YNL160W YBL008W YJL127C	70.4356666667	?|-|-	82.6	34.68	94.027
000100110: 60 389 18	YNL160W YGL035C YPL254W	83.7653333333	binding enriched|+|+	95.621	92.412	63.263
000100110: 60 355 59	YNL160W YJL056C YPR086W	72.309	binding enriched|binding enriched|-	91.846	82.82	42.261
000100110: 60 303 81	YNL160W YCR081W YJL127C	67.7006666667	?|-|-	82.523	34.68	85.899
000100110: 60 293 143	YNL160W YDL020C YDR392W	88.9586666667	binding enriched|binding enriched|-	114.12	72.447	80.309
000100110: 60 293 59	YNL160W YDL020C YPR086W	70.38	binding enriched|binding enriched|-	48.011	82.82	80.309
000100110: 60 293 1	YNL160W YDL020C YLR403W	120.674	?|+|-	160.367	121.346	80.309
000100110: 60 282 143	YNL160W YOL004W YDR392W	93.7236666667	binding enriched|binding enriched|-	126.156	72.447	82.568
000100110: 60 282 12	YNL160W YOL004W YLR071C	78.3893333333	binding enriched|binding enriched|-	74.062	78.538	82.568
000100110: 60 277 59	YNL160W YIL036W YPR086W	84.5073333333	binding enriched|binding enriched|-	86.461	82.82	84.241
000100110: 60 213 1	YNL160W YGL071W YLR403W	94.663	?|+|+	100.553	121.346	62.09
000100110: 60 175 59	YNL160W YGL073W YPR086W	78.0976666667	binding enriched|binding enriched|+/-	89.753	82.82	61.72
000100110: 60 175 1	YNL160W YGL073W YLR403W	94.1963333333	?|+|+/-	99.523	121.346	61.72
000100110: 60 153 12	YNL160W YDR448W YLR071C	82.7353333333	binding enriched|binding enriched|+	109.74	78.538	59.928
000100110: 60 131 194	YNL160W YDR443C YER111C	57.0963333333	binding enriched|-|-	67.66	43.469	60.16
000100110: 60 83 339	YNL160W YPL075W YNL199C	69.3926666667	+|-|-	83.386	24.58	100.212
000100110: 60 83 143	YNL160W YPL075W YDR392W	90.619	binding enriched|binding enriched|-	99.198	72.447	100.212
000100110: 60 83 12	YNL160W YPL075W YLR071C	87.7103333333	binding enriched|binding enriched|-	84.381	78.538	100.212
000100110: 60 83 1	YNL160W YPL075W YLR403W	121.713333333	?|+|-	143.582	121.346	100.212
000100110: 60 31 143	YNL160W YBR049C YDR392W	92.5793333333	binding enriched|binding enriched|-	110.633	72.447	94.658
000100110: 60 31 59	YNL160W YBR049C YPR086W	78.49	binding enriched|binding enriched|-	57.992	82.82	94.658
000100110: 60 31 18	YNL160W YBR049C YPL254W	79.593	binding enriched|+|-	51.709	92.412	94.658
000100110: 60 8 355	YNL160W YDR253C YJL056C	73.177	?|-|bound	104.058	42.261	73.212
000100110: 60 5 59	YNL160W YMR021C YPR086W	66.6413333333	binding enriched|binding enriched|-	35.822	82.82	81.282
000100110: 60 1 31	YNL160W YLR403W YBR049C	111.488	binding enriched|-|+	118.46	94.658	121.346
000100110: 63 137 31	YOR275C YIR018W YBR049C	104.863	binding enriched|binding enriched|binding enriched	73.114	115.893	125.582
000100110: 63 44 137	YOR275C YDR259C YIR018W	110.12	binding enriched|binding enriched|binding enriched	133.553	125.582	71.225
000100110: 64 1168 218	YBR010W YDR176W YDR463W	101.172333333	binding enriched|+|+	63.996	126.945	112.576
000100110: 64 175 218	YBR010W YGL073W YDR463W	97.9323333333	binding enriched|+|+	98.319	126.945	68.533
000100110: 64 175 10	YBR010W YGL073W YIL101C	50.038	binding enriched|binding enriched|+	31.343	50.238	68.533
000100110: 64 83 218	YBR010W YPL075W YDR463W	96.9996666667	binding enriched|+|+	100.979	126.945	63.075
000100110: 64 83 55	YBR010W YPL075W YER159C	87.4006666667	binding enriched|binding enriched|+	101.218	97.909	63.075
000100110: 64 83 10	YBR010W YPL075W YIL101C	60.205	binding enriched|binding enriched|+	67.302	50.238	63.075
000100110: 64 44 81	YBR010W YDR259C YJL127C	104.477333333	?|+|binding enriched	111.077	82.135	120.22
000100110: 64 44 10	YBR010W YDR259C YIL101C	86.457	binding enriched|binding enriched|binding enriched	88.913	50.238	120.22
000100110: 64 25 44	YBR010W YOL148C YDR259C	108.230666667	binding enriched|binding enriched|+	103.836	120.22	100.636
000100110: 64 10 218	YBR010W YIL101C YDR463W	87.301	binding enriched|+|binding enriched	84.72	126.945	50.238
000100110: 65 387 59	YJR046W YGR116W YPR086W	89.718	binding enriched|binding enriched|binding enriched	81.974	82.671	104.509
000100110: 65 173 143	YJR046W YML007W YDR392W	105.887	binding enriched|binding enriched|binding enriched	135.962	106.347	75.352
000100110: 65 173 40	YJR046W YML007W YDL005C	50.4126666667	binding enriched|binding enriched|binding enriched	13.486	62.4	75.352
000100110: 65 173 10	YJR046W YML007W YIL101C	65.9753333333	binding enriched|binding enriched|binding enriched	63.256	59.318	75.352
000100110: 65 143 75	YJR046W YDR392W YIL131C	91.2853333333	binding enriched|binding enriched|binding enriched	98.032	69.477	106.347
000100110: 65 143 10	YJR046W YDR392W YIL101C	86.3503333333	binding enriched|binding enriched|binding enriched	93.386	59.318	106.347
000100110: 65 97 173	YJR046W YOR174W YML007W	87.45	binding enriched|binding enriched|binding enriched	118.245	75.352	68.753
000100110: 65 59 97	YJR046W YPR086W YOR174W	77.33	binding enriched|binding enriched|binding enriched	80.566	68.753	82.671
000100110: 65 10 75	YJR046W YIL101C YIL131C	48.1876666667	binding enriched|binding enriched|binding enriched	15.768	69.477	59.318
000100110: 65 10 59	YJR046W YIL101C YPR086W	67.9116666667	binding enriched|binding enriched|binding enriched	61.746	82.671	59.318
000100110: 65 10 33	YJR046W YIL101C YGR252W	72.7203333333	binding enriched|binding enriched|binding enriched	55.78	103.063	59.318
000100110: 66 81 40	YPR052C YJL127C YDL005C	78.5843333333	binding enriched|binding enriched|+	82.494	55.917	97.342
000100110: 67 10 218	YGR205W YIL101C YDR463W	64.8216666667	binding enriched|binding enriched|binding enriched	84.72	62.618	47.127
