id1	id2	reg	distance
YDR392W	YAL060W	+	121.001
YJL127C	YOR192C-B	-	68.033
YNL216W	YPL198W	+	75.362
YBR112C	YBR105C	binding enriched	6.053
YIL131C	YGL018C	binding enriched	39.533
YPR086W	YBR299W	binding enriched	86.539
YLR403W	YNL162W	+	117.359
YDR123C	YLR341W	binding enriched	135.984
YLR403W	YGR251W	-	64.753
YOR110W	YBR200W	binding enriched	104.679
YIL101C	YLR342W-A	binding enriched	116.114
YOR110W	YPL028W	binding enriched	96.078
YDR423C	YGR136W	-	71.174
YCR084C	YIL051C	+	37.488
YCR084C	YLL026W	binding enriched	46.405
YEL009C	YOR345C	?	130.414
YML007W	YMR317W	binding enriched	102.890
YLR223C	YDR450W	bound	120.672
YIL036W	YGR038C-A	+	22.678
YDR253C	YGR214W	bound	67.583
YJL127C	YOL154W	?	28.011
YML007W	YJR145C	binding enriched	86.863
YKL015W	YNR044W	binding enriched	69.376
YOR028C	YOR382W	+	89.530
YLR403W	YER159C	?	90.858
YOR363C	YOL084W	+	47.368
YNL216W	YOR327C	binding enriched	51.498
YDR463W	YGL173C	binding enriched	72.710
YDR123C	YMR284W	binding enriched	51.963
YOL148C	YOR382W	-	68.300
YLR451W	YLR357W	binding enriched	18.276
YCR084C	YJR110W	binding enriched	64.053
YIL036W	YGL030W	+	20.444
YPL075W	YMR130W	+	31.027
YNL216W	YKL096W-A	binding enriched	46.626
YER159C	YMR189W	binding enriched	89.878
YDL005C	YDL019C	binding enriched	14.931
YDL005C	YLL012W	binding enriched	22.728
YBR049C	YLR162W	-	93.595
YHR041C	YCL064C	+	28.429
YOR174W	YJR013W	binding enriched	95.186
YJL127C	YAR020C	-	82.567
YLR403W	YHR145C	?	118.379
YLR403W	YNL032W	-	167.875
YML007W	YOL058W	binding enriched	71.382
YMR042W	YGR248W	-	90.336
YJL127C	YAL019W	?	79.519
YOR229W	YHR002W	binding enriched	136.964
YDR207C	YOR108W	binding enriched	66.740
YMR037C	YOL097C	binding enriched	70.008
YIR018W	YKR002W	?/binding enriched	29.289
YLR403W	YLR402W	-	1.009
YIL131C	YJR147W	binding enriched	54.760
YIL101C	YBR126C	binding enriched	61.756
YMR037C	YLR258W	binding enriched	161.793
YEL009C	YGR107W	?	87.856
YIL101C	YIL101C	binding enriched	0.000
YMR037C	YBR141C	binding enriched	80.760
YDR176W	YLR160C	+	137.853
YIL101C	YDR141C	binding enriched	70.550
YMR037C	YNR013C	binding enriched	76.581
YDR259C	YNL323W	binding enriched	64.997
YBR083W	YBR070C	+	8.520
YLR071C	YLR266C	binding enriched	109.217
YER159C	YHR081W	binding enriched	83.340
YIL101C	YJL044C	binding enriched	41.376
YIL036W	YDR158W	+	120.679
YNL236W	YDR293C	+	77.032
YLR403W	YPL085W	?	131.655
YIL101C	YJL184W	binding enriched	74.890
YDR253C	YAL014C	bound	125.822
YBR049C	YIL094C	+	47.834
YNL236W	YOR063W	+	28.195
YER159C	YBR085C-A	binding enriched	70.799
YPL075W	YDR447C	+	89.648
YJL127C	YIL175W	?	41.335
YHR206W	YMR173W-A	+	67.041
YBR049C	YDR221W	binding enriched	89.786
YLR403W	YDR233C	+	127.047
YGR252W	YPL269W	binding enriched	53.503
YGR104C	YER067W	binding enriched	61.060
YLR403W	YCR044C	-	126.755
YIL101C	YJR089W	binding enriched	41.878
YGL073W	YMR309C	+	64.642
YOR174W	YDL045W-A	binding enriched	69.665
YLR176C	YBL067C	binding enriched	97.897
YGL073W	YPL197C	+	81.805
YGR116W	YIR018C-A	binding enriched	90.384
YLR403W	YIL051C	+	125.106
YOR110W	YKL197C	binding enriched	26.982
YDR259C	YIR003W	binding enriched	135.644
YLR228C	YLR148W	-	66.052
YDR207C	YIL099W	binding enriched	83.662
YJR127C	YNL240C	binding enriched	37.984
YOR174W	YER028C	binding enriched	87.784
YIL101C	YDR390C	binding enriched	92.045
YFR034C	YGR138C	+	101.184
YGR252W	YPL176C	binding enriched	55.710
YOR174W	YNR062C	binding enriched	87.244
YIR018W	YLR067C	?	53.844
YPR086W	YMR297W	binding enriched	55.001
YJL127C	YHR176W	?	89.498
YOR110W	YER133W	binding enriched	71.121
YOL004W	YDL023C	+	23.241
YPR086W	YML070W	binding enriched	23.549
YDR392W	YNL192W	binding enriched	65.722
YOL148C	YLR339C	+	160.158
YOR110W	YPR022C	binding enriched	85.348
YMR037C	YMR105W-A	binding enriched	37.627
YDL170W	YBR129C	binding enriched	108.259
YCR084C	YFR055W	+	79.832
YIL131C	YMR226C	binding enriched	91.276
YDR259C	YLR289W	binding enriched	130.224
YML007W	YCL030C	binding enriched	25.485
YEL009C	YKL029C	?	61.441
YBR279W	YNL102W	binding enriched	101.156
YDR392W	YNL104C	binding enriched	85.809
YPL075W	YNL085W	+	113.374
YER159C	YCR073W-A	binding enriched	85.867
YPL254W	YCL063W	binding enriched	83.163
YIL101C	YOR096W	binding enriched	66.873
YPR086W	YLR438W	binding enriched	136.460
YDR259C	YJR137C	binding enriched	81.805
YLR071C	YGR121W-A	binding enriched	40.307
YNL330C	YJR102C	binding enriched	67.484
YLR403W	YLR367W	+	20.535
YIL131C	YNL047C	binding enriched	45.253
YLR176C	YML007C-A	binding enriched	160.678
YPR086W	YDR353W	binding enriched	76.062
YMR070W	YEL065W	-	88.460
YER161C	YBL066C	binding enriched	61.831
YIL131C	YNL073W	binding enriched	36.600
YOR028C	YHL001W	-	70.961
YOR110W	YPL225W	binding enriched	91.495
YJL127C	YAL065C	?	64.427
YML007W	YDL038C	binding enriched	48.994
YBR083W	YOR192C-B	+	83.360
YHR058C	YOR097C	binding enriched	103.849
YBR083W	YDR170W-A	+	68.862
YNL236W	YMR046W-A	-	77.063
YIL101C	YIL117C	binding enriched	10.106
YDR259C	YPL246C	binding enriched	56.159
YDR259C	YLR048W	binding enriched	119.231
YLR403W	YHR048W	?	138.140
YCR081W	YPL014W	-	48.990
YPR104C	YIL116W	binding enriched	78.362
YGR252W	YDL184C	binding enriched	76.801
YLR403W	YLR133W	?	87.323
YBR049C	YGR156W	binding enriched	55.291
YOL116W	YNL227C	-	15.737
YIR018W	YBL059W	?	66.475
YOL004W	YBR302C	+	132.671
YLR403W	YBR249C	+	68.648
YKL112W	YNL339C	+	76.511
YIL101C	YKL029C	binding enriched	70.685
YDR392W	YNR033W	binding enriched	128.040
YIL036W	YDR261C-D	+	132.082
YLR176C	YMR247W-A	binding enriched	101.994
YNL027W	YOR220W	+	104.239
YDR259C	YHL002W	binding enriched	130.595
YDL170W	YNL262W	binding enriched	59.592
YLR403W	YMR001C	-	169.363
YGL073W	YHR089C	+	72.955
YBR049C	YKR059W	+	95.005
YPL075W	YLR180W	+	136.739
YDR259C	YJL099W	binding enriched	107.025
YOR230W	YJL212C	binding enriched	41.928
YLR403W	YJR085C	?	145.929
YNL068C	YLL039C	binding enriched	43.828
YDR310C	YFR012W	-	134.169
YOL148C	YNL066W	+	41.773
YIL131C	YJL043W	binding enriched	50.781
YHR058C	YBL059W	binding enriched	42.346
YDL170W	YOR289W	binding enriched	60.012
YPR065W	YDR044W	-	5.253
YDR259C	YOR049C	binding enriched	88.381
YDR253C	YAL012W	bound	127.490
YDR259C	YOR275C	binding enriched	71.225
YER161C	YLR354C	+	99.664
YGR252W	YMR094W	binding enriched	86.400
YJL127C	YLR460C	-	133.788
YIL036W	YGL135W	+	67.332
YNL236W	YCR012W	+	104.480
YJL127C	YBL065W	?	75.291
YJL127C	YFR057W	?	89.034
YNL216W	YGR061C	+	84.803
YPR052C	YKL037W	binding enriched	46.942
YDR448W	YJR009C	binding enriched	119.193
YIL101C	YLR241W	binding enriched	114.561
YPR086W	YLR260W	binding enriched	147.262
YDL170W	YAR033W	binding enriched	129.660
YMR037C	YDL224C	binding enriched	64.118
YGR116W	YBL076C	binding enriched	26.872
YER040W	YER002W	binding enriched	51.766
YNL330C	YJR098C	binding enriched	69.739
YLR418C	YHR215W	+	101.626
YDR463W	YJL160C	binding enriched	80.511
YGR252W	YGL228W	binding enriched	20.671
YIL131C	YMR272W-B	binding enriched	72.611
YNL309W	YNL310C	+	1.259
YGR116W	YBR102C	binding enriched	32.615
YDL005C	YPR061C	binding enriched	59.759
YLR176C	YLR221C	binding enriched	19.309
YGR252W	YKL167C	binding enriched	90.034
YIL101C	YJR139C	binding enriched	41.446
YLR403W	YLR075W	+	111.200
YBR049C	YDR261W-A	-	100.430
YOR229W	YER150W	-	53.857
YPL254W	YNL301C	+	97.547
YIL101C	YJL155C	binding enriched	59.021
YNL236W	YKL029C	+	76.218
YLR403W	YHR032W	+	143.493
YIL036W	YLR167W	+	115.816
YCR084C	YER020W	binding enriched	55.545
YDR207C	YLR081W	binding enriched	113.669
YOR174W	YEL058W	binding enriched	100.268
YCR084C	YGL038C	+	49.831
YOR174W	YJR019C	binding enriched	91.903
YIL036W	YBR143C	+	81.666
YLR071C	YPR065W	binding enriched	95.309
YER040W	YNR037C	binding enriched	33.893
YLR176C	YMR094W	binding enriched	140.709
YKL015W	YHR005C	binding enriched	31.434
YLR071C	YNL173C	binding enriched	70.991
YOL148C	YJR085C	-	30.409
YGR116W	YMR316W	binding enriched	51.702
YLR403W	YGR049W	+	110.610
YIL101C	YDL060W	binding enriched	58.643
YHR058C	YMR314W	binding enriched	63.487
YDL170W	YPL234C	binding enriched	86.320
YGL166W	YGR008C	-	87.645
YLR403W	YLR441C	+	22.660
YOR110W	YDL213C	binding enriched	40.656
YOL148C	YBR191W	+	120.122
YPR199C	YPR127W	+	12.295
YIL131C	YCR069W	binding enriched	51.151
YNL103W	YML121W	?	75.750
YLR403W	YLR394W	?	3.606
YJL056C	YNR039C	+	24.196
YCR084C	YPR158C-D	+	79.926
YPL075W	YNL069C	+	100.212
YPR133C	YJR156C	binding enriched	86.181
YOR110W	YJR090C	binding enriched	38.275
YIR018W	YDR490C	?	126.145
YIL036W	YGR185C	+	80.014
YLR182W	YLR297W	-	23.612
YBR112C	YBR049C	binding enriched	23.365
YOR174W	YPL153C	binding enriched	73.886
YDR392W	YDR265W	binding enriched	26.459
YJR060W	YNL160W	-	40.367
YKL112W	YOL039W	+	30.994
YIR018W	YMR140W	?	109.424
YDR259C	YIL120W	binding enriched	88.853
YDR310C	YLR232W	-	122.987
YPR052C	YBR085C-A	binding enriched	50.848
YER159C	YML004C	binding enriched	109.228
YDR463W	YBR167C	binding enriched	79.645
YGL025C	YML107C	+	61.577
YGR116W	YER092W	binding enriched	48.360
YDR207C	YDL125C	binding enriched	38.276
YLR403W	YJL038C	-	156.981
YKL015W	YBR083W	binding enriched	75.386
YOR110W	YPL254W	binding enriched	99.076
YNL167C	YML131W	-	43.484
YGL025C	YMR046C	+	71.791
YIR023W	YGR138C	+	89.033
YDR463W	YLR414C	binding enriched	111.715
YDR448W	YPR028W	binding enriched	98.751
YJL127C	YGR155W	+	90.649
YDR463W	YMR183C	binding enriched	80.609
YNL216W	YLR179C	+	131.942
YIL131C	YDL167C	binding enriched	94.736
YGR252W	YJR075W	binding enriched	87.048
YPR104C	YEL006W	binding enriched	98.989
YNL068C	YPL156C	binding enriched	79.373
YLR176C	YMR155W	binding enriched	128.500
YPL075W	YDR012W	+	50.464
YNL236W	YOL098C	+	15.291
YBR049C	YLR033W	binding enriched	71.720
YLR403W	YCR053W	+	123.007
YGL073W	YKL001C	+	89.936
YCR084C	YIL176C	-	72.967
YDL005C	YKR019C	binding enriched	20.348
YMR037C	YLR326W	binding enriched	151.358
YJL127C	YDL114W	?	93.674
YDR463W	YNL310C	binding enriched	37.678
YBR049C	YGR155W	binding enriched	55.358
YDR463W	YKL134C	binding enriched	61.916
YJL127C	YIL102C	?	46.128
YOR174W	YNL117W	binding enriched	42.212
YML007W	YMR291W	binding enriched	104.093
YDR253C	YDR046C	bound	67.228
YLR403W	YCL059C	?	143.676
YDR463W	YBR196C-A	binding enriched	81.013
YHR058C	YLR100W	binding enriched	63.030
YNL236W	YLR463C	+	133.773
YER045C	YBR225W	-	76.960
YOR110W	YOR017W	binding enriched	62.842
YMR182C	YER150W	-	78.248
YOR110W	YGR040W	binding enriched	107.452
YOR174W	YGR121W-A	binding enriched	95.768
YLR176C	YDR345C	binding enriched	121.604
YLR403W	YPR135W	?	160.153
YPL075W	YGL123W	+	93.125
YDR259C	YBR072C-A	binding enriched	86.187
YNL167C	YOL155C	-	45.626
YDL005C	YDL022W	binding enriched	20.479
YGL071W	YMR316C-A	+	69.136
YKL185W	YDR383C	binding enriched	71.915
YPR104C	YIL011W	binding enriched	85.926
YDR463W	YGR067C	binding enriched	106.581
YPL075W	YMR149W	+	35.491
YDR392W	YPR137C-B	+	81.804
YDL005C	YPL059W	binding enriched	63.039
YIR018W	YGL256W	?	97.987
YDL170W	YMR024W	binding enriched	73.262
YPR086W	YOR100C	binding enriched	70.723
YPR086W	YOL077W-A	binding enriched	69.358
YCR084C	YLR227W-A	+	121.205
YLR071C	YCR005C	binding enriched	62.969
YLR403W	YNL156C	?	123.418
YNL216W	YKL192C	+	44.323
YIL101C	YFL045C	binding enriched	37.609
YIL036W	YCL009C	+	41.416
YPR086W	YNL200C	binding enriched	64.358
YLR098C	YPR158C-C	binding enriched	86.365
YDR259C	YHR191C	binding enriched	83.989
YDR392W	YDR264C	binding enriched	27.538
YGR116W	YJL143W	binding enriched	79.192
YBR049C	YMR207C	binding enriched	63.141
YNL236W	YGR271W	-	85.054
YIL101C	YLR344W	binding enriched	116.566
YOR174W	YMR030W-A	binding enriched	90.003
YIL101C	YMR044W	binding enriched	63.536
YML007W	YHR142W	binding enriched	74.038
YDR253C	YOL164W	bound	101.823
YLR071C	YIL018W	binding enriched	48.821
YPL254W	YPL265W	+	7.521
YML007W	YMR122W-A	binding enriched	89.214
YIL036W	YIL116W	+	44.086
YLR403W	YGR271C-A	?	59.123
YDR207C	YFR055W	+	100.705
YJL127C	YDR174W	+	121.965
YGR252W	YLR371W	binding enriched	67.726
YDR463W	YPL131W	binding enriched	70.745
YBR049C	YER020W	binding enriched	75.041
YJL127C	YDR226W	+	103.029
YBR049C	YLR218C	-	101.380
YDL005C	YHR033W	binding enriched	38.703
YDR259C	YIL013C	binding enriched	129.124
YDL005C	YJL068C	binding enriched	68.419
YML007W	YLR460C	binding enriched	173.980
YJL127C	YDR261W-A	-	115.384
YHR058C	YKL065C	binding enriched	76.987
YJL127C	YLR410W-A	-	133.035
YJL127C	YMR066W	?	100.838
YPL254W	YGR160W	+	65.531
YLR418C	YNL146W	+	130.397
YLR403W	YMR290C	?	92.653
YBR240C	YJR135C	-	84.933
YJL127C	YNL301C	+	62.061
YER161C	YJR044C	binding enriched	72.774
YNL236W	YBR158W	+	86.322
YER169W	YLR297W	-	99.838
YLR071C	YKL209C	binding enriched	92.898
YER040W	YGL213C	binding enriched	58.252
YOR174W	YHR005C	binding enriched	119.095
YLR403W	YOL152W	?	149.399
YPL075W	YHL033C	+	37.866
YPR008W	YOR192C-B	+	107.208
YDR463W	YBR066C	binding enriched	94.961
YPR086W	YDR462W	binding enriched	82.177
YLR403W	YPL252C	+	103.403
YHR206W	YPL137C	binding enriched	45.781
YIL131C	YPL015C	binding enriched	72.610
YIL101C	YDR229W	binding enriched	81.606
YOL148C	YGL120C	+	68.751
YDR463W	YDR451C	binding enriched	9.546
YGL071W	YLR259C	+	93.030
YLR403W	YGL039W	?	126.176
YJR127C	YJR011C	binding enriched	57.173
YNL330C	YJL178C	binding enriched	50.510
YLR403W	YPL100W	-	132.214
YDL005C	YPL263C	binding enriched	99.092
YOL148C	YBR069C	+	104.703
YLR071C	YDR448W	binding enriched	109.740
YOL148C	YOL086C	+	38.179
YOR344C	YER137C-A	+	38.024
YNL257C	YOL014W	+	91.122
YLR403W	YLL018C-A	+	156.378
YPL139C	YLR040C	+	85.604
YDR421W	YIL129C	+	80.614
YER161C	YOR273C	-	47.940
YCR084C	YGR185C	+	66.362
YML007W	YKL198C	binding enriched	97.756
YER161C	YPR036W-A	binding enriched	95.098
YDL005C	YJL136C	binding enriched	88.018
YDR259C	YBR284W	binding enriched	79.524
YOR110W	YDR058C	binding enriched	78.392
YOR174W	YFR053C	binding enriched	91.640
YJR127C	YOR114W	binding enriched	47.381
YIR018W	YDR386W	?	142.328
YOR110W	YBR053C	binding enriched	105.982
YIL101C	YDR357C	binding enriched	92.881
YPL254W	YBR133C	binding enriched	33.305
YER159C	YMR027W	binding enriched	93.801
YGL073W	YMR105C	+/-	97.290
YLR403W	YGL065C	?	103.757
YJR140C	YLR162W	-	124.719
YBR049C	YJR065C	binding enriched	96.642
YOR174W	YNL274C	binding enriched	29.244
YHR006W	YBR067C	+	65.238
YBR240C	YKL006W	-	114.898
YKL185W	YPR063C	binding enriched	58.616
YDR253C	YEL017C-A	bound	133.618
YOL148C	YGR123C	+	99.320
YDR392W	YOR320C	binding enriched	47.749
YBR112C	YJL088W	binding enriched	110.324
YNL216W	YIL019W	binding enriched	87.967
YOR174W	YLR415C	binding enriched	133.760
YNL199C	YOL016C	+	55.607
YPR086W	YER053C	binding enriched	84.981
YIL131C	YOR284W	binding enriched	72.879
YDR423C	YDL022W	-	103.999
YKR099W	YLR355C	+	162.949
YLR403W	YDR353W	?	114.067
YNL027W	YOL014W	+	38.350
YPR133C	YMR250W	binding enriched	65.913
YNL216W	YDR274C	binding enriched	69.521
YBR049C	YCR068W	binding enriched	12.850
YML099C	YJL088W	-	90.244
YNL330C	YIL173W	binding enriched	92.732
YDR392W	YDR156W	binding enriched	52.923
YOR028C	YJR041C	binding enriched	18.605
YOL148C	YOL126C	+	26.013
YDL005C	YFL007W	binding enriched	11.842
YIR018W	YGR233C	binding enriched	114.073
YBR081C	YBR068C	binding enriched	6.527
YDR259C	YDR186C	binding enriched	18.854
YLR403W	YHR210C	-	103.670
YJL127C	YPR043W	+	96.344
YCR084C	YLR340W	+	117.901
YKL112W	YPR158W-A	+	43.208
YOR174W	YHL023C	binding enriched	119.383
YIL101C	YKL023W	binding enriched	72.264
YPR104C	YIL047C	binding enriched	88.669
YIL036W	YGL103W	+	63.648
YLR403W	YBR108W	+	101.188
YNL216W	YKL081W	+	48.960
YJL127C	YJL037W	?	47.666
YIL036W	YGR118W	+	62.691
YPR086W	YMR184W	binding enriched	39.286
YIL131C	YPL056C	binding enriched	84.513
YOR174W	YMR160W	binding enriched	87.082
YGR252W	YBL044W	binding enriched	73.570
YLR403W	YOR091W	+	148.390
YDL005C	YHL025W	binding enriched	33.913
YPL075W	YOR317W	-	110.538
YPL254W	YDR441C	binding enriched	61.963
YOR174W	YKL175W	binding enriched	38.079
YKL032C	YHL020C	-	51.022
YLR176C	YDR317W	binding enriched	124.399
YDR259C	YOL058W	binding enriched	89.829
YOR110W	YJL024C	binding enriched	74.551
YDL005C	YNL079C	binding enriched	87.681
YLR403W	YBL081W	?	103.813
YLR403W	YLR167W	+	35.234
YNL216W	YER033C	binding enriched	50.213
YNL236W	YML045W	+	90.434
YPR086W	YOL060C	binding enriched	71.710
YPR086W	YIL117C	binding enriched	68.115
YBR049C	YLR189C	binding enriched	105.703
YHR058C	YHR189W	binding enriched	36.427
YNL216W	YKR059W	+	76.063
YDR463W	YLL026W	+	129.766
YGR252W	YMR251W-A	binding enriched	55.961
YLR131C	YKL178C	+	114.952
YDL170W	YAL024C	binding enriched	94.772
YJL127C	YHL012W	?	98.502
YNL103W	YPR168W	?	94.240
YBR049C	YMR045C	-	64.600
YDR253C	YIL047C	bound	110.043
YLR055C	YGR211W	binding enriched	66.692
YPR086W	YPL224C	binding enriched	57.048
YMR164C	YGR142W	+	75.893
YIR018W	YMR006C	binding enriched	21.606
YOR110W	YPR032W	binding enriched	81.498
YLR403W	YLR060W	+	118.967
YDL170W	YOL062C	binding enriched	58.848
YDR207C	YHR153C	binding enriched	84.623
YMR037C	YNL221C	binding enriched	77.086
YGL073W	YLR205C	-	90.150
YDL005C	YNL107W	binding enriched	93.603
YHR058C	YLR246W	binding enriched	131.909
YLR403W	YLR384C	?	10.503
YNL236W	YHR086W	+	95.575
YIL036W	YMR142C	+	104.720
YJL127C	YNR064C	-	20.692
YOR110W	YFR048W	binding enriched	67.648
YHL027W	YDL022W	+	35.206
YNL216W	YDR392W	binding enriched	70.975
YDR259C	YOR232W	binding enriched	71.108
YLR403W	YHR065C	?	130.219
YDR259C	YOL116W	binding enriched	77.569
YDR253C	YNL037C	bound	112.438
YIL131C	YCL005W-A	binding enriched	78.953
YPR133C	YGL262W	binding enriched	98.892
YMR037C	YAR035W	binding enriched	98.124
YDR423C	YPL092W	+	84.130
YGR252W	YDR410C	binding enriched	73.358
YDR253C	YER046W	bound	101.191
YDR463W	YJL176C	binding enriched	75.249
YLR403W	YPL211W	?	107.017
YNL236W	YLR134W	+	86.598
YIR018W	YLR401C	binding enriched	169.533
YIR018W	YHR150W	binding enriched	79.864
YLR403W	YHL009W-A	-	172.576
YPR104C	YDR153C	binding enriched	40.952
YPL075W	YJR045C	+	99.104
YIL131C	YDL059C	binding enriched	72.270
YCR084C	YLR237W	-	126.343
YDR392W	YFL047W	binding enriched	104.945
YJR127C	YIR001C	binding enriched	70.811
YJL127C	YJR070C	+	36.664
YER159C	YDR516C	binding enriched	67.166
YPR086W	YHR075C	binding enriched	38.713
YLR098C	YER081W	-	34.803
YPR086W	YDL181W	binding enriched	53.731
YLR403W	YEL026W	+	155.640
YGR252W	YPL191C	binding enriched	54.957
YML007W	YOL102C	binding enriched	89.936
YJL127C	YCR105W	?	105.156
YOL148C	YGL030W	+	74.521
YGR252W	YPL273W	binding enriched	55.656
YLR071C	YDR174W	binding enriched	119.780
YOR110W	YLR199C	binding enriched	158.221
YGL071W	YEL065W	+	25.018
YDR146C	YDR081C	binding enriched	18.351
YDR259C	YPL163C	binding enriched	49.960
YEL009C	YHR018C	?	43.788
YDL005C	YLR100W	binding enriched	71.384
YDR207C	YFL014W	-	113.422
YDL170W	YDR100W	binding enriched	31.906
YLR403W	YLR449W	+	16.409
YDR259C	YLR025W	binding enriched	119.597
YCR084C	YJR115W	binding enriched	66.737
YLR403W	YOL097C	+	145.903
YLR071C	YNL192W	binding enriched	75.105
YJR127C	YDR174W	binding enriched	82.779
YKL112W	YOR192C-B	+	45.259
YLR223C	YOR293W	bound	126.522
YDR207C	YKR093W	binding enriched	66.578
YIL101C	YDR204W	binding enriched	87.994
YLR403W	YLR237W	?	10.709
YGR252W	YPL189C-A	binding enriched	53.068
YJL056C	YDR284C	+	114.908
YLR223C	YML024W	bound	154.993
YNL216W	YBL044W	binding enriched	94.174
YPL075W	YOR344C	-	131.361
YNL330C	YML101C	binding enriched	91.104
YLR403W	YMR274C	-	101.146
YEL009C	YPR157W	?	111.773
YOR110W	YNL011C	binding enriched	94.442
YLR403W	YDR434W	?	115.224
YLR176C	YOR049C	binding enriched	158.488
YJL056C	YNL239W	?	40.621
YOL148C	YBR034C	+	117.088
YLR176C	YDL233W	binding enriched	127.953
YMR042W	YJL088W	-	92.059
YJL127C	YOL052C-A	-	54.358
YMR037C	YDR153C	binding enriched	55.848
YOR110W	YIR038C	binding enriched	86.631
YMR037C	YDR249C	binding enriched	70.462
YJR060W	YDR055W	-	95.047
YPL248C	YDL232W	-	60.578
YPL254W	YNL339C	binding enriched	87.294
YOR174W	YER154W	binding enriched	49.853
YIL036W	YBR010W	+	32.887
YJR127C	YOR254C	binding enriched	60.178
YIL036W	YHR053C	+	65.420
YOR110W	YKL043W	binding enriched	54.701
YIL036W	YDR188W	+	120.623
YPR104C	YNL306W	binding enriched	102.645
YML007W	YCR075C	binding enriched	51.666
YIL036W	YCR044C	+	42.159
YLR176C	YBR108W	binding enriched	91.290
YLR223C	YLR441C	bound	31.052
YNL103W	YER147C	?	32.558
YER159C	YOL119C	binding enriched	49.947
YDR259C	YER009W	binding enriched	137.387
YPR104C	YJL210W	binding enriched	106.365
YNR010W	YKR093W	-	83.332
YDR253C	YGR280C	bound	77.902
YLR403W	YLR386W	?	7.947
YDR259C	YDR099W	binding enriched	39.771
YJL127C	YCR010C	?	91.835
YJL056C	YGR037C	binding enriched	83.439
YKL112W	YKL030W	+	47.467
YDR463W	YHR133C	binding enriched	97.342
YJL127C	YOR123C	?	74.639
YOR174W	YER016W	binding enriched	101.847
YIL036W	YJR027W	+	70.298
YIL036W	YBR145W	+	80.949
YDL170W	YBR068C	binding enriched	99.046
YDR259C	YPL038W-A	binding enriched	102.827
YIL131C	YGR161W-C	binding enriched	49.205
YCR084C	YGR038C-A	+	30.634
YIL036W	YDL130W	+	107.457
YIL131C	YJL076W	binding enriched	53.506
YLR451W	YAL062W	+	174.243
YDL170W	YMR195W	binding enriched	77.977
YIL101C	YPL071C	binding enriched	64.457
YJL127C	YPL079W	+	112.109
YPL202C	YMR316W	+	23.721
YOL148C	YMR045C	+	96.376
YER159C	YLR149C	binding enriched	50.562
YLR071C	YNL241C	binding enriched	91.350
YLR403W	YJR115W	+	132.925
YPR086W	YOL048C	binding enriched	61.426
YEL009C	YMR018W	?	52.034
YOL148C	YML063W	+	117.275
YIL101C	YEL017C-A	binding enriched	58.753
YDR253C	YJR120W	bound	74.509
YOL108C	YGR102C	binding enriched	105.143
YGL073W	YKL030W	+	100.362
YPR104C	YHR022C-A	binding enriched	53.178
YBR112C	YER091C	binding enriched	69.515
YEL009C	YNR050C	?	49.137
YIL131C	YIL133C	binding enriched	1.797
YLR071C	YHR020W	binding enriched	59.163
YJL127C	YJR029W	-	46.675
YFL021W	YOR383C	+	116.517
YOL051W	YJR004C	+	41.014
YDR259C	YER175C	binding enriched	97.663
YIL036W	YOR310C	+	116.423
YNL229C	YDR451C	binding enriched	57.909
YLR403W	YJL164C	?	125.819
YDR259C	YMR071C	binding enriched	60.331
YMR016C	YLR162W	-	139.970
YHR084W	YEL033W	+	84.890
YBR279W	YIL112W	binding enriched	69.658
YDR463W	YOL139C	binding enriched	78.282
YJL127C	YNL124W	?	32.871
YNL103W	YDR223W	?	91.520
YGR104C	YCR005C	binding enriched	86.458
YNL103W	YJL079C	?	29.975
YNL167C	YGR144W	-	64.212
YOR174W	YJR073C	binding enriched	59.012
YNL103W	YDR406W	?	85.551
YOR110W	YLR067C	binding enriched	101.923
YOL148C	YBR196C	+	119.801
YOR174W	YJR075W	binding enriched	58.048
YDR207C	YJR109C	binding enriched	80.150
YLR176C	YDR511W	binding enriched	125.338
YNL216W	YCL025C	binding enriched	89.184
YDR207C	YNL092W	binding enriched	110.094
YJL127C	YER044C-A	?	23.851
YGR104C	YPR103W	binding enriched	83.706
YGR252W	YAL024C	binding enriched	113.156
YLR403W	YLR231C	?	14.088
YBR049C	YGR176W	+	59.721
YMR182C	YER067W	-	106.072
YLR176C	YMR015C	binding enriched	153.052
YGL013C	YPR173C	-	85.626
YDL005C	YPL013C	binding enriched	10.225
YBR112C	YBR138C	binding enriched	11.663
YDR397C	YFL014W	binding enriched	136.396
YIL036W	YDR454C	+	117.621
YLR071C	YGR161C	binding enriched	49.532
YOL148C	YNL300W	+	45.481
YPR086W	YPL240C	binding enriched	51.179
YNL216W	YGL028C	+	64.587
YIL101C	YKR106W	binding enriched	74.389
YLR055C	YLR090W	binding enriched	26.472
YLR403W	YNL321W	?	116.927
YDR397C	YIR018W	binding enriched	147.110
YDR423C	YDR089W	+	54.231
YPL254W	YOR047C	binding enriched	99.385
YPR086W	YDL169C	binding enriched	60.822
YIL101C	YIL014W	binding enriched	53.729
YLR403W	YGR005C	-	158.433
YMR037C	YKR082W	binding enriched	27.664
YIL101C	YJR066W	binding enriched	49.251
YER159C	YGR161C	binding enriched	64.857
YLR403W	YDL213C	?	123.557
YJL127C	YOR276W	+	64.346
YGL073W	YAR010C	+	95.836
YLR071C	YPL274W	binding enriched	75.462
YKR099W	YIL116W	+	74.906
YPR086W	YOR289W	binding enriched	92.513
