id1	id2	reg	distance
YGR116W	YDR381W	binding enriched	95.289
YLR403W	YDR184C	?	135.848
YIL101C	YGL191W	binding enriched	49.594
YOR174W	YML100W-A	binding enriched	80.641
YCR084C	YOR034C	-	68.387
YLR071C	YGL007C-A	binding enriched	52.156
YOR110W	YGR239C	binding enriched	87.349
YLR071C	YIL077C	binding enriched	25.340
YOR162C	YGR138C	-	90.071
YIL101C	YDR309C	binding enriched	94.639
YLR071C	YLR194C	binding enriched	100.906
YPR086W	YDL085W	binding enriched	30.930
YLR403W	YML022W	+	164.256
YPR052C	YDR041W	binding enriched	8.682
YDR392W	YER091C	binding enriched	77.117
YBR049C	YBR037C	binding enriched	16.342
YIL131C	YCL044C	binding enriched	58.775
YNL309W	YBR291C	-	106.536
YLR176C	YKR031C	binding enriched	167.522
YIL036W	YEL026W	+	29.162
YJR127C	YGR149W	binding enriched	69.674
YPR133C	YHR088W	binding enriched	52.041
YLR223C	YBR067C	bound	93.681
YDL005C	YER188C-A	binding enriched	104.305
YLR013W	YER150W	-	77.822
YBR083W	YML039W	+	52.538
YDR423C	YHR146W	-	96.640
YMR037C	YMR018W	binding enriched	26.946
YPL254W	YMR316W	+	28.880
YBR081C	YDR214W	binding enriched	65.803
YIL101C	YPR046W	binding enriched	58.098
YDR259C	YHR161C	binding enriched	101.597
YIR018W	YOR297C	?	127.734
YDR310C	YLR341W	-	107.954
YML007W	YOR330C	binding enriched	136.378
YOL051W	YBR062C	-	83.096
YIL101C	YHR025W	binding enriched	47.936
YLR098C	YOL103W-B	binding enriched	73.587
YDL170W	YNR065C	binding enriched	105.233
YOR110W	YOR160W	binding enriched	29.251
YOL148C	YGR108W	+	104.202
YPL254W	YJR085C	-	98.877
YHR206W	YOL014W	binding enriched	88.747
YLR403W	YNL110C	?	116.994
YPR086W	YGL161C	binding enriched	90.393
YNL330C	YJL091C	binding enriched	77.439
YGR252W	YHL021C	binding enriched	107.298
YGL073W	YJL042W	+	62.259
YDL005C	YGL022W	binding enriched	40.246
YDL005C	YBL040C	binding enriched	65.044
YBR049C	YDL084W	binding enriched	80.592
YGR104C	YGR192C	binding enriched	33.105
YPR086W	YNL115C	binding enriched	83.682
YIL036W	YDL201W	+	111.370
YLR403W	YNR056C	?	151.497
YNL103W	YJR115W	?	32.059
YDL020C	YNL241C	+	83.782
YDR123C	YJL102W	binding enriched	98.360
YBR049C	YAL060W	+	95.765
YBR081C	YNL008C	binding enriched	85.885
YJL127C	YMR117C	?	113.486
YIL101C	YGL090W	binding enriched	37.707
YDL005C	YJR105W	binding enriched	62.149
YDR259C	YDL167C	binding enriched	44.884
YCR084C	YLR342W	+	119.112
YNL103W	YEL045C	?	66.141
YGR252W	YMR069W	binding enriched	100.071
YOR344C	YAR010C	+	150.836
YDR423C	YLR257W	-	117.104
YDR207C	YDR451C	binding enriched	36.550
YCR081W	YOR306C	-	112.758
YBL103C	YOR052C	+	108.267
YLR403W	YCR075C	-	127.547
YIL131C	YHR199C-A	binding enriched	42.272
YDR259C	YNL293W	binding enriched	66.608
YMR021C	YCL040W	-	55.574
YBR112C	YML121W	binding enriched	52.384
YCR081W	YKR090W	-	83.869
YIL101C	YJL056C	binding enriched	54.892
YMR182C	YFR015C	-	98.168
YIL101C	YBR208C	binding enriched	60.960
YIL131C	YDL137W	binding enriched	79.878
YER111C	YBR302C	-	69.553
YOR110W	YLR120C	binding enriched	103.569
YNL330C	YMR142C	binding enriched	100.145
YIL131C	YDL010W	binding enriched	67.879
YDR259C	YLR138W	binding enriched	101.412
YOL148C	YDR033W	+	83.811
YNL068C	YMR031C	binding enriched	81.449
YPL075W	YOL123W	+	98.088
YOR110W	YJR120W	binding enriched	43.052
YLR071C	YOR184W	binding enriched	106.505
YIL101C	YPL066W	binding enriched	67.588
YIR018W	YFL027C	binding enriched	25.790
YEL009C	YNL228W	?	84.948
YER159C	YMR262W	binding enriched	81.917
YOL148C	YLR437C	+	154.756
YML007W	YHR092C	+	64.541
YIL131C	YBR274W	binding enriched	62.802
YER111C	YBR054W	-	55.736
YMR037C	YKL035W	binding enriched	36.539
YDR463W	YMR260C	binding enriched	62.648
YDL005C	YLR387C	binding enriched	173.789
YDL170W	YPL008W	binding enriched	100.523
YIL131C	YML038C	binding enriched	76.049
YLR403W	YLR092W	?	110.985
YDR259C	YDL042C	binding enriched	74.035
YPR052C	YJL033W	binding enriched	67.190
YDR207C	YJR096W	binding enriched	87.688
YLR403W	YLR275W	?	17.342
YBR049C	YML039W	-	49.208
YDR259C	YHR214C-B	binding enriched	118.549
YNL216W	YBL030C	binding enriched	84.208
YML007W	YLL039C	-	52.509
YGR252W	YNL176C	binding enriched	50.639
YPL139C	YHR053C	+	50.875
YLR176C	YJL046W	binding enriched	146.094
YOR110W	YKL117W	binding enriched	24.917
YMR164C	YOR298C-A	+	97.108
YGR252W	YDR129C	binding enriched	86.181
YOR174W	YOR025W	binding enriched	74.552
YJL127C	YIL018W	+	73.332
YHR041C	YLR157C	-	105.310
YIR018W	YFL067W	?	66.799
YLR403W	YCL025C	?	159.399
YIL036W	YOL040C	+	72.459
YHR206W	YNL321W	binding enriched	113.141
YCR084C	YLR258W	binding enriched	123.332
YMR037C	YKL077W	binding enriched	46.697
YDR253C	YCL024W	bound	119.486
YDL170W	YMR316W	+	70.476
YOL148C	YCL064C	+	113.604
YBR049C	YOR197W	binding enriched	108.697
YPR086W	YDR358W	binding enriched	76.014
YJR127C	YBR181C	binding enriched	65.397
YMR037C	YML112W	binding enriched	37.611
YIL101C	YOR094W	binding enriched	65.203
YIL101C	YOR163W	binding enriched	84.441
YOL148C	YDR170W-A	+	111.943
YPL254W	YBR158W	+	27.678
YNL103W	YPR153W	?	106.150
YER159C	YMR315W	binding enriched	53.564
YPL075W	YLR359W	+	132.592
YJL127C	YNL028W	?	47.692
YLR228C	YGL012W	+	149.807
YLR403W	YBR097W	?	104.473
YNL236W	YML081C-A	-	89.495
YLR403W	YML125C	-	125.118
YBR049C	YDR210W-A	-	89.447
YOL148C	YAL040C	+	70.466
YBR049C	YDR375C	binding enriched	102.365
YIL131C	YAL014C	binding enriched	77.936
YGL035C	YDL048C	-	77.332
YIL101C	YIL115C	binding enriched	12.384
YJR060W	YLL026W	-	70.040
YDL170W	YGR142W	+	101.026
YKL185W	YBR259W	binding enriched	102.647
YML007W	YER117W	binding enriched	100.263
YDR259C	YIL125W	binding enriched	85.338
YDR397C	YFL016C	binding enriched	136.328
YOR110W	YAL016W	binding enriched	94.420
YLR403W	YOL092W	?	140.161
YDR463W	YDR275W	binding enriched	31.355
YGR252W	YOR224C	binding enriched	84.627
YOR174W	YDR182W	binding enriched	70.486
YIL036W	YKL081W	+	89.684
YBR083W	YPL257W-A	+	38.332
YJL127C	YDR534C	-	89.439
YCR084C	YDR365W-B	+	118.080
YPR086W	YMR056C	binding enriched	14.626
YGR104C	YBR203W	binding enriched	31.202
YIL036W	YDR238C	+	125.632
YDR397C	YCL042W	binding enriched	144.169
YKL112W	YDL022W	+	54.242
YHR058C	YBL056W	binding enriched	42.628
YDR463W	YGR090W	binding enriched	97.239
YML007W	YGR276C	-	116.097
YGL071W	YOR298C-A	+	83.395
YPL075W	YDL081C	+	53.282
YNL216W	YKL062W	-	52.658
YBR049C	YGL100W	binding enriched	82.609
YOR174W	YJL013C	binding enriched	105.019
YDL170W	YER024W	binding enriched	99.607
YDR043C	YLR162W	-	142.831
YIL101C	YDR104C	binding enriched	80.739
YOR110W	YDR349C	binding enriched	74.415
YML007W	YDL022W	binding enriched	25.554
YMR070W	YGL033W	-	87.665
YOR174W	YGL023C	binding enriched	95.946
YLR403W	YDR542W	?	125.065
YDR259C	YIR004W	binding enriched	136.053
YPL139C	YGL255W	-	51.560
YDL005C	YCR088W	binding enriched	52.488
YLR176C	YMR008C	binding enriched	151.248
YNL236W	YGR161W-A	+	103.038
YIL131C	YPR120C	binding enriched	92.234
YLR403W	YLR290C	-	14.194
YLR176C	YPL101W	binding enriched	128.914
YLR403W	YOR009W	?	176.910
YDR423C	YMR169C	-	64.238
YBR112C	YER067W	binding enriched	89.181
YBR049C	YBR253W	binding enriched	50.789
YGL073W	YHL001W	+	86.807
YNL330C	YOR025W	binding enriched	95.602
YNL216W	YER092W	binding enriched	36.390
YDL005C	YPL283C	binding enriched	102.841
YGL035C	YHL021C	+	63.501
YPL254W	YAL007C	+	125.024
YBL103C	YMR145C	+	97.392
YIL101C	YOR253W	binding enriched	77.147
YOR110W	YGL065C	binding enriched	95.711
YGL073W	YKL056C	+	90.131
YBR049C	YHR199C-A	binding enriched	24.205
YOR162C	YGL181W	+	84.340
YMR037C	YGR188C	binding enriched	96.223
YGR252W	YJL034W	binding enriched	99.518
YDR259C	YGL044C	binding enriched	122.187
YLR403W	YPL128C	?	114.814
YOR174W	YML052W	binding enriched	107.726
YLR403W	YBR053C	-	116.258
YOR110W	YIL008W	binding enriched	101.938
YBR049C	YOR151C	binding enriched	119.263
YBR083W	YNL284C-A	+	76.494
YJL127C	YDR316W-A	-	123.820
YIL131C	YNL281W	binding enriched	58.229
YLR403W	YMR320W	?	90.910
YML007W	YJL063C	binding enriched	79.337
YER159C	YDL238C	binding enriched	52.770
YDL005C	YOL038C-A	binding enriched	48.596
YLR055C	YFL023W	binding enriched	70.113
YNL216W	YER117W	+	53.588
YDR448W	YLR168C	binding enriched	118.773
YBR049C	YIR032C	binding enriched	70.291
YDR443C	YOR273C	-	51.030
YDL170W	YLR033W	binding enriched	112.066
YLR403W	YGR146C	+	70.706
YNL216W	YLL045C	+	60.824
YJR127C	YMR072W	binding enriched	56.312
YGR252W	YGR198W	binding enriched	20.553
YLR403W	YLR056W	?	118.414
YNL216W	YIL057C	binding enriched	80.681
YPL254W	YOR230W	+	105.741
YDR463W	YPR027C	binding enriched	109.375
YLR403W	YIL090W	?	116.015
YIL101C	YPL077C	binding enriched	68.774
YIL131C	YNR037C	binding enriched	61.724
YJL127C	YLR198C	+	131.788
YLR176C	YLR340W	binding enriched	36.268
YEL009C	YLR293C	?	168.707
YNL216W	YPR043W	+	76.707
YNL330C	YOL076W	binding enriched	65.237
YDL005C	YPL094C	binding enriched	80.322
YBR049C	YGL151W	binding enriched	84.283
YGL073W	YMR051C	+	101.945
YLR403W	YPL231W	?	95.691
YDR259C	YMR165C	binding enriched	45.333
YIL101C	YHR192W	binding enriched	48.516
YDR259C	YML110C	binding enriched	60.327
YCR084C	YHR005C	binding enriched	42.602
YOR174W	YDR231C	binding enriched	49.920
YLR403W	YGR159C	+	69.667
YDR207C	YMR101C	-	42.770
YDL020C	YOL158C	+	86.729
YGR252W	YPL146C	binding enriched	53.129
YPR086W	YKR049C	binding enriched	44.947
YGL073W	YHR086W	+	73.561
YER159C	YOR136W	binding enriched	73.863
YDR463W	YMR092C	binding enriched	74.308
YDR146C	YOR361C	binding enriched	74.864
YKR099W	YGR038C-A	-	90.239
YLR403W	YKL216W	?	151.373
YBR049C	YOR273C	binding enriched	119.915
YNL216W	YBL028C	binding enriched	82.825
YPR086W	YOR185C	binding enriched	79.781
YDR207C	YLR466C-B	binding enriched	124.404
YLR403W	YOR360C	-	93.929
YNR010W	YCL042W	-	45.645
YIL101C	YLR094C	binding enriched	11.814
YPR008W	YLL007C	-	35.529
YLR403W	YDR143C	+	130.049
YGL073W	YGR088W	+	16.879
YNL216W	YDR261W-A	-	79.888
YOR174W	YAL030W	binding enriched	102.371
YDR392W	YKL032C	binding enriched	114.051
YIL036W	YBR230C	-	80.884
YLR223C	YMR303C	bound	94.043
YDR207C	YEL017C-A	binding enriched	136.639
YPR104C	YBR196C-A	binding enriched	74.650
YIL131C	YGL073W	binding enriched	15.988
YER111C	YPL163C	+	49.293
YDR392W	YDR150W	binding enriched	49.786
YKL112W	YER178W	+	85.309
YBR112C	YGR161C	binding enriched	43.733
YNL216W	YKL056C	+	54.401
YIL131C	YMR202W	binding enriched	85.768
YPR133C	YOR268C	binding enriched	115.638
YPL075W	YMR085W	-	35.883
YNL216W	YHR203C	+	85.418
YLR451W	YKR021W	binding enriched	164.240
YIL131C	YAL048C	binding enriched	85.961
YLR403W	YAR071W	+	191.496
YIL131C	YBR260C	binding enriched	55.104
YBR049C	YKR087C	+	90.134
YLR403W	YNL151C	?	123.878
YML007W	YMR058W	-	64.939
YBR049C	YER137C-A	-	86.447
YPL248C	YKL178C	+	91.628
YLR403W	YMR178W	?	123.195
YLR403W	YOR075W	-	162.177
YOL116W	YPR082C	-	81.353
YIL131C	YLR382C	binding enriched	108.721
YGR116W	YOR006C	binding enriched	101.168
YNL216W	YHR090C	-	89.438
YNL216W	YOR293W	+	41.947
YER159C	YLR247C	binding enriched	90.222
YGL071W	YJR016C	+	85.914
YBR049C	YIL106W	binding enriched	52.427
YIL101C	YHR203C	binding enriched	43.461
YJL056C	YGL194C	binding enriched	79.286
YGR104C	YPL017C	binding enriched	91.268
YIL101C	YOR296W	binding enriched	78.545
YNL199C	YPL075W	+	83.386
YDR463W	YOL125W	binding enriched	59.797
YOR028C	YLR465C	+	164.309
YGR252W	YHR107C	binding enriched	71.989
YDL170W	YKR093W	binding enriched	53.913
YDL005C	YDL153C	binding enriched	94.051
YLR403W	YCR018C	?	155.995
YLR403W	YGR185C	+	65.014
YDR392W	YNL193W	binding enriched	67.470
YLR403W	YOR063W	+	158.224
YOR110W	YKL113C	binding enriched	27.398
YNL103W	YHR137W	?	105.866
YPR086W	YHR195W	binding enriched	63.398
YMR037C	YJR062C	binding enriched	76.465
YDR253C	YPR152C	bound	53.898
YOR110W	YNL142W	binding enriched	40.063
YLR176C	YJR061W	binding enriched	151.013
YGR252W	YNL122C	binding enriched	56.760
YDL005C	YLL022C	binding enriched	40.755
YNL236W	YOR374W	+	53.181
YDR423C	YML070W	-	96.444
YDR423C	YDL243C	+	41.594
YNL330C	YMR296C	binding enriched	57.284
YIL036W	YBR078W	+	60.167
YHL027W	YHL040C	-	16.353
YDR392W	YCL040W	binding enriched	139.741
YML007W	YGR238C	binding enriched	112.024
YOR110W	YHR007C	binding enriched	96.802
YJL127C	YIL057C	?	61.234
YDR392W	YMR291W	binding enriched	49.895
YLR403W	YLR196W	?	29.322
YLR403W	YIL091C	?	117.169
YDL170W	YMR013W-A	binding enriched	83.486
YLR403W	YNR011C	?	169.746
YOR028C	YPL271W	-	98.556
YHR206W	YML111W	binding enriched	50.451
YHL020C	YER026C	-	56.558
YBL103C	YPL014W	+	82.453
YIL036W	YPR036W	+	82.512
YIL131C	YER146W	binding enriched	39.149
YOR110W	YMR117C	binding enriched	85.034
YDR259C	YER150W	binding enriched	71.514
YDR146C	YNL061W	binding enriched	97.606
YIL101C	YOR326W	binding enriched	83.813
YNL236W	YHR001W-A	-	101.916
YMR037C	YJR135C	binding enriched	66.049
YNL216W	YHR141C	+	98.950
YPR086W	YOR052C	binding enriched	69.988
YOR174W	YGL245W	binding enriched	75.196
YOR110W	YEL044W	binding enriched	95.500
YKL185W	YBL027W	binding enriched	94.339
YGL071W	YKR053C	-	95.162
YOR110W	YDR034C-D	binding enriched	69.036
YJL127C	YHL001W	+	97.890
YDR259C	YJL219W	binding enriched	94.121
YER159C	YIL050W	binding enriched	71.894
YBR049C	YNL099C	binding enriched	103.488
YLR403W	YLR397C	?	3.541
YLR403W	YHL011C	+	170.191
YOR363C	YHR214W	+	111.648
YNL330C	YDR302W	binding enriched	62.699
YPL202C	YOL014W	+	98.336
YDR123C	YMR087W	binding enriched	21.655
YLR071C	YOL097C	binding enriched	91.555
YIL131C	YAR064W	binding enriched	87.582
YDR392W	YLR286C	+	123.168
YCR081W	YLR058C	+	43.017
YJL127C	YBR088C	?	92.010
YGR252W	YKL037W	binding enriched	116.678
YNL216W	YKL156W	+	36.974
YDR259C	YDL175C	binding enriched	38.998
YDR463W	YLR221C	binding enriched	123.024
YPL254W	YLR286C	+	103.227
YLR403W	YFL027C	-	172.162
YOL051W	YLR214W	+	160.358
YDR259C	YKL161C	binding enriched	72.556
YBR081C	YHR162W	binding enriched	26.249
YGR252W	YHL048W	binding enriched	102.079
YPL075W	YGL183C	+	101.007
YLR223C	YFR031C-A	bound	180.776
YPL254W	YOR383C	-	78.988
YLR403W	YDL095W	+	157.095
YNL103W	YER152C	?	34.780
YPL254W	YPL089C	binding enriched	32.352
YLR176C	YDR353W	binding enriched	127.095
YML007W	YER074W	binding enriched	98.917
YLR403W	YER176W	?	98.522
YLR403W	YJR098C	?	139.166
YGR252W	YHR161C	binding enriched	75.063
YDL005C	YGL226C-A	binding enriched	116.506
YLR403W	YKR100C	-	166.602
YBR049C	YOR070C	binding enriched	100.885
YLR418C	YDR281C	+	118.828
YBR279W	YDR507C	binding enriched	77.681
YOR113W	YOR034C	+	43.453
YIL101C	YJR123W	binding enriched	26.660
YOR229W	YCL040W	-	136.409
YBR049C	YNL232W	binding enriched	95.106
YLR403W	YAR035W	+	195.133
YIL036W	YNL242W	-	95.445
YDR259C	YML067C	binding enriched	82.072
YGL073W	YGL012W	+	59.515
YDR392W	YDR424C	binding enriched	9.486
YDR253C	YEL044W	bound	122.805
YNL199C	YHR174W	+	77.936
YOL148C	YNL054W-A	+	42.384
YLR071C	YIL146C	binding enriched	30.532
YJL056C	YDL125C	?	80.696
YOL148C	YOL103W-B	+	29.457
YCR084C	YFL053W	-	54.672
YBR049C	YMR149W	binding enriched	63.697
YOR344C	YLR463C	+	97.177
YJL127C	YBL075C	?	71.878
YDL005C	YLR244C	binding enriched	169.488
YLR403W	YER048W-A	-	123.993
YOL148C	YFL045C	+	73.785
YMR037C	YDL167C	binding enriched	66.248
YJL127C	YLL064C	-	50.646
YPR008W	YBR054W	?	67.474
YOR363C	YJL188C	-	48.838
YNL236W	YLL018C	+	83.952
YCR084C	YGR248W	-	68.744
YOR110W	YGR286C	binding enriched	110.058
YEL009C	YOL101C	?	84.182
YDR259C	YKL101W	binding enriched	65.996
YBR049C	YMR099C	binding enriched	61.123
YDR392W	YIL055C	binding enriched	127.246
YLR403W	YPL163C	?	111.317
YDR310C	YML047C	-	94.625
YCR084C	YOL150C	-	102.765
YDR253C	YDL125C	bound	41.629
YJR127C	YMR028W	binding enriched	52.696
YDR207C	YGL179C	binding enriched	95.954
YLR403W	YOL021C	?	170.291
YJL127C	YDR436W	?	99.003
YJL127C	YAR010C	-	87.171
YIL101C	YKL006W	binding enriched	64.257
YJL127C	YGR032W	-	76.265
YLR403W	YPL186C	-	108.182
YLR403W	YMR104C	+	138.253
YDR259C	YCR089W	binding enriched	106.320
YLR403W	YNR017W	+	166.719
YNL236W	YDR316W-A	+	95.306
YLR403W	YIL013C	?	168.029
YER161C	YDR019C	+	74.911
YJL127C	YOL162W	?	25.381
YDL005C	YLR176C	binding enriched	161.509
YKL015W	YJL196C	binding enriched	108.197
YHL027W	YLL026W	+	64.066
YLR403W	YLR029C	+	138.936
YOR110W	YMR008C	binding enriched	86.063
YLR403W	YBR092C	+	107.960
YGR252W	YGR284C	binding enriched	15.297
YDR463W	YKL130C	binding enriched	63.463
YIL036W	YPR074C	+	88.962
YNL216W	YOL092W	+	15.960
YDR207C	YOL126C	+	79.628
YIL101C	YJR119C	binding enriched	30.953
YJL127C	YLR058C	?	53.785
YPL254W	YPL141C	binding enriched	26.229
YDR392W	YPL015C	binding enriched	125.489
YPL254W	YIL104C	+	75.153
YJL127C	YBR254C	?	95.541
YDR259C	YDR200C	binding enriched	16.408
YNL216W	YPL055C	binding enriched	104.987
YNL103W	YMR136W	?	106.821
YEL009C	YKL151C	?	88.630
YDR207C	YML100W	-	58.632
YBR112C	YML004C	binding enriched	88.559
YER159C	YNR034W-A	binding enriched	79.005
YLR014C	YGL228W	+	100.031
YOR174W	YCL014W	binding enriched	130.138
YBR083W	YIR019C	+	76.275
YOR038C	YNR053C	-	51.377
YDR423C	YOL107W	+	74.622
YOR174W	YNL246W	binding enriched	28.289
YGL166W	YDL139C	-	82.302
YER159C	YBL064C	binding enriched	67.496
YPR086W	YLR091W	binding enriched	67.118
YJL127C	YLR234W	?	132.099
YDR463W	YGL095C	binding enriched	91.926
YLR403W	YMR144W	-	131.524
YGL073W	YKL008C	+	87.573
YBR081C	YJR046W	binding enriched	91.581
YOL148C	YHR089C	+	115.357
YGL073W	YLR367W	+	102.938
YPL075W	YLL034C	-	86.193
YLR403W	YKL054C	+	165.565
YLR403W	YHR049W	-	138.386
YDR463W	YER013W	binding enriched	128.020
YBR112C	YER147C	binding enriched	78.028
YDL005C	YAL003W	binding enriched	27.340
YOL004W	YLR249W	+	168.250
YIR018W	YDR122W	binding enriched	110.570
YOR110W	YMR221C	binding enriched	111.241
YIL101C	YLR046C	binding enriched	35.037
YDL005C	YHR024C	binding enriched	32.690
YCR084C	YCL064C	+	18.818
YNL216W	YJL026W	+	64.333
YBR083W	YOL103W-B	+	82.106
YNL236W	YBR069C	+	86.253
YGR252W	YPL038W-A	binding enriched	110.049
YLR403W	YGR200C	?	82.206
YLR176C	YKR022C	binding enriched	158.193
YPR133C	YMR085W	binding enriched	17.729
YGR104C	YLR382C	binding enriched	85.179
YIL036W	YER056C-A	+	50.147
YLR403W	YGR192C	?	76.128
YDR207C	YBL005W	binding enriched	121.415
YDR207C	YHR033W	binding enriched	87.508
YDR448W	YJL035C	binding enriched	102.283
YOL148C	YDR064W	+	107.478
YPL254W	YCR005C	-	107.948
YDL020C	YIL015W	+	35.151
YJL127C	YLR178C	-	126.904
YKL112W	YDR444W	-	62.006
YLR071C	YJL118W	binding enriched	66.519
YNL216W	YOL083W	binding enriched	12.736
YGR116W	YOL054W	binding enriched	94.380
YOL148C	YJL107C	binding enriched	32.045
YMR037C	YHR080C	binding enriched	45.532
YDL005C	YNL168C	binding enriched	86.854
YLR071C	YNL022C	binding enriched	67.398
YPR086W	YLR304C	binding enriched	144.282
YGR252W	YKR095W-A	binding enriched	110.472
YER159C	YGR116W	binding enriched	58.751
YKL112W	YDR365W-B	+	85.359
YNL216W	YBR191W	+	92.356
YNL216W	YML126C	+	54.088
YJR127C	YOR234C	binding enriched	60.443
YDR259C	YGR023W	binding enriched	129.503
YPL075W	YLR038C	-	102.706
YJL127C	YJR026W	-	51.481
YMR037C	YKL224C	binding enriched	49.273
YLR403W	YDR404C	-	115.056
YER159C	YOR186W	binding enriched	57.389
YIL036W	YLR044C	+	33.960
YIL101C	YMR168C	binding enriched	84.333
YPR086W	YKL026C	binding enriched	57.448
YPR086W	YJR091C	binding enriched	65.550
YLR403W	YGL048C	?	118.653
YIL101C	YLR415C	binding enriched	119.168
YOL148C	YDR418W	+	90.735
YDL170W	YKL016C	binding enriched	87.368
YLR403W	YBR043C	?	127.694
YLR403W	YDL007W	?	172.973
YDL005C	YJR059W	binding enriched	67.332
YLR403W	YDR034W-B	-	151.205
YER169W	YNL065W	-	34.750
YKR099W	YML040W	-	40.391
YKL185W	YHR162W	binding enriched	99.802
YBR049C	YGR234W	+	68.868
YNL216W	YLR227W-A	-	136.201
YJL127C	YOR235W	?	66.663
YIL131C	YHR042W	binding enriched	61.450
YGR252W	YOR064C	binding enriched	95.338
YDL005C	YLR208W	binding enriched	160.954
YPL075W	YDL014W	+	61.240
YOL148C	YAR071W	+	77.126
YEL009C	YGL117W	?	80.535
YIL101C	YGR205W	binding enriched	47.127
YDR259C	YGL143C	binding enriched	100.868
YCR084C	YLR248W	binding enriched	121.875
YMR037C	YHR111W	binding enriched	48.447
YDR207C	YLR415C	binding enriched	129.838
YGR252W	YMR129W	binding enriched	73.526
YGL073W	YOL103W-A	+	81.020
YLR403W	YEL038W	-	145.522
YHL020C	YPL061W	+	46.895
YJL127C	YPL019C	+	94.230
YKL112W	YNL054W-B	+	72.969
YPL075W	YDR174W	+	58.994
YIL131C	YPR058W	binding enriched	81.109
YDL005C	YIL061C	binding enriched	69.563
YOL089C	YOR230W	+	46.064
YDR463W	YNL306W	binding enriched	40.816
YBR049C	YKR002W	binding enriched	78.809
YGL073W	YKR093W	+	108.407
YNL216W	YDR353W	+	79.915
YDR207C	YPL156C	binding enriched	44.155
YDL005C	YNL177C	binding enriched	88.075
YER159C	YPR158W	binding enriched	100.401
YPL075W	YNR056C	-	107.918
YOR363C	YOR234C	-	31.721
YPR133C	YJL212C	binding enriched	104.635
YDR463W	YIR016W	binding enriched	136.322
YOR110W	YOR068C	binding enriched	21.345
YLR071C	YGR146C-A	binding enriched	48.295
YPR086W	YJR096W	binding enriched	70.070
YDR392W	YPR154W	binding enriched	75.182
YKL109W	YHR143W	+	86.179
YIL131C	YKR066C	binding enriched	93.857
YLR403W	YPL095C	-	132.110
YNL236W	YOL103W-A	+	15.271
YDR259C	YMR244C-A	binding enriched	49.912
YDR397C	YOR267C	binding enriched	61.543
YDL005C	YOL059W	binding enriched	60.667
YLR403W	YGR095C	?	87.824
YIL101C	YIL042C	binding enriched	35.457
YJL127C	YGL158W	?	47.107
YDR310C	YDR042C	-	85.695
YPR086W	YER095W	binding enriched	65.866
YDL005C	YDL159W	binding enriched	96.293
YPL075W	YHR218W	-	77.335
YIL131C	YMR277W	binding enriched	66.015
YLR071C	YOR172W	binding enriched	111.367
YNL216W	YER057C	+	46.753
YBR083W	YLR035C-A	+	69.041
YDR207C	YOR387C	-	82.096
YJR127C	YKL025C	binding enriched	65.852
YJR127C	YBL104C	binding enriched	70.951
YDL005C	YJR005C-A	binding enriched	36.060
YDR392W	YHR102W	binding enriched	90.222
YGR252W	YGR045C	binding enriched	65.801
YDL005C	YGR118W	binding enriched	95.611
YNL216W	YKR056W	binding enriched	74.132
YPL075W	YJL143W	+	116.251
YCR084C	YDR316W-B	+	107.018
YNL216W	YGR196C	-	60.410
YML007W	YLR110C	binding enriched	83.606
YDR397C	YPL068C	binding enriched	105.856
YPR086W	YJL066C	binding enriched	89.799
YDR259C	YMR227C	binding enriched	58.699
YER111C	YDR188W	binding enriched	86.112
YDR423C	YBR169C	-	74.033
YDL170W	YDR175C	binding enriched	55.693
YGR252W	YFL039C	binding enriched	94.648
YDR259C	YPR198W	binding enriched	52.021
YOL148C	YMR046C	+	96.912
YDR207C	YPL017C	-	101.803
YJL127C	YOR382W	?	62.446
YLR176C	YGR295C	binding enriched	37.343
YOR110W	YLR281C	binding enriched	157.807
YIL101C	YDL199C	binding enriched	74.039
YGR116W	YOR073W	binding enriched	109.207
YDR463W	YOR220W	+	39.293
YDL170W	YOR326W	binding enriched	72.738
YJL127C	YOL109W	+	49.158
YPR104C	YEL044W	binding enriched	106.093
YIL101C	YKR054C	binding enriched	69.516
YOR028C	YLR303W	-	170.127
YPR086W	YGR194C	binding enriched	72.392
YDR463W	YOR186W	binding enriched	39.470
YPR086W	YNL134C	binding enriched	87.417
YMR037C	YLR160C	+	143.471
YNL216W	YPL132W	binding enriched	73.331
YLR176C	YNR060W	binding enriched	136.964
YBR081C	YER035W	binding enriched	60.726
YOR229W	YMR159C	+	106.951
YNL330C	YCL063W	binding enriched	123.986
YNL330C	YDR240C	binding enriched	64.378
YGR252W	YIR009W	binding enriched	116.609
YCR084C	YPL137C	binding enriched	49.750
YPR086W	YJL035C	binding enriched	71.935
YIL101C	YLR370C	binding enriched	118.869
YDR259C	YAL042W	binding enriched	118.941
YER159C	YKL150W	binding enriched	78.531
YHL020C	YMR173W-A	+	85.885
YIL101C	YKR007W	binding enriched	64.672
YGR252W	YBR109C	binding enriched	59.475
YLR403W	YLR351C	?	22.296
YPR104C	YHR147C	binding enriched	52.864
YGR252W	YMR086W	binding enriched	84.548
YIL101C	YER083C	binding enriched	32.385
YJL127C	YPL198W	+	100.209
YPR133C	YBR229C	binding enriched	81.359
YIL131C	YOL071W	binding enriched	64.407
YOL148C	YPL241C	binding enriched	119.539
YDL005C	YDR486C	binding enriched	117.201
YDL005C	YER064C	binding enriched	86.046
