type	id1	id2	distance
others	YOR028C	YAL002W	63.917
others	YNL199C	YLR214W	138.992
others	YJL110C	YGL255W	47.857
others	YHR058C	YOL101C	102.440
inter	YDR259C	YBR166C	73.927
others	YKL015W	YIL117C	72.754
others	YNL236W	YKL127W	41.927
inter	YDL005C	YGR161C	107.983
others	YER111C	YML100W	65.316
inter	YDR463W	YLR138W	93.812
others	YDR397C	YHR022C-A	126.209
others	YOL004W	YHL015W	37.989
inter	YIL036W	YKL060C	80.578
inter	YIL131C	YPL079W	79.162
others	YNL236W	YDL096C	53.710
inter	YIL101C	YMR114C	77.894
inter	YIL036W	YNL200C	79.590
inter	YLR403W	YKL040C	180.293
inter	YLR403W	YJL122W	134.461
inter	YLR403W	YHR090C	126.315
others	YGL181W	YMR186W	88.393
inter	YDL170W	YPR063C	67.588
inter	YIL036W	YKL106W	85.229
inter	YNL216W	YGR213C	73.607
inter	YLR403W	YML013W	171.257
inter	YLR176C	YMR189W	114.950
inter	YDR463W	YPL187W	57.303
others	YNL103W	YPL008W	100.749
inter	YLR403W	YNL279W	108.208
others	YER111C	YBR133C	65.938
inter	YDR463W	YJL092W	97.079
inter	YDR259C	YMR021C	90.767
inter	YML007W	YJL020C	44.773
inter	YIR018W	YJL055W	68.017
others	YOL108C	YKL033W	64.026
others	YHL027W	YOL155C	119.065
inter	YOR110W	YJR109C	44.405
inter	YPL254W	YGR161W-B	64.142
others	YKL015W	YNL298W	103.376
inter	YPR086W	YDR480W	74.645
inter	YNL216W	YML024W	85.298
inter	YOR110W	YBR301W	115.295
inter	YPR086W	YGR234W	87.906
inter	YOL148C	YGR038C-B	100.107
inter	YLR403W	YMR019W	161.383
inter	YPL254W	YDR210W-A	50.792
inter	YLR176C	YBR154C	85.181
inter	YLR176C	YDR025W	140.680
others	YFL021W	YOR034C	50.753
inter	YBR049C	YBR182C-A	42.043
others	YBR182C	YLR214W	70.802
inter	YDR259C	YIR012W	133.396
inter	YJL127C	YJR061W	35.467
others	YBR081C	YML130C	33.887
inter	YLR403W	YDR266C	123.099
inter	YPR086W	YFR015C	69.303
others	YLR223C	YJL136C	123.868
inter	YIL101C	YFR030W	75.528
inter	YDR259C	YKL087C	74.352
inter	YBR049C	YLL013C	68.647
inter	YPL075W	YDL029W	49.426
inter	YLR403W	YGL130W	94.039
others	YHR058C	YGL224C	94.178
others	YJL056C	YGL121C	63.075
inter	YBR049C	YCL064C	33.516
others	YPR104C	YPR120C	13.952
inter	YIL101C	YKL100C	61.941
inter	YDR463W	YLL052C	102.302
others	YGL071W	YMR058W	96.874
others	YMR182C	YMR105C	22.319
inter	YGR252W	YGL038C	72.516
inter	YLR176C	YCL067C	122.171
inter	YIL131C	YMR212C	87.281
inter	YDR259C	YOR080W	80.388
inter	YIL036W	YDR098C-B	106.407
inter	YJL127C	YNL109W	27.293
inter	YOL148C	YBR054W	112.323
inter	YOL148C	YPL231W	122.639
others	YML099C	YER074W	86.994
inter	YER159C	YDL215C	58.745
inter	YLR403W	YOR341W	97.156
others	YEL009C	YML070W	86.042
others	YJR127C	YJL178C	57.816
inter	YLR403W	YLR109W	100.833
others	YMR037C	YHR187W	69.632
inter	YIL101C	YBR205W	62.376
inter	YDL170W	YOL073C	54.430
inter	YLR403W	YPR043W	152.607
others	YMR037C	YCL039W	70.758
inter	YLR071C	YGR086C	25.108
inter	YIL101C	YNL129W	51.571
others	YGR116W	YLR304C	80.106
others	YJR127C	YEL017C-A	67.855
others	YPR104C	YLR397C	150.415
others	YDR146C	YLR162W-A	132.445
inter	YGR252W	YDL137W	86.791
inter	YOR174W	YJR123W	54.979
inter	YBR049C	YBR126C	28.898
inter	YBR049C	YPL154C	46.964
inter	YLR071C	YOR076C	102.692
inter	YDR463W	YKR072C	102.333
inter	YOR174W	YGL192W	67.447
others	YPR133C	YCL024W	88.235
inter	YBR049C	YER087C-B	72.264
inter	YIL101C	YBL076C	28.722
inter	YCR084C	YMR045C	60.075
others	YMR070W	YHR136C	70.477
inter	YER159C	YOL047C	78.115
inter	YLR403W	YER046W	127.606
inter	YPR086W	YGR088W	86.043
inter	YPL254W	YMR032W	71.823
inter	YLR071C	YDL055C	89.990
inter	YDR463W	YGR102C	101.018
others	YOR028C	YBR296C	122.248
others	YOR162C	YNL289W	37.316
others	YKL112W	YJR070C	41.535
inter	YBR049C	YML010W	61.800
inter	YIL131C	YJR058C	65.878
others	YGR104C	YFL027C	88.823
inter	YCR084C	YIL109C	40.036
inter	YDR392W	YHR049W	115.855
inter	YIL101C	YJR114W	32.784
inter	YDL170W	YBR244W	114.498
inter	YOR110W	YOR229W	40.873
inter	YDR463W	YOR113W	58.970
inter	YJL127C	YML043C	98.915
others	YBR081C	YGR198W	34.541
inter	YDR392W	YDR174W	54.100
inter	YNL216W	YBR033W	95.359
inter	YGL073W	YPL257W-A	80.666
others	YMR182C	YMR104C	21.708
inter	YOR110W	YKL213C	26.410
inter	YBR049C	YGR259C	72.274
inter	YOR110W	YGL039W	90.936
inter	YDR259C	YDR141C	23.689
inter	YDR392W	YHR161C	114.717
inter	YLR176C	YEL040W	130.603
others	YKL032C	YGL254W	104.987
inter	YDR259C	YPR071W	70.276
inter	YPR086W	YHL021C	56.670
inter	YLR403W	YDR367W	107.679
inter	YPL075W	YKL008C	68.858
inter	YLR403W	YLL033W	141.475
inter	YDR207C	YJL153C	112.855
inter	YCR084C	YOR274W	112.433
inter	YBR049C	YLL044W	64.103
inter	YGR252W	YER178W	49.123
inter	YLR403W	YNL320W	118.658
others	YNL330C	YNL077W	69.824
others	YJR127C	YLR094C	35.132
others	YOR028C	YKL127W	38.529
others	YOR028C	YGL089C	85.591
inter	YOR110W	YNR037C	74.374
inter	YCR084C	YLR178C	115.544
inter	YIL036W	YER117W	67.997
inter	YGR252W	YPL207W	66.062
inter	YNL216W	YLR110C	80.500
inter	YLR403W	YOR177C	126.587
inter	YIL036W	YLR157C-A	101.357
inter	YLR403W	YLR455W	8.424
inter	YDL170W	YDL226C	28.905
others	YDR397C	YJR127C	83.002
inter	YNL216W	YFL045C	60.325
inter	YML007W	YDR508C	121.901
others	YNL103W	YGR087C	73.276
inter	YIR018W	YCL030C	21.039
others	YNR010W	YCL064C	58.425
inter	YDR207C	YNL118C	78.732
others	YBR083W	YLR157C-B	77.210
inter	YIL101C	YBR034C	52.027
inter	YGR252W	YJR131W	65.051
others	YMR037C	YDR182W-A	64.552
inter	YPL254W	YLR109W	83.235
others	YGL013C	YDR519W	122.277
inter	YER159C	YJR009C	95.164
inter	YML007W	YER104W	84.443
inter	YDL005C	YLR312C	172.064
inter	YPL254W	YJR029W	120.164
inter	YIR018W	YFR023W	44.783
inter	YIL101C	YGL137W	41.808
inter	YLR403W	YJR154W	147.030
inter	YBR049C	YER139C	86.217
others	YJR127C	YOL016C	50.299
inter	YIL131C	YHL035C	69.877
others	YOL004W	YLR387C	175.075
inter	YGR252W	YHR207C	57.619
others	YPR104C	YMR045C	19.785
inter	YIR018W	YPR058W	80.276
others	YDL106C	YLR159W	143.987
others	YDR423C	YGL029W	108.945
inter	YDR392W	YJR029W	118.863
inter	YPR086W	YKL100C	47.439
inter	YGL073W	YKL120W	97.019
others	YDR146C	YPL092W	55.234
others	YJR127C	YLR348C	128.761
others	YNL199C	YFR055W	64.077
inter	YPL254W	YDR034C-C	63.495
others	YPR104C	YJL212C	104.833
inter	YLR403W	YJL011C	178.011
inter	YLR403W	YCL031C	155.056
others	YKR099W	YOR192C-A	75.149
others	YOR344C	YDR098C-A	102.714
others	YPR104C	YPL111W	32.048
inter	YDR392W	YBR068C	97.702
others	YMR182C	YJL076W	110.610
others	YDL106C	YCL064C	98.326
inter	YGL073W	YIL094C	37.478
inter	YPL254W	YDR366C	67.885
others	YBR083W	YLR120C	48.044
inter	YLR403W	YGR145W	70.832
inter	YLR403W	YOR252W	119.648
inter	YGR252W	YLR432W	64.660
others	YJL056C	YBL038W	92.819
others	YNL330C	YHL036W	123.293
inter	YCR084C	YIL078W	26.815
inter	YPL075W	YBR296C	80.835
inter	YPL075W	YBL002W	71.916
inter	YLR403W	YER044C	129.673
inter	YLR403W	YLR326W	28.998
others	YNL103W	YBR108W	102.028
inter	YDR259C	YDR036C	77.115
inter	YDL005C	YOL166W-A	82.515
inter	YDL005C	YEL024W	52.022
inter	YLR403W	YPL061W	145.042
others	YDR423C	tQ(UUG)B	98.007
outhub	YLR403W	YOR110W	151.741
inter	YLR403W	YAL060W	175.613
inter	YDR392W	YKL035W	107.844
inter	YPR086W	YHL008C	71.549
inter	YOR110W	YDR492W	60.488
inter	YOR174W	YDL222C	31.756
inter	YIL101C	YMR214W	86.028
inter	YJL127C	YLR076C	63.281
inter	YDR207C	YHR021W-A	99.090
inter	YDR207C	YBR196C-A	75.709
inter	YDL005C	YBL015W	23.905
others	YGR104C	YGL056C	45.552
inter	YIL101C	YOR237W	76.538
inter	YGR252W	YNL010W	117.070
inter	YOL148C	YKL096W	61.805
inter	YDL005C	YDL198C	103.369
others	YGL071W	YKL097C	93.766
inter	YDR207C	YBR139W	80.036
inter	YNL216W	YDR098C-B	66.436
inter	YDR259C	YPL113C	58.182
inter	YJL127C	YNL319W	74.883
inter	YDR253C	YJR095W	83.068
inter	YIR018W	YGR121W-A	91.596
inter	YLR403W	YER141W	95.529
inter	YBR049C	YGR052W	44.946
inter	YDR259C	YOL043C	90.237
others	YJL056C	YOL084W	38.514
inter	YPL075W	YGR106C	72.308
inter	YDL005C	YPL107W	87.010
inter	YIL131C	YLR078C	25.684
others	YHR084W	YNL166C	84.218
inter	YIR018W	YGL258W-A	99.614
inter	YJL127C	YBR235W	90.538
inter	YOR110W	YBL066C	96.582
inter	YIL131C	YJR033C	59.852
others	YKL058W	YBR072W	79.171
others	YHR084W	YIL117C	56.950
inter	YNL216W	YDR170W-A	83.551
others	YHR058C	YKR019C	66.350
others	YBR112C	YGR205W	48.216
inter	YOR110W	YNL147W	41.821
inter	YBR049C	YEL034W	78.110
inter	YIL131C	YMR115W	87.806
inter	YDR207C	YIL155C	116.336
inter	YPL075W	YHR163W	44.333
inter	YER159C	YBR010W	97.909
inter	YLR403W	YMR277W	100.443
inter	YDR463W	YEL060C	110.741
others	YDL106C	YHR215W	125.365
inter	YGR252W	YBR179C	37.244
others	YGR044C	YHL021C	67.153
inter	YDR207C	YOR147W	67.318
inter	YDR463W	YGR204C-A	62.361
inter	YDL005C	YNR058W	65.626
others	YER040W	YMR058W	81.221
inter	YLR176C	YGR169C	48.962
others	YMR037C	YDR245W	70.201
inter	YGL073W	YKL029C	100.558
inter	YLR403W	YNL133C	119.813
inter	YLR071C	YNL001W	69.866
inter	YNL216W	YIL121W	54.119
inter	YDR463W	YEL017C-A	138.391
inter	YIL131C	YPL222W	70.957
inter	YBR049C	YDL235C	85.401
others	YDR397C	YCR012W	145.950
inter	YIL131C	YGL009C	55.173
others	YOR380W	YLR162W	87.783
inter	YML007W	YIL133C	75.788
inter	YLR403W	YPL138C	110.721
inter	YOR110W	YPR013C	92.762
inter	YLR403W	YMR309C	96.304
others	YKR099W	YCR005C	72.605
inter	YGL073W	YGL008C	66.295
inter	YJL127C	YCR015C	94.470
inter	YOR174W	YLR187W	138.296
others	YGR116W	YGR142W	18.152
others	YMR182C	YDR074W	48.465
inter	YNL216W	YGR090W	76.408
inter	YBR049C	YHR163W	9.465
inter	YLR071C	YDR050C	100.447
inter	YLR176C	YPR031W	154.314
inter	YLR176C	YOR215C	136.350
inter	YDL005C	YFL024C	7.716
inter	YJL127C	YIL056W	61.660
others	YDR310C	YFL012W	133.267
inter	YGL073W	YPL143W	69.330
others	YNL330C	YNL210W	51.694
inter	YLR403W	YDL192W	137.436
inter	YIL131C	YDR246W-A	86.496
inter	YLR403W	YOR064C	157.579
inter	YPR086W	YDL195W	63.356
inter	YPR086W	YJR030C	83.850
inter	YPR086W	YDR197W	50.044
others	YBL103C	YOR385W	91.755
inter	YLR403W	YFL014W	173.456
inter	YLR176C	YHR038W	132.218
inter	YLR403W	YLR362W	21.328
inter	YOL148C	YGR143W	98.463
inter	YOR174W	YAL041W	95.330
others	YBR081C	YLL024C	67.615
others	YNR010W	YCL040W	45.537
inter	YDR259C	YIR001C	134.181
others	YLR098C	YAL034C	80.511
inter	YNL216W	YKL024C	81.855
inter	YDL005C	YGL021W	38.845
others	YPL139C	YLR162W	99.520
inter	YDR259C	YOL055C	87.578
inter	YDR253C	YLL059C	97.013
inter	YIL101C	YOL065C	59.093
others	YBR112C	YDL176W	98.950
others	YNL236W	YOL126C	4.656
inter	YDR253C	YDR344C	17.965
inter	YPR086W	YBR171W	68.085
inter	YIL131C	YER154W	38.449
inter	YLR403W	YGR060W	99.356
outhub	YDR463W	YGL073W	98.319
inter	YLR403W	YOR154W	149.427
inter	YDR207C	YDR045C	62.356
inter	YDR259C	YFL042C	97.563
inter	YDL005C	YJR017C	51.415
inter	YOR174W	YHR116W	104.508
inter	YIL036W	YLR405W	140.301
inter	YGR252W	YEL031W	97.195
others	YNL330C	YDR123C	86.498
others	YOL004W	YOR227W	112.864
inter	YBR049C	YJR150C	92.519
others	YDR146C	YHR090C	64.071
others	YBR279W	YNL026W	132.565
inter	YPL254W	YKL063C	84.583
inter	YNL216W	YKL183W	49.121
inter	YML007W	YAR035W	58.680
inter	YIR018W	YOL023W	47.967
inter	YDL005C	YNL069C	76.902
inter	YDR259C	YGR211W	73.136
inter	YIL131C	YDR481C	86.543
inter	YNL216W	YPR069C	84.018
others	YEL009C	YAR066W	40.530
inter	YDR253C	YOR303W	66.509
inter	YML007W	YJR077C	76.685
inter	YOR110W	YCR083W	99.022
inter	YIL101C	YJL100W	49.011
others	YOR344C	YGR161C-C	101.555
inter	YIL101C	YIR008C	63.166
inter	YOR174W	YGL131C	70.651
inter	YLR403W	YGL162W	87.026
others	YLR131C	YLR286C	87.287
others	YLR182W	YKR090W	174.875
inter	YLR176C	YGR155W	52.227
inter	YCR084C	YDR486C	99.266
inter	YOR174W	YPL037C	112.895
inter	YIL101C	YJL176C	71.252
inter	YGR252W	YDR246W-A	73.219
others	YKL112W	YHL021C	79.626
inter	YJL127C	YIL116W	46.418
inter	YLR403W	YLR259C	16.214
inter	YIR018W	YNL204C	83.099
inter	YIL101C	YER020W	38.083
others	YGR116W	YOR103C	106.420
inter	YDR259C	YNL136W	83.854
inter	YIL036W	YFL014W	48.523
inter	YLR403W	YEL057C	127.303
inter	YDR259C	YLR234W	131.914
inter	YDR259C	YOR234C	69.212
inter	YDL005C	YIL013C	20.397
inter	YOR110W	YBL091C	114.795
others	YMR037C	YJL011C	73.314
inter	YDL170W	YKL179C	19.609
others	YOR028C	YNL161W	59.260
inter	YPL254W	YLR130C	80.090
inter	YJL127C	YAR071W	67.616
inter	YDR253C	YNL221C	63.458
others	YBR083W	YMR046C	57.309
others	YHR041C	YOR034C	69.169
others	YJR127C	YPR080W	63.174
others	YMR021C	YDR098C-B	55.140
inter	YIR018W	YOR268C	132.742
inter	YGL073W	YGL135W	26.673
inter	YLR403W	YGR195W	80.519
inter	YGR252W	YHR083W	75.533
inter	YPR086W	YML127W	30.071
inter	YDR259C	YOL070C	86.928
inter	YDL170W	YGL227W	101.389
others	YOL116W	YGL029W	74.237
others	YBR081C	YCL025C	63.899
inter	YIL036W	YML133C	69.942
inter	YLR071C	YKL103C	92.257
inter	YGR252W	YGR155W	32.675
others	YOR028C	YDL133C-A	53.681
inter	YLR403W	YML047C	155.396
inter	YGR252W	YML127W	62.645
inter	YLR176C	YJR091C	134.944
inter	YDL005C	YJR009C	40.751
inter	YJL127C	YMR082C	97.847
inter	YER159C	YJR025C	90.392
others	YOR298C-A	YCR021C	122.445
inter	YLR403W	YDR101C	152.068
others	YGR104C	YGR211W	35.721
inter	YML007W	YJL183W	121.884
others	YBR081C	YGR161C	41.781
inter	YDR259C	YDR495C	26.908
inter	YPR086W	YBL011W	66.199
inter	YPL075W	YMR142C	32.016
inter	YPR086W	YPR025C	35.898
inter	YOR174W	YKR031C	89.450
inter	YBR049C	YKL122C	102.192
inter	YCR084C	YNR044W	86.125
others	YDR397C	YMR251W-A	61.708
others	YPR104C	YLR029C	95.768
inter	YPR086W	YMR275C	48.899
inter	YNL216W	YDR417C	64.745
inter	YLR403W	YHR071W	127.664
inter	YDR207C	YER085C	89.172
inter	YGR252W	YMR192W	73.986
inter	YIL131C	YHR105W	62.273
others	YNL103W	YGL097W	37.839
inter	YIR018W	YML104C	78.671
inter	YIL101C	YHR179W	42.633
inter	YLR403W	YAL003W	191.425
inter	YPL075W	YDR154C	58.248
inter	YLR403W	YDR027C	145.785
others	YGR104C	YKL060C	95.898
inter	YIL036W	YPL036W	70.777
inter	YIR018W	YER119C	94.398
others	YPR104C	YEL072W	99.702
inter	YCR084C	YHR139C	36.968
inter	YIL101C	YPR113W	68.225
inter	YDL170W	YHR049W	105.388
inter	YNL216W	YGR169C	94.317
others	YDR397C	YLR168C	130.529
others	YPR104C	YDR522C	82.862
inter	YDR463W	YLR249W	120.649
inter	YLR403W	YMR006C	164.149
others	YMR037C	YOL114C	80.399
inter	YOL148C	YNL036W	46.651
inter	YIL101C	YER155C	43.567
others	YKL015W	YIL088C	63.908
inter	YDL170W	YKL127W	25.966
inter	YPR086W	YPL154C	34.112
inter	YOR110W	YDR147W	62.134
others	YNL330C	YDR447C	36.803
inter	YLR176C	YOL081W	133.406
inter	YOR174W	YPL097W	98.845
inter	YLR403W	YML058W-A	157.800
inter	YIL101C	YJL026W	51.295
others	YNL103W	YDL058W	81.263
others	YGL071W	YOL101C	83.162
others	YPR104C	YLL039C	91.097
others	YMR037C	YGL051W	97.393
inter	YIL131C	YDR513W	86.331
inter	YDR463W	YIL153W	100.533
inter	YDL005C	YJL159W	96.228
inter	YDR259C	YLR179C	135.355
inter	YDR259C	YGR045C	120.283
inter	YBR049C	YBR118W	27.167
others	YBR083W	YMR045C	57.121
inter	YBR049C	YPR034W	60.346
others	YHR084W	YGR214W	66.645
inter	YIL101C	YDR150W	80.329
inter	YJL127C	YOL155C	27.044
inter	YDR259C	YKL053C-A	80.131
inter	YIL036W	YKL103C	87.671
inter	YOL148C	YBR068C	105.054
inter	YGR252W	YPR153W	107.093
inter	YOR174W	YLR320W	134.977
inter	YGL073W	YDL061C	90.982
inter	YER159C	YML127W	61.366
others	YNL199C	YHR215W	119.774
others	YMR037C	YPL240C	70.463
others	YNL330C	YML034W	117.585
inter	YNL216W	YER055C	45.589
inter	YPR086W	YJL063C	88.950
others	YOR028C	YLR463C	164.443
others	YDR146C	YBR066C	77.222
inter	YIL101C	YNR037C	56.096
inter	YIR018W	YPL260W	110.935
inter	YOR174W	YJL062W-A	69.848
others	YER111C	YPR028W	87.191
inter	YLR403W	YLR347C	23.838
inter	YLR403W	YMR122W-A	132.607
others	YBR083W	YJL142C	82.254
inter	YLR403W	YNL242W	129.847
inter	YJL127C	YNR077C	23.345
inter	YIL101C	YLR189C	108.358
inter	YJL127C	YOR328W	72.916
inter	YLR403W	YPL223C	93.356
inter	YDL005C	YCR048W	56.546
inter	YIR018W	YDR507C	125.657
inter	YLR176C	YIL052C	107.049
inter	YER159C	YNL149C	34.063
inter	YLR176C	YGR058W	82.802
inter	YDR259C	YHR167W	93.432
inter	YML007W	YPR202W	83.385
inter	YDR463W	YER052C	92.497
inter	YLR403W	YJR113C	132.663
inter	YIR018W	YHL033C	51.076
inter	YML007W	YDR050C	68.800
others	YNL330C	YPR054W	101.563
inter	YJL127C	YDR417C	98.329
inter	YIL101C	YPL015C	58.892
others	YMR016C	YDL192W	82.230
inter	YOR174W	YBL108C-A	112.104
inter	YIL101C	YDR458C	81.383
inter	YOR174W	YLR009W	102.371
inter	YLR176C	YBL092W	79.806
inter	YDL170W	YER048W-A	95.648
inter	YBR049C	YGR142W	53.655
others	YGR246C	YBR105C	51.352
others	YJL056C	YMR120C	108.387
inter	YDR392W	YKL001C	136.245
inter	YOR110W	YDR499W	57.527
inter	YIL101C	YDR044W	71.392
others	YMR037C	YNL311C	103.294
others	YGL071W	YDR171W	110.362
inter	YPL075W	YHR133C	32.617
inter	YBR049C	YJL149W	106.583
others	YKR099W	YAR015W	78.880
inter	YIL101C	YDR353W	94.809
inter	YIL101C	YJL081C	47.894
inter	YCR084C	YLR359W	122.509
others	YHR206W	YDL049C	83.669
inter	YLR403W	YGR056W	104.208
inter	YLR403W	YKR007W	180.074
others	YGL181W	YDR316W-B	90.436
others	YER040W	YNL277W	58.739
inter	YDL170W	YBR021W	104.418
inter	YGL073W	YPL131W	72.831
others	YDR448W	YMR122W-A	60.877
inter	YML007W	YMR319C	106.089
inter	YIL101C	YMR083W	63.746
others	YPR052C	YMR105C	27.059
inter	YLR403W	YPL096W	132.351
inter	YDL170W	YDR300C	51.564
inter	YIL036W	YHR143W	72.656
others	YNL103W	YGR254W	68.637
inter	YDL005C	YHR007C-A	15.294
inter	YBR049C	YDR297W	96.619
inter	YDR463W	YMR224C	80.665
inter	YDR463W	YAL053W	118.837
inter	YLR403W	YDR417C	108.707
inter	YPR086W	YGL227W	100.362
inter	YLR403W	YFR015C	175.686
others	YNL330C	YER034W	86.621
inter	YPR086W	YML100W-A	15.835
others	YJL056C	YAL014C	66.244
inter	YIR018W	YIL114C	64.495
others	YIR023W	YLR162W-A	134.585
inter	YBR049C	YOR064C	98.543
others	YHR041C	YHR143W	33.626
inter	YLR176C	YFR024C-A	184.693
others	YPR133C	YNL008C	97.469
inter	YBR049C	YOL103W-A	100.728
inter	YER159C	YDL042C	82.986
others	YNL103W	YHR101C	96.276
inter	YDL170W	YMR282C	67.643
others	YKL043W	YGL089C	103.769
inter	YDR392W	YML045W-A	105.281
others	YLR451W	YKL029C	180.410
inter	YML007W	YKL037W	53.017
others	YDR423C	YMR079W	67.378
inter	YLR176C	YHR111W	119.309
inter	YJL127C	YDR261C-C	117.524
others	YER169W	YLR162W	78.023
others	YGL181W	YPL257W-B	74.913
inter	YER159C	YBR101C	79.806
others	YNL236W	YOR192C-B	30.690
others	YLR223C	YPR043W	148.373
inter	YPR086W	YPL247C	47.947
inter	YIL131C	YDL038C	63.798
others	YDR423C	YLR420W	109.822
inter	YLR403W	YKL157W	157.818
others	YER088C	YDR356W	82.977
inter	YDL005C	YLR090W	63.667
inter	YML007W	YPR120C	70.329
others	YNL309W	YPR020W	114.265
others	YER169W	YIL011W	97.199
inter	YOR174W	YPL038W-A	113.110
inter	YDL005C	YFR033C	23.516
others	YDR310C	YLR120C	116.037
inter	YIL036W	YCL031C	26.267
inter	YDL005C	YPL056C	60.377
inter	YGL073W	YOR177C	86.472
others	YCL058W-A	YGR081C	56.370
inter	YGR252W	YNL036W	98.179
inter	YLR403W	YDR093W	144.353
others	YER040W	YGR062C	51.788
others	YHL027W	YBR296C	113.051
inter	YGL073W	YDR155C	111.248
inter	YBR049C	YBR096W	15.049
others	YKL032C	YOR229W	107.414
inter	YGL073W	YMR006C	73.217
others	YGR116W	YJR101W	75.275
inter	YNL216W	YDR524C	59.203
others	YEL009C	YLR044C	53.232
others	YNL103W	YOL011W	79.998
others	YKL112W	YGR027W-B	100.546
inter	YJL127C	YDR170W-A	115.566
inter	YIL131C	YBR106W	56.112
inter	YOR174W	YNL326C	27.384
inter	YNL216W	YLR194C	134.219
others	YOR380W	YLR162W-A	88.077
inter	YDR259C	YAL037W	118.744
others	YGR104C	YMR262W	71.226
inter	YPR086W	YIR014W	82.753
outhub	YIL131C	YDR207C	94.409
inter	YIL101C	YOR190W	75.601
inter	YDR259C	YML118W	60.285
others	YHL009C	YKL177W	104.670
inter	YLR403W	YHL015W	166.930
others	YBR112C	YJL016W	112.116
others	YPR104C	YGR244C	83.313
others	YBR112C	YDR214W	75.630
inter	YDL005C	YLR098C	69.143
others	YNL068C	YNL031C	47.112
others	YNL330C	YPR124W	102.782
inter	YOR110W	YDL104C	40.519
others	YER169W	YNL037C	65.520
inter	YJL127C	YLR328W	139.998
inter	YDR259C	YGL103W	108.455
inter	YDR259C	YHR156C	96.398
inter	YLR071C	YHR019C	58.317
inter	YIL036W	YGR085C	49.212
inter	YBR049C	YOR347C	121.725
inter	YCR084C	YLR464W	128.422
inter	YCR084C	YGR161W-B	59.890
inter	YOL148C	YBL027W	98.751
inter	YGR252W	YER005W	117.876
inter	YLR403W	YFL023W	175.046
inter	YIL131C	YDR371W	97.693
others	YNL103W	YAL040C	83.626
inter	YPL075W	YML073C	7.869
inter	YOR110W	YHR013C	91.326
inter	YCR084C	YDR507C	97.048
others	YDR146C	YPL198W	32.203
inter	YOR174W	YNL316C	20.065
others	YGL071W	YJL026W	73.117
inter	YGL073W	YGR123C	30.287
others	YPR104C	YDR309C	72.013
inter	YDR259C	YBR025C	105.503
inter	YOL148C	YMR131C	111.232
inter	YLR403W	YKL056C	163.980
inter	YPL254W	YKL097C	89.638
inter	YBR049C	YDR151C	85.200
inter	YLR403W	YMR209C	101.703
inter	YPL075W	YDR210W	69.711
inter	YER159C	YPR026W	105.619
others	YNL309W	YOR382W	43.270
inter	YIL131C	YDR236C	94.937
inter	YLR403W	YNL132W	120.749
others	YOL108C	YLR372W	156.074
others	YMR037C	YNL254C	97.409
inter	YDR463W	YOL144W	82.406
inter	YIL036W	YNR015W	40.770
inter	YDR253C	YBR224W	65.801
inter	YLR403W	YNR057C	150.879
others	YLR451W	YDR034C	142.656
inter	YDL005C	YPL097W	81.038
inter	YLR403W	YJR075W	149.142
others	YNL236W	YCR048W	89.934
inter	YGR252W	YGR159C	36.782
others	YMR042W	YDL048C	20.487
inter	YDR463W	YDR345C	27.753
inter	YER159C	YDL047W	85.113
inter	YGR252W	YMR316W	39.768
others	YDL020C	YJL001W	34.532
inter	YIL101C	YKL002W	65.773
inter	YDL170W	YJL004C	100.455
inter	YJL127C	YOL040C	58.233
inter	YDR207C	YMR015C	92.217
inter	YBR049C	YJR066W	93.917
others	YDL106C	YPR120C	41.038
others	YNL330C	YGR243W	52.254
inter	YPL254W	YEL017W	123.327
inter	YDR392W	YGL037C	120.464
inter	YLR403W	YPL226W	92.639
inter	YNL216W	YDR470C	58.216
inter	YJL127C	YJR041C	43.519
inter	YBR049C	YCR011C	54.054
others	YNL068C	YEL017C-A	60.734
others	YNL103W	YBR022W	91.185
inter	YJL127C	YCL020W	83.868
others	YBR083W	YOR247W	92.110
others	YOL004W	YMR095C	80.571
others	YLR451W	YDR488C	103.075
others	YEL009C	YOR041C	61.151
inter	YPL254W	YOR225W	104.608
inter	YNL216W	YCR087W	85.383
inter	YLR403W	YDR520C	123.228
others	YBL103C	YOL109W	109.043
inter	YIL131C	YIL029C	47.500
others	YPR104C	YGR192C	81.682
inter	YPL075W	YJL026W	86.171
inter	YLR403W	YDR163W	137.081
inter	YIL101C	YML081C-A	55.435
inter	YDL005C	YEL017C-A	45.613
inter	YGL073W	YGR159C	43.207
others	YGR104C	YOL141W	105.670
inter	YDR207C	YNL193W	65.879
inter	YDR259C	YDL119C	46.964
inter	YGR252W	YFL047W	89.256
inter	YNL216W	YJR026W	58.966
inter	YOR110W	YOL111C	16.527
others	YDR146C	YDR132C	7.966
others	YPR104C	YDR339C	80.791
others	YPR104C	YEL017C-A	107.176
inter	YIR018W	YJL203W	108.357
inter	YLR403W	YJL092W	141.220
others	YNL330C	YER067W	72.302
inter	YPL254W	YGR044C	83.880
others	YDR423C	YHR103W	82.982
inter	YDL005C	YPL243W	101.232
inter	YGR252W	YKL051W	104.940
others	YBR081C	YKL035W	86.697
inter	YJL127C	YOR220W	71.683
others	YLR223C	YGL123W	95.353
inter	YLR403W	YLL004W	171.889
inter	YIL101C	YIR035C	43.572
inter	YIL101C	YER177W	49.299
inter	YML007W	YNL103W	104.128
inter	YLR403W	YPR049C	149.996
inter	YJL127C	YMR096W	106.925
