type	id1	id2	distance
others	YGL013C	YPR173C	85.626
inter	YDL005C	YPL013C	10.225
others	YBR112C	YBR138C	11.663
others	YDR397C	YFL014W	136.396
inter	YIL036W	YDR454C	117.621
inter	YLR071C	YGR161C	49.532
inter	YOL148C	YNL300W	45.481
inter	YPR086W	YPL240C	51.179
inter	YNL216W	YGL028C	64.587
inter	YIL101C	YKR106W	74.389
others	YLR055C	YLR090W	26.472
inter	YLR403W	YNL321W	116.927
inter	YDR397C	YIR018W	147.110
others	YDR423C	YDR089W	54.231
inter	YPL254W	YOR047C	99.385
inter	YPR086W	YDL169C	60.822
inter	YIL101C	YIL014W	53.729
inter	YLR403W	YGR005C	158.433
others	YMR037C	YKR082W	27.664
inter	YIL101C	YJR066W	49.251
inter	YER159C	YGR161C	64.857
inter	YLR403W	YDL213C	123.557
inter	YJL127C	YOR276W	64.346
inter	YGL073W	YAR010C	95.836
inter	YLR071C	YPL274W	75.462
others	YKR099W	YIL116W	74.906
inter	YPR086W	YOR289W	92.513
others	YEL009C	YAL064W	49.304
inter	YDR392W	YDR210W-A	33.067
inter	YJL127C	YOL071W	46.530
inter	YOR110W	YDR098C	56.254
inter	YPL254W	YLR300W	100.783
inter	YPL254W	YJR148W	88.978
inter	YGR252W	YGL220W	17.949
inter	YJL127C	YGL131C	42.173
others	YDR310C	YHR185C	77.541
inter	YOR174W	YIL124W	76.699
inter	YGL073W	YML045W-A	86.928
others	YEL009C	YCR013C	40.469
others	YPR104C	YAL038W	84.057
inter	YJL127C	YPL257W	108.098
inter	YPL254W	YGR230W	60.811
inter	YPL254W	YJL093C	115.971
inter	YIL131C	YDL102W	79.798
others	YLR182W	YML040W	147.992
inter	YIL101C	YKL105C	53.470
inter	YOL148C	YGR254W	96.491
inter	YGR252W	YNL138W-A	64.236
inter	YLR071C	YGL037C	24.818
others	YHR058C	YDR353W	103.123
others	YMR037C	YIL111W	78.000
inter	YLR403W	YDR236C	127.339
others	YNL330C	YOL011W	111.409
inter	YER159C	YIL123W	43.354
inter	YCR084C	YPL278C	54.506
inter	YGR252W	YBR105C	56.307
inter	YDL170W	YOR159C	27.722
others	YNL103W	YLR179C	122.252
inter	YPR086W	YDR070C	22.168
others	YNL103W	YER052C	35.120
inter	YBR049C	YOR293W	116.804
others	YNL103W	YPL017C	101.393
inter	YDR259C	YLR413W	124.097
others	YOL004W	YOL016C	11.121
inter	YDL005C	YOL162W	87.974
others	YHR058C	YDR002W	61.209
others	YHR041C	YOR382W	103.330
inter	YIL036W	YKL033W-A	82.382
inter	YPL075W	YLR075W	86.851
inter	YPL075W	YER055C	95.868
inter	YLR403W	YER045C	128.709
inter	YLR403W	YLR193C	28.041
inter	YML007W	YIL042C	54.469
inter	YPR086W	YOL151W	100.208
inter	YPL254W	YBR138C	31.273
others	YNL236W	YJR045C	38.415
others	YDR310C	YGR059W	120.356
inter	YOL148C	YNL209W	29.432
inter	YDL005C	YBR095C	81.710
inter	YPR086W	YDR156W	40.315
inter	YLR403W	YHR178W	102.754
inter	YDR392W	YOL038W	97.973
inter	YGL073W	YPL090C	83.630
inter	YIL131C	YGR174W-A	52.134
inter	YNL216W	YPL067C	95.819
inter	YDR259C	YPR154W	53.949
inter	YLR176C	YMR158C-A	125.905
inter	YOR110W	YJL099W	55.939
inter	YIL101C	YIL160C	38.611
inter	YLR403W	YIL019W	159.719
others	YOL004W	YJL138C	82.814
inter	YLR403W	YNL331C	101.707
others	YJL056C	YLR109W	81.738
others	YGR104C	YDR258C	98.235
inter	YLR176C	YJR082C	144.113
inter	YOR174W	YNR046W	95.398
inter	YDR259C	YPR167C	43.145
inter	YIL101C	YOR157C	88.489
others	YMR037C	YPL171C	53.234
inter	YIL101C	YDR373W	91.866
inter	YML007W	YKL164C	83.727
inter	YDR392W	YLR227W-A	128.956
inter	YGL073W	YNR067C	58.161
inter	YBR049C	YOR012W	89.635
inter	YNL216W	YBR145W	86.861
inter	YDR207C	YGR243W	71.825
others	YNL103W	YNR040W	55.825
inter	YDR259C	YER143W	75.415
inter	YLR071C	YKL212W	96.483
inter	YJL127C	YPL276W	110.427
inter	YOR174W	YOR032C	66.508
inter	YLR176C	YCR095W-A	116.940
inter	YDL005C	YGR121W-A	95.499
inter	YLR403W	YOL070C	154.175
others	YGR116W	YML088W	71.837
inter	YLR403W	YJL023C	172.078
inter	YIL131C	YAL047C	86.658
inter	YML007W	YML053C	52.881
inter	YLR403W	YGR050C	110.231
inter	YDR207C	YCL063W	113.812
inter	YIL131C	YAR068W	87.722
others	YGL035C	YJR005W	53.824
others	YKL043W	YKL178C	46.921
inter	YIR018W	YIL096C	59.290
inter	YLR176C	YGL200C	68.180
inter	YBR049C	YOR285W	109.153
inter	YOR110W	YLL002W	89.910
others	YPR199C	YML107C	36.041
others	YBR112C	YAL030W	107.285
inter	YJL127C	YGL168W	53.054
inter	YPL075W	YBL041W	62.853
inter	YIL101C	YGL062W	27.700
others	YDR146C	YDR470C	45.309
others	YPL133C	YOR383C	70.563
inter	YDL005C	YLR042C	73.422
inter	YDR259C	YHR005C-A	121.750
inter	YDR463W	YLL060C	103.358
inter	YLR403W	YML116W	124.334
inter	YLR403W	YNL309W	128.037
inter	YML007W	YGL062W	79.608
others	YKL062W	YNL200C	39.195
inter	YDR392W	YBR093C	99.420
inter	YLR403W	YJL035C	160.671
inter	YJL127C	YGL262W	52.884
inter	YBR049C	YNL248C	109.143
others	YKL185W	YDR447C	58.833
inter	YLR403W	YDR089W	136.649
inter	YLR071C	YBR120C	62.846
others	YGR104C	YKL156W	103.652
inter	YIR018W	YOL013W-A	33.749
inter	YNL216W	YFL020C	84.591
inter	YIL131C	YMR056C	82.002
inter	YDR207C	YNL191W	64.620
others	YGL071W	YPL014W	83.378
inter	YPR086W	YBR214W	82.264
others	YKR099W	YDL083C	23.363
others	YOR038C	YHL021C	64.964
others	YKL015W	YNR053C	71.251
inter	YOR110W	YML052W	97.742
inter	YJL127C	YPR044C	96.344
others	YKL112W	YKL096W	10.451
inter	YLR403W	YBR155W	88.520
inter	YLR403W	YBL042C	121.596
others	YER111C	YMR135C	76.983
others	YOR028C	YIL009C-A	59.518
inter	YDL005C	YBL032W	49.698
others	YHR058C	YNL251C	114.777
others	YNR010W	YNL160W	83.123
inter	YGR252W	YMR121C	82.301
inter	YDR463W	YOR189W	41.321
inter	YGL073W	YPR052C	88.939
others	YNL330C	YOR107W	57.386
inter	YDL170W	YGL089C	113.258
inter	YOR110W	YNL186W	36.255
inter	YGL073W	YMR121C	97.216
inter	YOR110W	YGR197C	79.568
inter	YIL131C	YPR002W	82.140
inter	YDR392W	YGR048W	127.278
inter	YIL036W	YPL198W	97.631
inter	YOR174W	YKL051W	71.247
inter	YIL101C	YDR070C	77.391
others	YLR451W	YBR194W	72.929
others	YER161C	YHR175W	68.799
inter	YOR174W	YER120W	70.984
others	YNL236W	YMR303C	73.116
others	YBR081C	YDR077W	66.662
inter	YLR403W	YPR196W	152.955
inter	YDR253C	YJL158C	97.386
others	YPR008W	YMR051C	54.656
inter	YIL131C	YCL047C	57.366
inter	YIL131C	YKR097W	84.402
inter	YJL127C	YBR143C	99.258
others	YNL103W	YDR508C	74.490
others	YHR206W	YNL014W	96.081
inter	YGR252W	YBL042C	74.290
inter	YDR259C	YHR080C	80.915
inter	YOR174W	YLR327C	133.390
inter	YLR403W	YLR041W	125.866
inter	YOR110W	YJR043C	47.366
inter	YDR392W	YCL064C	132.426
inter	YDR207C	YDR204W	5.267
inter	YDR259C	YLR195C	135.080
others	YOL145C	YER017C	71.514
others	YBR081C	YOR027W	84.207
others	YGR116W	YJL088W	90.178
inter	YDL005C	YMR195W	103.556
others	YDR043C	YMR085W	24.338
others	YNL309W	YJR134C	56.045
inter	YPL254W	YDR046C	59.927
inter	YLR071C	YOL151W	93.649
inter	YDR259C	YPR028W	89.725
others	YDR397C	YBR085C-A	98.298
inter	YBR049C	YMR178W	54.447
inter	YNL216W	YFR053C	71.639
others	YHR084W	YER064C	89.128
inter	YIL101C	YIL030C	41.590
others	YLR451W	YOR196C	125.620
inter	YNL216W	YPL079W	95.694
others	YPR052C	YLR149C	95.363
inter	YDR253C	YFL022C	116.651
others	YDR423C	YER163C	65.940
others	YPR133C	YNL076W	110.903
inter	YLR403W	YBL075C	109.307
others	YKL185W	YGR054W	119.806
inter	YDR259C	YMR212C	61.763
inter	YLR071C	YOR222W	116.483
inter	YDL005C	YLR420W	173.343
inter	YOR174W	YLR466C-B	124.954
inter	YDR259C	YML109W	60.338
inter	YOR110W	YDR069C	68.884
others	YBR112C	YBR026C	47.880
others	YPR104C	YEL017W	106.545
inter	YGL073W	YGR160W	43.132
inter	YLR071C	YML099C	74.951
inter	YDR463W	YBR270C	82.913
inter	YDR463W	YMR070W	80.452
inter	YOR110W	YDR047W	84.126
inter	YER159C	YML034W	102.677
inter	YDR259C	YOR089C	71.846
inter	YLR071C	YJL178C	98.025
inter	YGR252W	YEL072W	73.761
inter	YDL170W	YGL012W	108.538
inter	YBR049C	YML073C	44.073
inter	YCR084C	YOR385W	96.280
inter	YBR049C	YDL095W	91.101
inter	YOR174W	YNR038W	92.944
inter	YDR392W	YLR327C	113.713
inter	YDR253C	YBR020W	101.090
inter	YDR207C	YMR206W	49.603
others	YMR037C	YOL164W-A	95.888
others	YEL009C	YHR071W	76.725
others	YPR133C	YLL040C	94.535
inter	YIR018W	YBL042C	60.163
inter	YDL170W	YJL077W-B	83.402
others	YKL015W	YDL236W	81.355
inter	YBR049C	YDR174W	87.110
inter	YPR086W	YMR196W	45.519
others	YCR081W	YFL014W	54.579
inter	YDL005C	YEL054C	63.554
inter	YDL170W	YER092W	75.347
inter	YJL127C	YLR172C	121.648
inter	YLR403W	YML073C	149.598
inter	YDR463W	YDL007W	125.973
inter	YLR403W	YLR279W	12.483
inter	YDL005C	YKL143W	76.967
inter	YDR259C	YOL137W	92.640
others	YPR104C	YFR055W	70.866
inter	YLR403W	YMR145C	132.151
others	YMR164C	YJL217W	105.134
inter	YBR049C	YGR196C	56.215
inter	YDR463W	YOR306C	40.903
inter	YLR403W	YOR245C	118.480
inter	YDL005C	YIR016W	23.649
inter	YGR252W	YCR023C	92.989
inter	YJL127C	YNL117W	32.964
inter	YNL216W	YGL072C	67.699
inter	YLR403W	YLR207W	33.878
inter	YPL075W	YJR094W-A	85.171
others	YPL248C	YJL136C	98.837
inter	YOR110W	YNL054W	66.312
others	YBR083W	YOL104C	82.988
inter	YLR071C	YDR123C	109.964
inter	YLR403W	YPR133W-A	159.421
others	YJL110C	YFL021W	74.120
inter	YIL101C	YKL195W	69.310
others	YGL025C	YLR035C-A	26.771
inter	YDR463W	YMR096W	76.782
inter	YOL148C	YBR031W	113.279
inter	YPR086W	YNL092W	106.339
inter	YPR086W	YGL200C	101.701
inter	YLR403W	YJL190C	135.457
others	YBR112C	YML100W-A	50.872
inter	YDL005C	YBR101C	85.651
inter	YDR253C	YCL025C	117.237
inter	YLR403W	YOL133W	138.327
others	YDR423C	YOR372C	46.864
inter	YER159C	YOR288C	38.088
inter	YOR110W	YBR092C	102.647
inter	YDR207C	YFR031C-A	105.540
others	YDR448W	YNL149C	64.489
inter	YJL127C	YIR020W-A	71.183
inter	YLR403W	YPR190C	147.625
inter	YPL075W	YER070W	105.278
inter	YPR086W	YMR174C	38.449
inter	YLR176C	YPR069C	153.385
others	YGL071W	YBR139W	64.144
inter	YGR252W	YOR141C	92.624
others	YPR104C	YLL027W	97.126
inter	YOR174W	YOL061W	59.449
others	YMR037C	YMR305C	73.535
others	YPL038W	YDR179C	88.348
others	YOR230W	YHR051W	131.196
inter	YDL005C	YKL146W	76.169
others	YOR230W	YOR208W	19.495
inter	YDL170W	YPR176C	45.503
inter	YBR049C	YOR370C	99.550
others	YPR104C	YFR035C	67.524
inter	YJL127C	YMR120C	110.994
inter	YIL101C	YOL013W-A	53.615
inter	YOR174W	YPL031C	111.804
inter	YOL148C	YHL015W	111.267
inter	YDR207C	YDR376W	33.672
others	YNL103W	YHL036W	105.314
inter	YDR207C	YLR024C	114.079
inter	YIL131C	YMR149W	90.282
inter	YGR252W	YLR298C	67.398
inter	YPR086W	YER054C	85.716
inter	YIL101C	YDR318W	92.866
inter	YML007W	YKL120W	84.760
others	YNL330C	YDR309C	67.860
others	YBL103C	YLR438W	105.731
inter	YPR086W	YDL101C	38.475
inter	YLR071C	YOL059W	88.526
inter	YLR176C	YHR133C	106.662
inter	YPR086W	YOR113W	71.229
inter	YIL101C	YFL040W	41.164
others	YLR223C	YGL030W	125.825
inter	YBR049C	YLR180W	104.976
inter	YLR176C	YDR152W	146.356
inter	YLR071C	YER158C	68.338
inter	YGR252W	YKL073W	108.466
inter	YPL254W	YHR152W	43.954
inter	YGL073W	YFR032C-A	95.889
inter	YLR403W	YGR043C	112.222
inter	YBR049C	YMR114C	64.394
others	YKR099W	YAL007C	69.689
inter	YLR403W	YMR260C	96.487
others	YLR451W	YER083C	102.935
others	YDR146C	YPR132W	38.250
inter	YLR176C	YIL096C	108.959
inter	YML007W	YIL123W	72.219
inter	YJL127C	YBL077W	74.061
inter	YIL131C	YPR180W	80.481
others	YMR182C	YFR017C	100.660
others	YLR055C	YLR074C	16.076
inter	YML007W	YMR083W	72.508
others	YNL103W	YNL220W	26.665
inter	YGR252W	YDR302W	74.273
others	YDR443C	YCL040W	123.829
others	YER161C	YHR088W	84.762
others	YPR104C	YMR262W	63.505
inter	YDL170W	YDL198C	20.284
inter	YGR252W	YGR211W	13.970
others	YEL009C	YDL222C	103.155
others	YOL108C	YHR022C-A	92.429
inter	YGR252W	YDR264C	80.388
others	YHR206W	YML052W	68.919
inter	YCR084C	YGR285C	81.401
inter	YJL127C	YNL013C	67.467
inter	YOR174W	YHR183W	88.481
inter	YDL005C	YDR482C	118.911
inter	YIL036W	YLL024C	13.083
others	YOL004W	YBR006W	28.131
others	YLR266C	YCR021C	145.333
inter	YIL036W	YPL223C	101.057
others	YPR104C	YDR370C	88.526
inter	YIL101C	YHR188C	47.204
others	YJR127C	YOR129C	54.979
others	YNL330C	YJL123C	70.880
others	YKL112W	YDR168W	63.220
inter	YDR392W	YPL144W	61.870
inter	YDR259C	YBR171W	76.195
inter	YLR403W	YDR201W	135.908
inter	YCR084C	YJR015W	83.908
inter	YBR049C	YFL034C-A	57.094
others	YDR443C	YHR183W	71.086
inter	YOR174W	YGL235W	73.455
inter	YPL075W	YDR450W	91.924
inter	YOL148C	YCL020W	104.786
inter	YPL254W	YGL035C	95.621
others	YDR423C	YER030W	105.757
inter	YDR259C	YGR055W	123.242
others	YLR418C	YIL015W	165.010
inter	YDL005C	YDL231C	88.689
inter	YDR259C	YNR046W	132.578
inter	YOR110W	YML087C	88.559
inter	YLR403W	YOR004W	176.892
inter	YLR176C	YDL135C	148.154
inter	YPR086W	YBR072C-A	57.626
inter	YDR463W	YIL043C	119.158
inter	YBR049C	YPR029C	59.543
others	YDL020C	YOL016C	26.561
inter	YDL005C	YHR141C	79.998
others	YHR206W	YOR034C	89.027
inter	YDL005C	YKL065C	54.253
inter	YIL036W	YBR263W	89.154
others	YMR042W	YER069W	104.568
inter	YJL127C	YKL071W	77.135
inter	YGR252W	YLR352W	66.847
inter	YNL216W	YJL101C	29.213
others	YDR397C	YGR161C	111.021
inter	YPL075W	YGR183C	88.461
inter	YOR174W	YGL020C	100.163
others	YOR230W	YLR412C-A	132.079
others	YKL015W	YEL040W	62.795
inter	YIL101C	YMR288W	59.018
inter	YIL101C	YBL041W	45.815
others	YKL015W	YBL018C	39.733
inter	YLR403W	YHL001W	175.187
inter	YJL127C	YLR157C-B	105.539
others	YPR104C	YOR078W	86.394
others	YGR116W	YMR031C	87.195
inter	YDR259C	YOR038C	88.125
inter	YOR174W	YDL042C	71.150
inter	YLR176C	YDL087C	157.307
inter	YOR110W	YPR089W	73.633
inter	YLR176C	YLR226W	13.065
inter	YIL036W	YLR333C	137.576
inter	YLR071C	YNR008W	64.019
others	YOL004W	YCL038C	47.236
others	YNL309W	YMR172C-A	103.267
inter	YLR176C	YLR055C	102.516
inter	YGR252W	YHR191C	49.162
others	YJL056C	YEL060C	59.229
others	YMR182C	YNL324W	100.944
inter	YJL127C	YPR156C	112.445
others	YGL071W	YCR021C	65.995
others	YER111C	YDR443C	67.660
others	YHL020C	tQ(UUG)B	53.026
others	YOL089C	YFR001W	80.668
inter	YPL254W	YBL004W	106.580
inter	YIL131C	YER186C	41.514
inter	YDR207C	YIR004W	128.847
others	YDR397C	YLR327C	114.844
inter	YML007W	YIR003W	22.222
inter	YIL101C	YOR047C	54.045
inter	YDL005C	YER136W	101.219
inter	YDL170W	YOR215C	44.271
inter	YIL036W	YAL003W	56.912
inter	YLR403W	YLR150W	65.949
inter	YIL101C	YLR326W	115.489
others	YNL103W	YAL005C	103.798
inter	YLR403W	YHR113W	128.204
inter	YDR146C	YIL101C	74.219
others	YPL202C	YPL130W	19.767
others	YNL236W	YPL211W	91.395
inter	YOR174W	YPL024W	112.078
others	YJR127C	YLR336C	125.454
others	YPR008W	YOL103W-B	81.665
others	YNL103W	YNL256W	28.458
inter	YIL131C	YML027W	69.253
inter	YLR403W	YLR089C	111.088
inter	YLR403W	YLR266C	16.972
inter	YBR049C	YGR281W	70.608
others	YLR223C	YJR094W-A	142.659
inter	YIL036W	YGR180C	80.616
inter	YJL127C	YLR213C	136.296
inter	YLR403W	YJR016C	178.800
inter	YDR463W	YKR064W	103.914
inter	YDR253C	YBR019C	101.746
inter	YOR110W	YDR001C	84.300
inter	YPL075W	YKL117W	78.556
inter	YJL127C	YGR289C	88.546
others	YML027W	YBR054W	53.743
inter	YDR207C	YHR202W	87.071
inter	YDR259C	YBR271W	87.005
others	YER161C	YER104W	22.285
inter	YPL254W	YBR083W	41.193
others	YBR240C	YML107C	64.212
others	YER088C	YLR162W-A	85.798
inter	YGR252W	YGR036C	76.427
others	YOL004W	YGL231C	119.542
others	YNL236W	YGR119C	89.327
inter	YDR207C	YGL205W	87.934
inter	YLR176C	YHL010C	157.699
others	YPR133C	YDR257C	61.188
inter	YNL216W	YIL149C	61.146
inter	YCR084C	YLR035C-A	58.834
inter	YDL005C	YDL085C-A	70.511
inter	YDR259C	YLR342W-A	119.505
others	YEL009C	YBR051W	78.125
inter	YLR403W	YGL055W	112.280
inter	YIL131C	YCR028C-A	48.101
inter	YPL075W	YLR048W	96.390
inter	YDR259C	YOR037W	88.314
inter	YBR049C	YGL137W	77.124
inter	YIL131C	YGR120C	35.004
inter	YIL036W	YDR119W	114.381
others	YER040W	YLR157C	94.435
inter	YDR253C	YNL208W	70.446
others	YMR037C	YER043C	82.411
others	YPR104C	YIL148W	97.571
inter	YIL131C	YMR192W	85.388
inter	YNL216W	YGL253W	54.880
others	YDR169C	YNL227C	82.780
inter	YIL131C	YML080W	68.695
inter	YNL216W	snR47	86.395
others	YER109C	YOR161C	79.247
others	YER161C	YLR043C	58.417
inter	YDR392W	YDR316W-B	32.238
inter	YDR463W	YOR233W	40.563
inter	YCR084C	YHR053C	28.814
others	YOL108C	YGR132C	80.709
inter	YPR086W	YML129C	32.437
inter	YLR403W	YMR073C	156.890
inter	YJL127C	YNL324W	74.543
inter	YIL101C	YBR072C-A	40.386
inter	YJL127C	YOR061W	57.988
inter	YJL127C	YLR458W	135.301
inter	YOR174W	YLL019C	112.600
inter	YIL036W	YBR012W-A	32.037
others	YGR246C	YMR018W	88.670
inter	YDR259C	YGL062W	110.007
inter	YJL127C	snR14	65.695
inter	YOR174W	YGL101W	79.910
inter	YLR176C	YNL284C	115.452
others	YKR099W	YML039W	40.311
inter	YGL073W	YBR296C	75.781
inter	YLR403W	YOR294W	111.487
inter	YPR086W	YER150W	76.180
inter	YGR252W	YDL217C	69.375
others	YLR014C	YNR053C	39.045
inter	YLR403W	YDR161W	137.803
others	YKL112W	YPR136C	49.915
inter	YIL131C	YBR284W	66.527
others	YOL004W	YIL039W	57.637
inter	YER159C	YBR196C-A	69.133
inter	YLR071C	YFL056C	77.146
inter	YLR403W	YJL068C	152.905
inter	YDR392W	YGL089C	113.531
inter	YIL101C	YLR268W	116.260
inter	YML007W	YDR482C	124.656
inter	YDR253C	YKL161C	68.471
inter	YDR207C	YBR068C	83.865
inter	YPR086W	YOR299W	97.205
inter	YML007W	YLR314C	171.252
inter	YLR403W	YGR112W	83.514
inter	YLR403W	YLR078C	109.648
inter	YPR086W	YGL156W	99.518
inter	YGL073W	YOR248W	86.778
others	YBR081C	YLR044C	65.135
inter	YLR176C	YBR202W	73.228
others	YGR104C	YPL009C	93.379
inter	YIL131C	YGR159C	49.089
inter	YLR176C	YEL056W	113.795
others	YPR133C	YDR381W	83.627
inter	YDR463W	YKL053C-A	89.251
inter	YDL170W	YBR260C	102.982
inter	YIL101C	YGR236C	54.825
inter	YIL101C	YKR031C	62.562
inter	YDL170W	YDR153C	46.247
inter	YER159C	YJR150C	47.630
inter	YLR071C	YOR058C	97.029
inter	YBR049C	YER021W	74.589
inter	YDL005C	YER087C-B	85.363
inter	YDL005C	YKL088W	64.225
inter	YJL127C	YOL164W	24.064
inter	YDR259C	YLR244C	131.938
inter	YPR086W	YIL109C	73.801
others	YLR223C	YFL034C-A	152.032
inter	YBR049C	YPL019C	65.066
inter	YML007W	YBL021C	32.428
others	YNL103W	YMR011W	82.827
inter	YIL101C	YGR131W	35.338
others	YOL004W	YBR010W	33.917
others	YLR098C	YJR027W	77.643
inter	YML007W	YGL052W	80.497
inter	YDR253C	YBR066C	81.488
others	YDL020C	YBR296C	108.747
others	YOR032C	YCL018W	73.199
inter	YLR176C	YBR155W	84.936
others	YER040W	YLL021W	39.391
inter	YLR403W	YHR157W	123.750
inter	YNL216W	YOR100C	30.211
inter	YML007W	YML051W	51.839
inter	YJL127C	YLR428C	140.007
others	YKR099W	YGR161W-A	114.079
others	YDR310C	YLR041W	133.717
inter	YGL073W	YJL190C	82.864
inter	YDR259C	YOL032W	96.319
others	YKL015W	YLR303W	178.189
inter	YOR174W	YIL136W	78.728
others	YBR112C	YPL274W	20.342
inter	YOR110W	YFL004W	99.092
inter	YDL170W	YGL196W	102.595
inter	YDR259C	YDL181W	35.537
inter	YBR049C	YGR292W	82.893
inter	YIL101C	YOL061W	59.860
others	YGL071W	YKL103C	87.026
inter	YIL131C	YLR221C	101.702
inter	YBR049C	YPR133C	73.165
others	YMR037C	YPL280W	75.690
inter	YIL036W	YJR070C	68.576
inter	YLR403W	YGL204C	74.113
inter	YPL075W	YML107C	27.937
others	YPR133C	YPR025C	41.243
inter	YCR084C	YKL210W	78.754
others	YDR146C	YIL011W	108.893
inter	YLR071C	YKR101W	93.909
inter	YIR018W	YKL184W	102.468
inter	YIL036W	YMR107W	102.544
inter	YNL216W	YBR117C	93.004
others	YGL071W	YGR131W	33.709
others	YPR104C	YDR354W	80.017
inter	YLR071C	YDL130W	108.128
inter	YDR259C	YNL315C	65.746
inter	YIL101C	YOR040W	49.404
inter	YOR110W	YJR137C	37.158
inter	YIL101C	YBR258C	58.753
inter	YIR018W	YHL045W	50.499
inter	YNL216W	YNL179C	20.004
inter	YPR086W	YOR075W	74.944
inter	YLR403W	YDR225W	122.273
others	YPR052C	YLR258W	151.185
others	YNL167C	YDR019C	62.016
others	YEL009C	YLR162W	139.408
inter	YPL075W	YJR064W	97.492
inter	YJL127C	YNL269W	55.381
inter	YOR110W	YAL003W	106.468
inter	YDR207C	YOR389W	84.520
others	YDR310C	YCR021C	121.821
inter	YGR252W	YGL216W	18.558
inter	YDR259C	YNL063W	106.213
others	YBR081C	YNL077W	77.126
others	YMR182C	YGR138C	65.284
inter	YIL101C	YLR026C	33.443
inter	YBR049C	YJR025C	105.341
inter	YDR207C	YHL031C	100.295
others	YNL330C	YPR121W	107.343
inter	YDR259C	YDR337W	20.416
inter	YDR253C	YBR225W	64.933
inter	YIR018W	YOL105C	87.975
inter	YPR086W	YLL023C	87.624
others	YLR418C	YGL089C	106.821
inter	YJL127C	YHL024W	102.895
inter	YDL005C	YFR031C-A	25.052
others	YER111C	YCR071C	62.993
others	YMR037C	YDL169C	66.731
others	YNL103W	YFR030W	100.596
inter	YLR176C	YIR039C	142.668
inter	YDR259C	YBL071W-A	92.781
inter	YPL075W	YGR132C	74.049
others	YKL058W	YDR079W	39.551
inter	YLR071C	YOR204W	105.174
others	YKL112W	YIL147C	83.242
inter	YDL005C	YDL124W	87.641
others	YER169W	YCR102C	100.213
inter	YPR086W	YOR020C	68.584
inter	YGR252W	YGR280C	9.220
inter	YOL148C	YGR160W	117.216
inter	YOR174W	YPR189W	77.950
inter	YDL005C	YIL055C	66.246
inter	YPL075W	YGR209C	76.954
inter	YJL127C	YBR073W	86.781
inter	YDR463W	YDL218W	38.447
inter	YLR403W	YHR191C	96.591
inter	YDL170W	YKR010C	88.875
inter	YDL005C	YML031W	32.231
inter	YDR207C	YDR098C-A	30.820
others	YBR112C	YMR173W	53.149
inter	YNL216W	YLR180W	132.200
inter	YDR207C	YLL029W	122.467
inter	YLR176C	YLL035W	124.567
inter	YBR049C	YGL238W	86.628
inter	YLR176C	YLR185W	4.610
inter	YIR018W	YNL095C	95.823
inter	YIL131C	YOL076W	57.556
inter	YIL131C	YHR007C-A	64.169
inter	YML007W	YFR012W-A	19.884
inter	YOR174W	YML048W	103.997
inter	YOR174W	YPR030W	95.450
inter	YIL131C	YMR295C	61.926
inter	YDR392W	YDR034C-C	91.878
inter	YER159C	YPL029W	114.571
inter	YLR403W	YNR063W	146.836
inter	YLR071C	YML130C	63.005
others	YPR104C	YLR438W	139.542
inter	YIL036W	YBR009C	33.112
inter	YLR403W	YDL202W	130.824
outhub	YDR392W	YBR049C	110.633
inter	YBR049C	YLR293C	114.327
inter	YIL101C	YBR181C	53.874
others	YNL103W	YIL074C	65.563
others	YBR081C	YLR064W	47.016
inter	YGL073W	YDL052C	90.895
inter	YJL127C	YOR190W	71.136
inter	YIL036W	YBL082C	47.584
others	YMR037C	YOL016C	52.433
inter	YDL005C	YBR233W	100.687
others	YMR037C	YML101C	27.810
others	YGL071W	YDR154C	111.341
inter	YBR049C	YOL061W	100.509
inter	YPL075W	YBR219C	69.380
inter	YIL101C	YOR223W	84.517
inter	YLR403W	YDR418W	108.566
inter	YLR403W	YKR058W	182.684
inter	YNL216W	YPR014C	91.403
others	YHR058C	YOR298C-A	118.656
others	YGR116W	YBR125C	38.160
inter	YCR084C	YIR013C	52.546
inter	YDR463W	YOR369C	38.874
inter	YIL036W	YMR303C	96.168
inter	YBR049C	YOR196C	107.828
others	YLR451W	YDL125C	146.693
inter	YDR259C	YKR053C	86.370
inter	YPL254W	YFL002W-B	112.495
others	YKL038W	YKL178C	51.326
others	YLR223C	YHL001W	164.246
others	YOL004W	YGR118W	98.522
others	YHL027W	YEL059C-A	77.877
inter	YPR086W	YLR346C	136.788
inter	YLR403W	YDR486C	109.988
others	YBR182C	YER150W	56.339
inter	YDR207C	YIL134W	95.682
others	YDR423C	YNL294C	49.568
inter	YJL127C	YHL033C	101.671
others	YGR116W	YML100W	67.381
others	YKL112W	YOL104C	32.497
inter	YPL254W	YLR348C	92.381
inter	YDL170W	YNL159C	64.122
inter	YGR252W	YLR390W	64.623
others	YMR037C	YOR269W	115.658
inter	YCR084C	YNL054W-A	75.109
others	YKL058W	YNL231C	51.052
inter	YNL216W	YGR117C	83.795
inter	YNL216W	YGL146C	59.496
others	YBR081C	YDR171W	73.772
inter	YOR110W	YFL005W	97.970
others	YNL068C	YDR214W	86.452
others	YMR037C	YPR036W-A	6.734
inter	YDR463W	YIL077C	94.745
inter	YDR207C	YOL076W	80.687
inter	YPL075W	YLL049W	77.479
inter	YIL101C	YDL181W	69.744
inter	YDR259C	YJL108C	92.196
inter	YLR176C	YOL020W	164.269
