id1	id2	hier1	hier2	distance
YLR176C	YGL014W	Middle	Target	135.099
YIL036W	YHR020W	Middle	Target	45.463
YDR207C	YML058W	Middle	Target	79.969
YJL056C	YBR106W	Middle	Target	109.371
YDL005C	YHR111W	Middle	Target	71.671
YDL005C	YPR045C	Middle	Target	53.433
YPL254W	YGL031C	Middle	Target	93.492
YDR259C	YPL209C	Middle	Target	38.406
YLR403W	YGR198W	Middle	Target	82.849
YDR259C	YDL159W	Middle	Target	44.156
YLR071C	YDR363W-A	Middle	Target	127.597
YDR392W	YOR012W	Middle	Target	121.128
YPR104C	YOR212W	Middle	Target	95.687
YNL330C	YDR148C	Middle	Target	74.893
YBR049C	YGL079W	Middle	Target	64.409
YBR049C	YDR246W-A	Middle	Target	88.175
YLR071C	YOR047C	Middle	Target	86.227
YIL101C	YPR042C	Middle	Target	61.913
YNL236W	YJL032W	Middle	Target	59.702
YJL127C	YDR098C-A	Middle	Target	99.995
YKL112W	YIL116W	Middle	Target	69.406
YLR403W	snR44	Middle	Target	20.535
YDR463W	YLR023C	Middle	Target	115.192
YGL073W	YDR454C	Middle	Target	91.525
YDL005C	YLR168C	Middle	Target	155.741
YDL005C	YER178W	Middle	Target	103.226
YOR174W	YHR042W	Middle	Target	109.845
YML007W	YMR120C	Middle	Target	89.311
YLR176C	YLL009C	Middle	Target	154.552
YOR110W	YCR015C	Middle	Target	112.568
YLR098C	YPL081W	Middle	Target	72.976
YLR403W	YHR133C	Middle	Target	115.164
YPR086W	YHR087W	Middle	Target	38.048
YDR259C	YKR098C	Middle	Target	78.949
YGR252W	YMR205C	Middle	Target	70.456
YDR397C	YIL118W	Middle	Target	95.162
YPL075W	YNL010W	Middle	Target	93.493
YIL101C	YCR059C	Middle	Target	45.521
YOR174W	YNL055C	Middle	Target	77.283
YDR259C	YOR307C	Middle	Target	73.542
YDR207C	YPR159C-A	Middle	Target	31.278
YLR403W	YEL047C	Middle	Target	142.266
YIL101C	YIL099W	Middle	Target	2.080
YOR174W	YJL002C	Middle	Target	103.834
YDR423C	YBL054W	Middle	Bottom	104.836
YDR463W	YJR137C	Middle	Target	72.718
YDR259C	YNR054C	Middle	Target	125.710
YDL170W	YNL215W	Middle	Target	54.089
YLR403W	YPL002C	Middle	Target	180.453
YDR207C	YNL012W	Middle	Target	129.860
YMR070W	YLR214W	Middle	Target	153.712
YBR049C	YGL097W	Middle	Target	77.264
YLR403W	YPL232W	Middle	Target	97.291
YJR127C	YJR077C	Middle	Target	28.148
YIR018W	YBR298C	Middle	Target	131.457
YLR403W	YER089C	Middle	Target	101.382
YGR252W	YOL114C	Middle	Target	85.471
YOR028C	YLR126C	Middle	Target	93.299
YBR049C	YER163C	Middle	Target	81.693
YDR253C	YAL061W	Middle	Target	108.098
YDL005C	YNL162W	Middle	Target	92.266
YJL127C	YGR259C	Middle	Target	77.063
YCR084C	YOL103W-A	Middle	Target	88.684
YNL330C	YNR009W	Middle	Target	121.874
YDR392W	YDR231C	Middle	Target	26.847
YDL005C	YHR123W	Middle	Target	74.161
YER161C	YMR189W	Bottom	Target	86.255
YGL073W	YEL027W	Middle	Target	56.010
YPL254W	YHR023W	Middle	Target	76.476
YGR252W	YNL315C	Middle	Target	76.718
YGR252W	YOR280C	Middle	Target	65.719
YIL036W	YLR035C-A	Middle	Target	29.075
YDR463W	YDR055W	Middle	Target	87.852
YNL216W	YHR137W	Middle	Target	96.157
YDR392W	YGL018C	Middle	Target	122.793
YLR403W	YJR041C	Middle	Target	162.085
YJL089W	YDR019C	Bottom	Target	65.033
YER159C	YDL149W	Middle	Target	81.930
YIL101C	YOR103C	Middle	Target	70.418
YIL101C	YNL134C	Middle	Target	50.279
YJL127C	YNL201C	Middle	Target	44.479
YJR140C	YDR226W	Bottom	Target	69.610
YBR049C	YDR169C-A	Middle	Target	81.219
YLR403W	YDR147W	Middle	Target	135.745
YDR253C	YDL198C	Middle	Target	30.423
YPR133C	YFL017C	Middle	Target	77.862
YDR253C	YDR095C	Middle	Target	40.906
YIL101C	YGL116W	Middle	Target	38.201
YLR403W	YMR014W	Middle	Target	162.108
YOR028C	YDR487C	Middle	Target	89.944
YLR176C	YPL151C	Middle	Target	110.009
YGR104C	YLR375W	Middle	Target	84.285
YOR174W	YHL016C	Middle	Target	117.827
YFL031W	YHL021C	Bottom	Target	18.942
YPR086W	YDR074W	Middle	Target	21.550
YLR176C	YKL127W	Middle	Target	161.557
YLR403W	YCL008C	Middle	Target	176.871
YHR206W	YMR195W	Middle	Target	62.876
YIL131C	YGL166W	Top	Bottom	32.567
YNL330C	YOL020W	Middle	Target	106.127
YGL073W	YOR369C	Middle	Target	70.346
YDL005C	YIR032C	Middle	Target	29.127
YIR018W	YMR018W	Middle	Target	46.525
YJL127C	YDL187C	Middle	Target	82.001
YDL005C	YML041C	Middle	Target	44.207
YIL101C	YGR175C	Middle	Target	61.586
YIL131C	YPL074W	Top	Target	76.217
YDR253C	YBR007C	Middle	Target	114.274
YDR259C	YMR079W	Middle	Target	52.981
YIL036W	YJR118C	Middle	Target	64.130
YPL075W	YGR118W	Middle	Target	79.039
YPR086W	YJR056C	Middle	Target	87.403
YER159C	YLR023C	Middle	Target	76.141
YCR084C	YIL162W	Middle	Target	61.146
YIL101C	YDR003W-A	Middle	Target	50.940
YML007W	YIL136W	Middle	Target	76.646
YDR259C	YOR028C	Middle	Middle	95.821
YHL020C	YLR133W	Middle	Target	85.095
YDR463W	YDR037W	Middle	Target	94.980
YPL075W	YDR433W	Middle	Target	97.090
YGL073W	YGR254W	Middle	Target	48.246
YDR259C	YLR206W	Middle	Target	132.584
YIL131C	YOR226C	Top	Target	89.307
YDR253C	YOR054C	Middle	Target	84.859
YDL020C	YDR222W	Bottom	Target	94.280
YPL075W	YDL070W	Middle	Target	43.430
YDR463W	YKL096W-A	Middle	Target	76.703
YGR104C	YLR162W	Middle	Target	58.911
YLR403W	YDR097C	Middle	Target	148.592
YOR110W	YBL030C	Middle	Target	100.509
YGR252W	YDL020C	Middle	Bottom	99.142
YDL170W	YDR502C	Middle	Target	43.673
YIL036W	YDR365W-B	Middle	Target	141.139
YDL170W	YMR161W	Middle	Target	73.293
YLR055C	YJR042W	Bottom	Target	69.701
YIL101C	YGL055W	Middle	Target	31.220
YGL025C	YMR085W	Bottom	Target	75.887
YIL036W	YDR261C-C	Middle	Target	131.603
YPL075W	YML126C	Middle	Target	41.498
YBR049C	YHR132C	Middle	Target	16.915
YOL148C	YBL072C	Middle	Target	94.118
YDR392W	YLR304C	Middle	Target	121.376
YHL027W	YDR209C	Middle	Target	106.953
YBL103C	YMR316W	Bottom	Target	75.515
YGL071W	YMR173W	Middle	Target	100.115
YIL101C	YLR134W	Middle	Target	41.292
YBR112C	YJR115W	Middle	Target	88.156
YML007W	YDR188W	Middle	Target	109.756
YDR259C	YPL211W	Middle	Target	37.935
YPR104C	YML041C	Middle	Target	30.676
YEL009C	YCL028W	Middle	Target	27.138
YML007W	YIL155C	Middle	Target	94.205
YIL036W	YER159C-A	Middle	Target	80.023
YHR206W	YLR312C	Middle	Target	95.501
YBR049C	YJL092W	Middle	Target	99.487
YLR403W	YIL022W	Middle	Target	157.371
YDR259C	YMR133W	Middle	Target	50.856
YNL216W	YKL030W	Middle	Target	76.305
YIL131C	YDR385W	Top	Target	96.401
YDR392W	YOL158C	Middle	Target	99.375
YOL148C	YIL123W	Middle	Target	75.871
YGL013C	YEL069C	Middle	Target	33.171
YOR344C	YBL059W	Bottom	Target	111.833
YPL254W	YLL066W-B	Middle	Target	93.388
YGR252W	YKL080W	Middle	Target	102.211
YPR086W	YDR329C	Middle	Target	66.560
YIL036W	YGR240C	Middle	Target	85.031
YOR174W	YOR226C	Middle	Target	16.461
YIR018W	YBR018C	Middle	Target	33.808
YGL181W	YGR038C-A	Bottom	Target	68.533
YPR086W	YBR169C	Middle	Target	68.872
YLR098C	YML039W	Middle	Target	70.835
YDR392W	YAL023C	Middle	Target	130.946
YDL005C	YLL053C	Middle	Target	43.476
YMR016C	YDL048C	Middle	Target	34.290
YPR104C	YER070W	Middle	Target	109.035
YML007W	YOL029C	Middle	Target	55.809
YER161C	YBR054W	Bottom	Target	75.581
YLR176C	YPL203W	Middle	Target	113.977
YIR023W	YOR385W	Bottom	Target	115.441
YPR104C	YKR015C	Middle	Target	64.248
YGL073W	YDR170W-A	Middle	Target	107.791
YDR259C	YHR025W	Middle	Target	101.191
YNL309W	YDR534C	Bottom	Target	38.435
YDL005C	YPL041C	Middle	Target	42.672
YEL009C	YFL028C	Middle	Target	35.160
YDL170W	YGR078C	Middle	Target	119.256
YCR084C	YJR030C	Middle	Target	80.009
YLR176C	YDL182W	Middle	Target	140.174
YLR176C	YML081W	Middle	Target	131.274
YML007W	YFR032C-A	Middle	Target	34.016
YDL170W	YDL105W	Middle	Target	26.147
YLR403W	YBL037W	Middle	Target	123.898
YNL068C	YGR211W	Middle	Target	68.967
YCL055W	YKL178C	Bottom	Target	106.900
YKL112W	YLR452C	Middle	Target	151.609
YDL005C	YLR205C	Middle	Target	161.709
YDR362C	YPL082C	Bottom	Target	90.700
YER159C	YLR027C	Middle	Target	71.820
YBR081C	YJR117W	Top	Target	63.571
YDR259C	YLR418C	Middle	Middle	125.233
YBR112C	YDL099W	Middle	Target	93.404
YIL101C	YIL051C	Middle	Target	34.847
YNL199C	YBR093C	Middle	Target	82.152
YNL216W	YOL119C	Middle	Target	9.851
YIL101C	YAR023C	Middle	Target	78.981
YDL005C	YDL164C	Middle	Target	98.150
YNL216W	tA(AGC)G	Middle	Target	73.389
YOR229W	YFR012W	Bottom	Target	122.182
YOR174W	YDR123C	Middle	Middle	69.917
YOR174W	YJR085C	Middle	Target	54.498
YLR071C	YHR110W	Middle	Target	70.387
YJL127C	YER181C	Middle	Target	33.426
YIL131C	YBR214W	Top	Target	56.222
YIR018W	YML071C	Middle	Target	79.367
YNL216W	YOR009W	Middle	Target	72.272
YOL148C	YFR055W	Middle	Target	82.271
YIL101C	YOR193W	Middle	Target	69.390
YPR065W	YML058W-A	Bottom	Target	25.759
YDL005C	YIL169C	Middle	Target	79.653
YCR084C	YHR117W	Middle	Target	37.882
YGR252W	YPL257W	Middle	Target	58.410
YBR049C	YKR069W	Middle	Target	90.516
YDR392W	YLR350W	Middle	Target	117.411
YLR176C	YLL036C	Middle	Target	124.444
YDL005C	YGL106W	Middle	Target	97.474
YJL127C	YPL194W	Middle	Target	94.771
YCR084C	YKR018C	Middle	Target	53.237
YPL254W	YBR071W	Middle	Target	43.981
YER159C	YDR453C	Middle	Target	58.016
YBR049C	YBR082C	Middle	Target	23.335
YOR174W	YPR089W	Middle	Target	79.919
YOR110W	YPR120C	Middle	Target	81.300
YLR403W	YPL013C	Middle	Target	170.659
YIL131C	YLR412C-A	Top	Target	108.110
YBR049C	YBR017C	Middle	Target	41.701
YDR259C	YDL160C	Middle	Target	42.953
YIL131C	YJL145W	Top	Target	49.109
YGR252W	YIL099W	Middle	Target	55.404
YDR259C	YBR083W	Middle	Middle	79.065
YIL036W	YGR027C	Middle	Target	9.969
YIL131C	YPR115W	Top	Target	81.862
YLR403W	YPL014W	Middle	Target	170.628
YML007W	YJR050W	Middle	Target	79.726
YLR403W	YLR128W	Middle	Target	90.508
YNL216W	YLR048W	Middle	Target	67.146
YIL131C	YFR031C-A	Top	Target	84.759
YDR207C	YJR113C	Middle	Target	80.996
YOR363C	YDL133C-A	Bottom	Target	66.941
YOR110W	YMR128W	Middle	Target	82.904
YLR403W	YDR096W	Middle	Target	147.624
YMR037C	YHL001W	Middle	Target	60.193
YPR086W	YDR077W	Middle	Target	21.764
YNL236W	YGR199W	Middle	Target	65.577
YPL254W	YML024W	Middle	Target	82.332
YML007W	YFR057W	Middle	Target	49.110
YIL101C	YML007W	Middle	Middle	63.256
YNL216W	YDR210W-A	Middle	Target	72.756
YLR403W	YIL114C	Middle	Target	107.512
YDL170W	YOL057W	Middle	Target	56.487
YBR081C	YOL081W	Top	Target	69.465
YOR110W	YIL129C	Middle	Target	77.694
YIL131C	YHR199C	Top	Target	42.524
YDR253C	YPR158W	Middle	Target	46.494
YEL009C	YDR426C	Middle	Target	136.790
YKR099W	YLR420W	Top	Target	166.661
YIL131C	YAL041W	Top	Target	85.598
YLR176C	YOR149C	Middle	Target	153.779
YLR403W	YHR208W	Middle	Target	102.996
YLR223C	YOL039W	Middle	Target	163.127
YGR252W	YKL166C	Middle	Target	90.230
YGR252W	YLR368W	Middle	Target	67.345
YLR403W	YIL020C	Middle	Target	159.074
YLR403W	YBR267W	Middle	Target	63.938
YNL216W	YJL191W	Middle	Target	33.171
YDL005C	YML101C	Middle	Target	59.321
YHR084W	YJR153W	Middle	Target	92.919
YOR344C	YDR510W	Bottom	Target	62.739
YDR423C	YDR171W	Middle	Target	50.144
YLR223C	YLR406C	Middle	Target	27.188
YGR252W	YGR038W	Middle	Target	74.262
YPR086W	YIL088C	Middle	Target	57.443
YDL005C	YNL055C	Middle	Target	74.540
YIL131C	YCR065W	Top	Bottom	51.674
YBR049C	YEL015W	Middle	Target	82.827
YNL103W	YCR005C	Middle	Target	106.913
YLR223C	YMR230W	Middle	Target	98.144
YER111C	YNL291C	Middle	Target	53.958
YIL101C	YDR363W-A	Middle	Target	99.516
YBR049C	YMR275C	Middle	Target	61.568
YOR110W	YDL077C	Middle	Target	54.940
YDL005C	YGL123W	Middle	Target	89.146
YLR403W	YNL007C	Middle	Target	176.346
YGL073W	YDL037C	Middle	Target	78.042
YDR362C	YJL162C	Bottom	Target	104.830
YJL127C	YML057C-A	Middle	Target	115.878
YCR084C	YAL064W-B	Middle	Target	88.517
YJL127C	YGR269W	Middle	Target	78.960
YIL101C	YHR057C	Middle	Target	60.063
YDR463W	YPL109C	Middle	Target	86.560
YOR174W	YOL069W	Middle	Target	52.494
YKL185W	YLR243W	Middle	Target	160.552
YLR071C	YMR194W	Middle	Target	99.548
YOR174W	YCL045C	Middle	Target	122.658
YBR049C	YDR323C	Middle	Target	95.105
YHL027W	YOL016C	Middle	Target	57.216
YNL216W	YKL127W	Middle	Target	43.999
YGL013C	YNL134C	Middle	Target	83.359
YOL148C	YBL002W	Middle	Target	94.686
YLR176C	YPL272C	Middle	Target	95.848
YOR174W	YCR052W	Middle	Target	104.124
YDL005C	YML125C	Middle	Target	61.649
YDR259C	YPL199C	Middle	Target	39.704
YOR174W	YER163C	Middle	Target	56.312
YIL036W	YJL048C	Middle	Target	60.627
YDL170W	YEL053C	Middle	Target	117.443
YDR463W	YDR242W	Middle	Target	37.477
YOR110W	YNL248C	Middle	Target	34.337
YOL148C	YPL249C-A	Middle	Target	118.267
YOR110W	YNL219C	Middle	Target	31.362
YEL009C	Q0080	Middle	Target	nan
YOR174W	YHR199C-A	Middle	Target	97.506
YIL101C	YGR072W	Middle	Target	45.111
YDR207C	YBR191W	Middle	Target	77.293
YGR252W	YGL011C	Middle	Target	98.081
YEL009C	YOR318C	Middle	Target	121.732
YIL036W	YGR160W	Middle	Target	73.784
YGR104C	YIL011W	Middle	Target	87.816
YJL127C	YPL163C	Middle	Target	83.412
YLR451W	YGL018C	Middle	Target	144.202
YBR049C	YLL039C	Middle	Target	62.330
YBL103C	YHR208W	Bottom	Target	31.977
YIL131C	YGR096W	Top	Target	32.976
YLR403W	YDL248W	Middle	Target	126.442
YER169W	YOL127W	Middle	Target	50.791
YMR037C	YLL011W	Middle	Target	68.958
YOR110W	YPL005W	Middle	Target	97.665
YDR392W	YKL146W	Middle	Target	72.170
YOR110W	YJR112W-A	Middle	Target	41.415
YIL131C	YHR182W	Top	Target	44.053
YDR392W	YDR288W	Middle	Target	24.062
YML007W	YKL035W	Middle	Target	52.299
YDL005C	YPL018W	Middle	Target	17.953
YDR207C	YIL089W	Middle	Target	80.114
YBR083W	YDR261C-C	Middle	Target	81.306
YBR049C	YHR097C	Middle	Target	20.283
YPR104C	YLR177W	Middle	Target	147.616
YPR104C	YKR018C	Middle	Target	62.213
YDR392W	YGR155W	Middle	Target	103.626
YBR049C	YHR006W	Middle	Bottom	58.394
YJL127C	YBR093C	Middle	Target	95.382
YLR176C	YDR379W	Middle	Target	119.221
YDR259C	YAR015W	Middle	Target	147.469
YLR418C	YPL279C	Middle	Target	96.652
YGR104C	YDR276C	Middle	Target	92.838
YIR018W	YFL007W	Middle	Target	17.244
YDR397C	YNL006W	Middle	Target	147.123
YOR174W	YBR229C	Middle	Target	83.021
YLR071C	YPR172W	Middle	Target	96.952
YML007W	YIL015W	Middle	Target	28.247
YER111C	YNL173C	Middle	Target	33.005
YEL009C	YOL162W	Middle	Target	78.956
YDR463W	YGR138C	Middle	Target	73.470
YBR081C	YDR151C	Top	Target	74.377
YNL314W	YNL324W	Bottom	Target	11.908
YNL068C	YKL096W	Middle	Target	70.134
YDR207C	YGR287C	Middle	Target	101.320
YPR086W	YMR311C	Middle	Target	53.477
YLR176C	YPL071C	Middle	Target	135.408
YPR086W	YER048C	Middle	Target	89.595
YDR207C	YLL050C	Middle	Target	103.357
YOR110W	YLR452C	Middle	Target	149.986
YOL004W	YPR020W	Middle	Target	32.364
YPR086W	YGL228W	Middle	Target	102.186
YNL330C	YDR182W-A	Middle	Target	81.748
YPR104C	YDR510W	Middle	Target	78.002
YML007W	YOR312C	Middle	Target	131.402
YPL075W	YKR059W	Middle	Target	69.703
YLR403W	YNL241C	Middle	Target	132.447
YLR403W	YBR246W	Middle	Target	67.826
YLR071C	YBR223C	Middle	Target	62.450
YPL254W	YLR110C	Middle	Target	83.493
YJL127C	YMR017W	Middle	Target	79.320
YCR084C	YHR049W	Middle	Target	26.105
YDR259C	YHR020W	Middle	Target	107.772
YLR403W	YPR044C	Middle	Target	152.607
YER159C	YOR220W	Middle	Target	57.214
YJL127C	YGR264C	Middle	Target	75.886
YPR086W	YMR276W	Middle	Target	48.743
YDR392W	YML045W	Middle	Target	105.022
YHR058C	YHR132C	Top	Target	18.835
YDR253C	YCR005C	Middle	Target	126.753
YPR133C	YBR071W	Middle	Target	73.369
YGL181W	YML045W-A	Bottom	Target	103.137
YGL181W	YDR098C-A	Bottom	Target	96.861
YIL101C	YPL081W	Middle	Target	67.548
YGR252W	YFL050C	Middle	Target	86.964
YDR443C	YMR189W	Bottom	Target	63.634
YMR021C	YPR158W-B	Bottom	Target	55.331
YML007W	YIL051C	Middle	Target	63.054
YCR084C	YEL044W	Middle	Target	59.209
YGR252W	YGL048C	Middle	Target	68.451
YDR259C	YIL140W	Middle	Target	100.554
YIL131C	YHR059W	Top	Target	67.148
YPR086W	YBR280C	Middle	Target	87.526
YJL127C	YBL026W	Middle	Target	75.603
YJL056C	YBR072W	Middle	Target	94.498
YLR403W	YLR429W	Middle	Target	22.154
YDR259C	YKR100C	Middle	Target	78.509
YIL131C	YKL037W	Top	Target	86.127
YOR028C	YGL095C	Middle	Target	79.985
YBR112C	YHL021C	Middle	Target	72.348
YIL131C	YEL019C	Top	Target	62.857
YIL101C	YGR099W	Middle	Target	49.704
YKL058W	YMR006C	Bottom	Target	51.010
YKL112W	YLR162W-A	Middle	Target	145.149
YBR049C	YGR002C	Middle	Target	63.592
YJL127C	YDR446W	Middle	Target	92.369
YLR451W	YFL007W	Middle	Target	178.243
YDR463W	YKL172W	Middle	Target	60.664
YLR403W	YBR195C	Middle	Target	77.971
YIL101C	YPR176C	Middle	Target	64.719
YIL131C	YAL020C	Top	Target	77.949
YBR112C	YLL048C	Middle	Target	78.262
YNL236W	YNL276C	Middle	Target	31.765
YIR018W	YBL097W	Middle	Target	78.810
YIL101C	YGR017W	Middle	Target	45.346
YLR403W	YIL113W	Middle	Target	108.038
YNL216W	YIL133C	Middle	Target	54.949
YOR110W	YBR270C	Middle	Target	111.917
YDR253C	YML026C	Middle	Target	93.328
YOR032C	YPR043W	Bottom	Target	56.479
YNL216W	YJL116C	Middle	Target	32.222
YBR279W	YOR338W	Middle	Target	88.783
YDR259C	YDL111C	Middle	Target	49.312
YOR174W	YMR286W	Middle	Target	64.652
YPL254W	YOR192C-A	Middle	Target	86.374
YER161C	YCL039W	Bottom	Target	95.778
YDL005C	YDR395W	Middle	Target	133.810
YGR116W	YML053C	Middle	Target	89.187
YLR403W	YOR108W	Middle	Target	151.521
YHR058C	YFR052W	Top	Target	81.658
YLR176C	tQ(UUG)B	Middle	Target	99.371
YDR259C	YLR078C	Middle	Target	118.692
YIL036W	YMR105C	Middle	Target	98.369
YNL068C	YMR083W	Middle	Target	85.833
YOR032C	YDR524C	Bottom	Target	84.447
YDR259C	YPR036W	Middle	Target	77.772
YDR146C	YHR179W	Middle	Target	67.476
YIL036W	YJL002C	Middle	Target	49.941
YIL036W	YBR015C	Middle	Target	30.681
YJL127C	YOR338W	Middle	Target	71.059
YGR116W	YBR052C	Middle	Target	39.276
YDR463W	YPL210C	Middle	Target	60.054
YOR174W	YIL067C	Middle	Target	100.877
YOR110W	YGR038C-B	Middle	Target	107.480
YLR403W	YNL041C	Middle	Target	151.267
YML007W	YML024W	Middle	Target	20.737
YIL101C	YIL034C	Middle	Target	41.765
YGR252W	YLR394W	Middle	Target	63.715
YGR252W	YGL098W	Middle	Target	50.903
YOR174W	YER188C-A	Middle	Target	69.646
YJL127C	YGR222W	Middle	Target	80.465
YNL068C	YEL044W	Middle	Target	42.284
YEL009C	YNL055C	Middle	Target	58.752
YIL101C	YGR161W-C	Middle	Target	59.428
YCR084C	YJR026W	Middle	Target	86.182
YML007W	YPL028W	Middle	Target	26.113
YDR392W	YGL187C	Middle	Target	76.807
YPR104C	YHL006C	Middle	Target	76.351
YLR403W	YOL061W	Middle	Target	163.283
YPR104C	YIL027C	Middle	Target	88.625
YPR086W	YDR204W	Middle	Target	50.114
YIL131C	YNL268W	Top	Target	54.991
YNL236W	YBL072C	Middle	Target	78.270
YFR034C	YLR194C	Bottom	Target	175.109
YHR058C	YCR093W	Top	Target	26.425
YDR259C	YDR330W	Middle	Target	15.774
YPR086W	YDR150W	Middle	Target	37.284
YMR037C	YPR140W	Middle	Target	22.570
YJL127C	YKL184W	Middle	Target	84.527
YBR049C	YGL043W	Middle	Target	68.720
YJR127C	YPR010C	Middle	Target	68.305
YNL216W	YDL130W	Middle	Target	50.403
YFR034C	YBR067C	Bottom	Target	86.727
YDR207C	YCL036W	Middle	Target	118.574
YLR403W	YML035C	Middle	Target	161.843
YDR392W	YBR046C	Middle	Target	113.558
YOL148C	YBL092W	Middle	Target	113.426
YOR110W	YLR026C	Middle	Target	87.477
YOR174W	YHR175W-A	Middle	Target	98.640
YGL073W	YBR028C	Middle	Target	60.939
YDL005C	YML095C	Middle	Target	62.068
YLR403W	YKL078W	Middle	Target	166.977
YIL131C	YBL089W	Top	Target	38.584
YGR252W	YBR054W	Middle	Target	65.330
YER159C	YDL237W	Middle	Target	53.062
YOR174W	YBR214W	Middle	Target	99.788
YLR418C	YFL062W	Middle	Target	154.252
YLR176C	YNL240C	Middle	Target	135.471
YLR071C	YOL086C	Middle	Target	77.290
YIL101C	YJL183W	Middle	Target	74.797
YLR182W	YLR327C	Bottom	Target	36.205
YDR392W	YFL029C	Middle	Target	130.838
YIL036W	YDL185W	Middle	Target	106.187
YPL254W	YDL215C	Middle	Target	62.229
YML007W	YPL163C	Middle	Target	81.149
YLR223C	YGL103W	Middle	Target	101.737
YLR071C	YHR179W	Middle	Target	52.503
YGR116W	YGL038C	Middle	Target	57.029
YNL103W	YAL053W	Middle	Target	76.929
YDL005C	YER005W	Middle	Target	43.748
YIL131C	YPR088C	Top	Target	74.338
YLR403W	YDL182W	Middle	Target	134.774
YLR451W	YAL021C	Middle	Target	181.462
YNL103W	YOR178C	Middle	Target	46.455
YIL036W	YER146W	Middle	Target	79.459
YDR392W	YDR374C	Middle	Target	12.884
YLR071C	YPL232W	Middle	Target	89.355
YPR104C	YDR508C	Middle	Target	77.063
YDR463W	YPR132W	Middle	Target	87.649
YJL127C	YJL086C	Middle	Target	16.067
YPR086W	YMR040W	Middle	Target	17.689
YDL005C	YDR238C	Middle	Target	115.703
YPR086W	YNL193W	Middle	Target	60.447
YOR110W	YOR275C	Middle	Target	47.302
YIL036W	YGL225W	Middle	Target	86.534
YIR018W	YPR116W	Middle	Target	88.081
YOR110W	YNL172W	Middle	Target	42.738
YGR252W	YNL130C	Middle	Target	64.799
YLR403W	YDL224C	Middle	Target	124.437
YGR044C	YAR066W	Middle	Target	97.276
YBR049C	YPL283C	Middle	Target	38.608
YIR018W	YER105C	Middle	Target	80.182
YLR403W	YGR048W	Middle	Target	110.937
YLR403W	YDR170C	Middle	Target	134.035
YJL127C	YJL223C	Middle	Target	26.044
YLR451W	YNL153C	Middle	Target	124.813
YIL036W	YGR087C	Middle	Target	48.949
YDR259C	YPL038W	Middle	Bottom	102.871
YIL131C	YOR362C	Top	Target	62.801
YHR206W	YIL101C	Middle	Middle	48.248
YDR310C	YGR259C	Middle	Target	87.105
YBR049C	YDL088C	Middle	Target	86.483
YOR344C	YOR148C	Bottom	Target	61.541
YDR392W	YBL055C	Middle	Target	114.104
YLR418C	YBL111C	Middle	Target	100.779
YOR344C	YJR029W	Bottom	Target	104.403
YLR176C	YER083C	Middle	Target	95.351
YDR253C	YGR204W	Middle	Target	60.305
YGR104C	YMR173W	Middle	Target	78.558
YBR049C	YBL103C	Middle	Bottom	40.533
YPL254W	YHL001W	Middle	Target	104.503
YJL127C	YGR234W	Middle	Target	77.973
YDR423C	YCR043C	Middle	Target	104.189
YLR071C	YDR194C	Middle	Target	118.558
YLR403W	YJL156C	Middle	Target	123.266
YOR110W	YDR063W	Middle	Target	74.238
YBR049C	YDL036C	Middle	Target	64.103
YDL005C	YOR213C	Middle	Target	113.484
YPL254W	YFL026W	Middle	Target	102.021
YBR049C	YMR146C	Middle	Target	63.351
YIL101C	YMR008C	Middle	Target	48.354
YCR084C	YJL223C	Middle	Target	97.954
YPL075W	YBR127C	Middle	Target	48.947
YDR259C	YHR214C-D	Middle	Target	121.770
YOR110W	YDR204W	Middle	Target	69.693
YPR086W	YIL077C	Middle	Target	64.910
YDR310C	YNL279W	Middle	Target	69.752
YBR049C	YJR026W	Middle	Target	104.952
YMR037C	YFL061W	Middle	Target	38.965
YOL148C	YPL036W	Middle	Target	113.682
YLR403W	YBL027W	Middle	Target	136.146
YGL013C	YDR444W	Middle	Target	113.742
YLR403W	YPR028W	Middle	Target	164.807
YER159C	YMR161W	Middle	Target	89.320
YMR037C	YIL104C	Middle	Target	69.414
YLR403W	YJR004C	Middle	Target	175.808
YGL071W	YHL021C	Middle	Target	81.155
YNL199C	YMR291W	Middle	Target	65.355
YLR071C	YBR071W	Middle	Target	45.279
YLR176C	YBL101C	Middle	Target	85.305
YGR252W	YMR315W	Middle	Target	39.185
YGR116W	YNL076W	Middle	Target	73.477
YLR403W	YPR143W	Middle	Target	162.975
YOR110W	YKL178C	Middle	Target	19.595
YDL005C	YJR046W	Middle	Target	62.400
YDR207C	YJL092W	Middle	Target	112.381
YPL075W	YGL028C	Middle	Target	79.446
YNL216W	YMR069W	Middle	Target	70.636
YOR174W	YHL020C	Middle	Middle	116.623
YDR392W	YCL050C	Middle	Target	133.675
YDR207C	YOR192C-B	Middle	Target	57.540
YNL199C	YCL040W	Middle	Target	88.681
YOL148C	YLR227W-B	Middle	Target	156.836
YGL073W	YER159C-A	Middle	Target	44.134
YDR253C	YOR130C	Middle	Target	64.837
YDR423C	YHL035C	Middle	Target	116.212
YNL216W	YER031C	Middle	Target	53.723
YNL216W	YLR354C	Middle	Target	136.433
YJL127C	YML001W	Middle	Target	85.510
YDR253C	YJR113C	Middle	Target	75.815
YNL068C	YMR008C	Middle	Target	66.606
YOL004W	YHR055C	Middle	Target	73.441
YLR176C	YGL234W	Middle	Target	67.761
