id1	id2	hier1	hier2	distance
YDR207C	YOR274W	Middle	Target	77.510
YIL131C	YCL069W	Top	Target	54.731
YJL056C	YML132W	Middle	Target	68.635
YLR071C	YIR033W	Middle	Target	50.888
YPL075W	YJR009C	Middle	Target	98.611
YIL131C	YOR196C	Top	Target	77.248
YCR084C	YEL017C-A	Middle	Target	64.368
YOR110W	YPL143W	Middle	Target	75.641
YML007W	YJR059W	Middle	Target	79.884
YDR259C	YKL018C-A	Middle	Target	109.920
YLR403W	YGL001C	Middle	Target	164.416
YER161C	YLR297W	Bottom	Target	98.357
YMR037C	YOR136W	Middle	Target	79.239
YCR084C	YER073W	Middle	Target	70.792
YJL110C	YOL143C	Middle	Target	33.621
YOR110W	YER023W	Middle	Target	80.143
YGR252W	YGR101W	Middle	Target	44.830
YIL101C	YBR263W	Middle	Target	62.923
YIR018W	YHR203C	Middle	Target	82.136
YDR253C	YNL256W	Middle	Target	68.950
YDR423C	YLL019C	Middle	Target	127.447
YEL009C	YPR138C	Middle	Target	99.057
YOR110W	YKL198C	Middle	Target	27.005
YPR104C	YJL088W	Middle	Target	105.757
YOL004W	YBR139W	Middle	Target	102.582
YEL009C	YCL026C-B	Middle	Target	26.132
YML007W	YGR289C	Middle	Target	130.045
YJR127C	YLR163C	Middle	Target	112.346
YDR392W	YJL047C-A	Middle	Target	110.488
YIL131C	YOR071C	Top	Target	77.143
YLR223C	YLR367W	Middle	Target	20.257
YIR018W	YBL088C	Middle	Target	78.666
YER169W	YCR021C	Middle	Target	93.583
YOR110W	YAL005C	Middle	Target	104.833
YPR086W	YMR181C	Middle	Target	36.382
YBR081C	YJL034W	Top	Target	76.088
YJL127C	YPR158W-A	Middle	Target	109.775
YLR403W	YLR303W	Middle	Target	13.032
YPL254W	YKL030W	Middle	Target	102.789
YMR037C	YFR057W	Middle	Target	49.581
YDR463W	tQ(UUG)B	Middle	Target	102.982
YGL071W	YLR438W	Middle	Target	104.609
YDR253C	YDR054C	Middle	Target	59.099
YHL020C	YNL170W	Middle	Target	91.328
YJL127C	YLR343W	Middle	Target	140.564
YNL199C	YCR004C	Middle	Target	92.132
YLR403W	YNL046W	Middle	Target	146.235
YLR403W	YIL152W	Middle	Target	98.615
YNL027W	YLR162W-A	Bottom	Target	145.614
YDL005C	YEL061C	Middle	Target	62.347
YMR016C	YJR148W	Middle	Target	64.876
YBR081C	YJL088W	Top	Target	85.712
YLR176C	YJL161W	Middle	Target	120.985
YDR423C	YGR098C	Middle	Target	99.847
YIL131C	YML082W	Top	Target	66.500
YLR176C	YMR279C	Middle	Target	101.751
YIL101C	YDL200C	Middle	Target	72.794
YJL127C	YNR002C	Middle	Target	72.902
YML007W	YJR016C	Middle	Target	63.640
YJL127C	YLL057C	Middle	Target	50.608
YCR084C	YLR152C	Middle	Target	67.222
YGL071W	YJR045C	Middle	Target	79.736
YOR110W	YFL053W	Middle	Target	52.388
YLR403W	YCR015C	Middle	Target	160.990
YDL170W	YER130C	Middle	Target	90.956
YDL005C	YGR030C	Middle	Target	61.332
YGR252W	YNL116W	Middle	Target	57.694
YDR423C	YNL077W	Middle	Target	97.566
YKL032C	YMR042W	Middle	Bottom	39.298
YGR252W	YMR030W-A	Middle	Target	100.764
YDR259C	YOR126C	Middle	Target	65.372
YLR403W	YER001W	Middle	Target	175.029
YDR207C	YER070W	Middle	Target	110.131
YGL073W	YKL141W	Middle	Target	93.367
YOL116W	YDR171W	Bottom	Target	88.303
YMR037C	YML007C-A	Middle	Target	49.542
YGL071W	YLR194C	Middle	Target	90.403
YJL127C	YEL065W	Middle	Target	45.232
YPR086W	YHR188C	Middle	Target	57.974
YHL027W	YOR382W	Middle	Target	124.047
YOR174W	YLR066W	Middle	Target	105.575
YDL005C	YJR148W	Middle	Target	79.135
YBR049C	YER072W	Middle	Target	79.500
YPL075W	YHR214C-C	Middle	Target	71.654
YJL127C	YHL048W	Middle	Target	103.338
YDR310C	YOL091W	Middle	Target	84.142
YLR403W	YBR256C	Middle	Target	70.436
YEL009C	YBR072W	Middle	Target	82.105
YBR049C	YMR264W	Middle	Target	69.423
YIL101C	YBR009C	Middle	Target	50.622
YNL257C	YOR385W	Bottom	Target	31.383
YIL036W	YMR051C	Middle	Target	94.618
YIL101C	YGR062C	Middle	Target	39.076
YOL148C	YAR009C	Middle	Target	100.537
YOR174W	YNL052W	Middle	Target	76.813
YJL127C	YHR214C-C	Middle	Target	119.544
YIL101C	YDR506C	Middle	Target	73.330
YNL216W	YJR123W	Middle	Target	26.398
YIR018W	YBR061C	Middle	Target	72.301
YIR018W	YDR205W	Middle	Target	127.083
YNL330C	YNL107W	Middle	Target	45.558
YGR252W	YGL222C	Middle	Target	17.770
YLR071C	YPR152C	Middle	Target	115.238
YPL075W	YGR240C	Middle	Target	84.560
YJL127C	YOR342C	Middle	Target	72.322
YOR110W	YKL015W	Middle	Middle	80.277
YDR259C	YGL130W	Middle	Target	90.249
YGR252W	YHR072W-A	Middle	Target	72.380
YKR099W	YKR080W	Top	Target	15.382
YDR253C	YER153C	Middle	Target	65.311
YPR065W	YIR004W	Bottom	Target	79.399
YHR084W	YLR414C	Middle	Target	126.408
YDL170W	YOL136C	Middle	Target	65.740
YNL216W	YLR287C-A	Middle	Target	136.051
YIL101C	YER069W	Middle	Target	40.933
YPL133C	YNL065W	Bottom	Target	80.658
YLR071C	YKL056C	Middle	Target	91.108
YOL148C	YKR059W	Middle	Target	87.680
YNL216W	YMR013C	Middle	Target	70.764
YOR174W	YKR055W	Middle	Target	83.432
YDL005C	YML098W	Middle	Target	60.878
YOR174W	YER157W	Middle	Target	54.239
YNL330C	YGL103W	Middle	Target	67.947
YLR403W	YOR267C	Middle	Target	121.525
YIL131C	YHR115C	Top	Target	69.261
YGR252W	YBL051C	Middle	Target	66.388
YER159C	YLR064W	Middle	Target	66.372
YNL103W	YPR040W	Middle	Target	99.960
YEL009C	YKL177W	Middle	Target	102.668
YML007W	YOR007C	Middle	Target	35.050
YDR253C	YLR112W	Middle	Target	106.798
YGL035C	YDL023C	Middle	Target	53.842
YDR448W	YOR172W	Middle	Target	36.644
YLR176C	YDL164C	Middle	Target	157.226
YOL108C	YLR336C	Middle	Target	152.263
YPL075W	YPL061W	Middle	Target	6.982
YIR018W	YOR335C	Middle	Target	134.231
YOR230W	YDR384C	Middle	Target	64.347
YLR403W	YDL115C	Middle	Target	155.115
YOR028C	YNL149C	Middle	Target	60.726
YDL005C	YJR006W	Middle	Target	37.337
YPR086W	YHR030C	Middle	Target	42.134
YPR086W	YNR019W	Middle	Target	96.550
YIL101C	YDL002C	Middle	Target	54.727
YIL101C	YOR249C	Middle	Target	76.359
YDL170W	YOR174W	Middle	Middle	37.446
YOR174W	YIL019W	Middle	Target	117.667
YHL027W	YGR138C	Middle	Target	93.619
YJL127C	YGR001C	Middle	Target	79.746
YOR174W	YDR205W	Middle	Target	60.386
YNL216W	YJR045C	Middle	Target	41.128
YBR049C	YFL013C	Middle	Target	73.626
YNL027W	YOR385W	Bottom	Target	106.354
YDR392W	YKL043W	Middle	Bottom	104.485
YLR071C	YLL060C	Middle	Target	28.455
YML007W	YER020W	Middle	Target	55.086
YGR104C	YLL039C	Middle	Target	62.601
YDR259C	YLR155C	Middle	Target	115.551
YIL131C	YDR480W	Top	Target	87.452
YDR259C	YML015C	Middle	Target	115.096
YDL005C	YNL305C	Middle	Target	114.451
YBR049C	YOR265W	Middle	Target	125.910
YDR463W	YDR196C	Middle	Target	52.408
YJL127C	YNL284C-A	Middle	Target	56.514
YGR104C	YAL005C	Middle	Target	107.934
YDR207C	YJL103C	Middle	Bottom	98.366
YGR104C	YHR179W	Middle	Target	28.687
YJL127C	YAL063C	Middle	Target	57.981
YLR176C	YBL100W-C	Middle	Target	85.047
YIL131C	YJR108W	Top	Target	37.583
YDR259C	YNL335W	Middle	Target	65.373
YIR018W	YLL033W	Middle	Target	31.930
YDR259C	YKR095W	Middle	Target	76.766
YDR259C	YGR262C	Middle	Target	91.317
YDR392W	YJR046W	Middle	Target	106.347
YML007W	YHR203C	Middle	Target	79.249
YOR174W	YJL085W	Middle	Target	67.674
YOR344C	YIL027C	Bottom	Target	125.794
YJR060W	YER150W	Bottom	Target	60.875
YGR252W	YOL067C	Middle	Bottom	95.917
YOL004W	YPL203W	Middle	Target	101.836
YOR110W	YLR271W	Middle	Target	158.465
YER111C	YOL007C	Middle	Target	78.990
YHR124W	YLR162W	Middle	Target	100.652
YOR110W	YPL129W	Middle	Target	82.960
YGR252W	YLR136C	Middle	Target	37.954
YDL170W	YPR041W	Middle	Target	67.320
YLR403W	YPL249C-A	Middle	Target	103.579
YML007W	YKL034W	Middle	Target	50.383
YKL185W	YIL019W	Middle	Target	102.995
YIL036W	YGR090W	Middle	Target	50.499
YDR392W	YOR162C	Middle	Middle	41.790
YLR403W	YHR193C	Middle	Target	95.896
YER040W	YBR084C-A	Middle	Target	60.627
YLR403W	YDL090C	Middle	Target	158.042
YBR049C	YOR369C	Middle	Target	99.806
YLR403W	YHR201C	Middle	Target	96.104
YLR403W	YCR061W	Middle	Target	120.762
YPR086W	YER178W	Middle	Target	102.192
YBR112C	YNL077W	Middle	Target	100.676
YDR207C	YOR032W-A	Middle	Target	85.669
YDL005C	YLR154C-H	Middle	Target	130.531
YOR110W	YIR015W	Middle	Target	101.743
YJL127C	YNL067W	Middle	Target	13.866
YNL167C	YOL150C	Bottom	Target	42.634
YPR086W	YJL133C-A	Middle	Target	93.995
YDR463W	YNL313C	Middle	Target	35.402
YPL254W	YOL150C	Middle	Target	120.625
YLR403W	YGR274C	Middle	Target	60.139
YGR252W	YOR267C	Middle	Target	77.525
YDL005C	YDR188W	Middle	Target	107.404
YPL254W	YJR110W	Middle	Target	85.039
YER159C	YHL028W	Middle	Target	115.098
YOR363C	YCL058C	Bottom	Target	111.662
YNL216W	YAL060W	Middle	Target	61.039
YML007W	YPR176C	Middle	Target	80.091
YIL131C	YDR238C	Top	Target	95.203
YBR049C	YDR122W	Middle	Target	81.496
YOR110W	YCR076C	Middle	Target	105.818
YDR463W	YFR053C	Middle	Target	112.872
YDR392W	YBR047W	Middle	Target	112.926
YBR049C	YMR117C	Middle	Target	63.739
YOR110W	YNL252C	Middle	Target	37.383
YOR174W	YKL001C	Middle	Target	113.720
YLR176C	YNL048W	Middle	Target	134.860
YBR049C	YPL037C	Middle	Target	55.024
YPL075W	YCR084C	Middle	Middle	47.301
YDR253C	YHL036W	Middle	Target	99.564
YOL004W	YLR286C	Middle	Target	174.839
YPL075W	YIL076W	Middle	Target	65.716
YDR443C	YMR250W	Bottom	Target	47.262
YGL013C	YER134C	Middle	Target	84.555
YDR463W	YHR013C	Middle	Target	118.727
YLR098C	YKL177W	Middle	Target	93.177
YIL101C	YGL073W	Middle	Middle	31.343
YCR084C	YCL030C	Middle	Target	32.476
YDR310C	YMR316W	Middle	Target	45.943
YDR463W	YER054C	Middle	Target	92.101
YDR423C	YPR049C	Middle	Target	83.472
YHR058C	YJL034W	Top	Target	83.156
YIL036W	YML039W	Middle	Target	69.919
YLR176C	YCR091W	Middle	Target	117.583
YGL073W	YJL111W	Middle	Target	49.001
YPR086W	YNL241C	Middle	Target	83.880
YER109C	YLR297W	Bottom	Target	100.160
YLR098C	YIL176C	Middle	Target	42.766
YLR403W	YDL232W	Middle	Target	124.054
YDR463W	YHR197W	Middle	Target	91.504
YPR086W	YER083C	Middle	Target	84.336
YER111C	YCL004W	Middle	Target	97.573
YIL101C	YLL036C	Middle	Target	34.742
YNL103W	YPR039W	Middle	Target	100.491
YNL236W	YGL191W	Middle	Target	61.217
YNL330C	YMR279C	Middle	Target	62.008
YIL101C	YHR083W	Middle	Target	51.326
YPR086W	YIL124W	Middle	Target	64.875
YIL131C	YKL205W	Top	Target	70.701
YNL330C	YAR035C-A	Middle	Target	143.506
YIL101C	YHR040W	Middle	Target	50.852
YJL127C	YER066C-A	Middle	Target	30.101
YER159C	YIL129C	Middle	Target	41.608
YDR207C	YBR046C	Middle	Target	93.900
YDR259C	YKR031C	Middle	Target	96.896
YDL005C	YIL062C	Middle	Target	69.653
YER111C	YKL103C	Middle	Target	71.439
YBR081C	YDL055C	Top	Target	64.654
YJL127C	YIL067C	Middle	Target	58.822
YGR116W	YPL237W	Middle	Target	57.402
YJL127C	YDL154W	Middle	Target	89.580
YML007W	YJR058C	Middle	Target	80.528
YDL170W	YDL040C	Middle	Target	56.153
YDR423C	YDR354W	Middle	Target	15.433
YNL103W	YDR510W	Middle	Target	75.437
YIL131C	YGL070C	Top	Target	16.347
YLR403W	YHR162W	Middle	Target	124.256
YIL101C	YDL215C	Middle	Target	58.865
YHR058C	YDR325W	Top	Target	94.432
YLR071C	YOL111C	Middle	Target	95.378
YLR403W	YMR009W	Middle	Target	162.102
YDR463W	YOL014W	Middle	Target	114.858
YOR380W	YMR085W	Bottom	Target	78.424
YDR207C	YBR284W	Middle	Target	79.906
YIL036W	YML056C	Middle	Target	84.649
YPL075W	YBR187W	Middle	Target	65.211
YGR116W	YHR104W	Middle	Target	53.068
YNL236W	YGR259C	Middle	Target	82.162
YNL216W	YDL220C	Middle	Target	40.480
YDR259C	YBR298C-A	Middle	Target	73.859
YPR086W	YOL082W	Middle	Target	65.518
YER159C	YBR157C	Middle	Target	59.477
YIL131C	YIR016W	Top	Target	67.046
YPR086W	YOR273C	Middle	Target	101.385
YDR253C	YOR326W	Middle	Target	68.937
YDR463W	YDR461W	Middle	Target	1.741
YPL075W	YJL188C	Middle	Target	127.484
YNL236W	YBR287W	Middle	Target	103.661
YDR392W	YCL026C-B	Middle	Target	134.067
YLR071C	YMR205C	Middle	Target	101.224
YIL131C	YKL220C	Top	Target	90.622
YPL254W	YLR312W-A	Middle	Target	95.956
YLR403W	YLR354C	Middle	Target	25.019
YLR403W	YOR348C	Middle	Target	98.760
YLR055C	YGL228W	Bottom	Target	66.994
YCR084C	YJR027W	Middle	Target	85.551
YDL005C	YKR092C	Middle	Target	63.251
YPR086W	YOL135C	Middle	Target	89.743
YBR112C	YPR008W	Middle	Bottom	87.556
YDR259C	YCR082W	Middle	Target	102.194
YGR252W	YMR155W	Middle	Target	81.323
YLR176C	YMR154C	Middle	Target	130.292
YPR086W	YEL038W	Middle	Target	91.701
YJL127C	YDR403W	Middle	Target	107.120
YML007W	YML052W	Middle	Target	52.294
YGR252W	YGL043W	Middle	Target	70.760
YLR176C	YDR389W	Middle	Target	126.066
YIR018W	YMR265C	Middle	Target	126.207
YLR403W	YBR141C	Middle	Target	88.027
YDL005C	YNL052W	Middle	Target	64.816
YDR392W	YMR105W-A	Middle	Target	78.359
YNL216W	YPR148C	Middle	Target	83.152
YIL101C	YOL133W	Middle	Target	58.456
YNL216W	YCR025C	Middle	Target	86.382
YBR112C	YNR034W-A	Middle	Target	113.284
YLR403W	YPR057W	Middle	Target	155.341
YER159C	YLR099C	Middle	Target	48.715
YDR259C	YOL015W	Middle	Target	110.880
YML007W	YER137C	Middle	Target	107.951
YBR081C	YJL035C	Top	Target	75.437
YLR403W	YCL029C	Middle	Target	155.899
YNL103W	YHR112C	Middle	Target	104.976
YNL216W	YGL076C	Middle	Target	69.543
YDR448W	YNL031C	Middle	Target	120.268
YIL131C	YPL151C	Top	Target	56.989
YMR164C	YPR013C	Middle	Target	83.819
YDL170W	YIL001W	Middle	Target	114.467
YEL009C	YBR145W	Middle	Target	104.663
YDL005C	YLR460C	Middle	Target	173.302
YER161C	YLL040C	Bottom	Target	67.453
YLR403W	YER132C	Middle	Target	91.792
YOR110W	YDR422C	Middle	Target	64.340
YPR104C	YGL116W	Middle	Target	104.978
YIR018W	YGR215W	Middle	Target	111.192
YIL036W	YFR015C	Middle	Target	51.893
YOR110W	YLR165C	Middle	Target	149.019
YIR018W	YNL081C	Middle	Target	81.556
YPL075W	YLR372W	Middle	Target	139.432
YHL020C	YLR132C	Middle	Target	85.594
YPR086W	YBR046C	Middle	Target	58.981
YBR049C	YOR248W	Middle	Target	114.889
YHL020C	YOL101C	Middle	Target	92.989
YBR049C	YLR023C	Middle	Target	66.478
YJL127C	YOL151W	Middle	Target	33.502
YPL075W	YDR120C	Middle	Target	50.524
YDL005C	YER152C	Middle	Target	94.910
YMR037C	YIL005W	Middle	Target	68.805
YLR403W	YAL014C	Middle	Target	182.872
YIL101C	YKR052C	Middle	Target	63.881
YGR252W	YLR247C	Middle	Target	63.618
YDR259C	YDR123C	Middle	Middle	37.517
YDL170W	YML011C	Middle	Target	103.812
YDR207C	YLR025W	Middle	Target	115.324
YPL075W	YOL151W	Middle	Target	119.312
YIL131C	YKR021W	Top	Target	65.714
YOL148C	YMR050C	Middle	Target	101.397
YDR463W	YOR312C	Middle	Target	36.018
YOR028C	YLR388W	Middle	Target	168.596
YOR110W	YIL055C	Middle	Target	104.578
YER111C	YNL278W	Middle	Target	40.883
YJL127C	YGL212W	Middle	Target	58.767
YEL009C	YHL005C	Middle	Target	41.718
YNL199C	YPL281C	Middle	Target	95.226
YKL112W	YDR356W	Middle	Target	75.026
YPR086W	YMR186W	Middle	Target	42.385
YHR058C	YML038C	Top	Target	36.413
YBR049C	YKL029C	Middle	Target	87.528
YDR207C	YFR033C	Middle	Target	103.463
YER161C	RDN25-1	Bottom	Target	54.466
YHR084W	YBR070C	Middle	Target	28.859
YBR049C	YLR162W-A	Middle	Target	93.966
YJL127C	YNR044W	Middle	Target	35.420
YDL005C	YER075C	Middle	Target	92.727
YPL075W	YPR069C	Middle	Target	26.336
YIL131C	YIL088C	Top	Target	17.933
YER159C	YDL019C	Middle	Target	94.072
YOR110W	YDR002W	Middle	Target	83.504
YIR018W	YMR130W	Middle	Target	100.545
YIL101C	YJR113C	Middle	Target	32.653
YOR110W	YPL240C	Middle	Target	96.900
YBR049C	YOR260W	Middle	Target	122.698
YNL216W	YDR155C	Middle	Target	82.692
YHR084W	YOR234C	Middle	Target	112.016
YDR207C	YDR231C	Middle	Target	9.891
YNL216W	YOL086C	Middle	Target	10.325
YLR403W	YLR062C	Middle	Target	119.043
YCR084C	YMR173W-A	Middle	Target	73.241
YMR037C	YLR259C	Middle	Target	162.115
YGL073W	YHR179W	Middle	Target	52.732
YPL254W	YOL120C	Middle	Target	95.635
YJL127C	YAL067C	Middle	Target	64.708
YGL073W	YFL031W	Middle	Bottom	79.515
YOR174W	YBR297W	Middle	Target	97.153
YOR174W	YER080W	Middle	Target	67.033
YOR110W	YER039C	Middle	Target	70.085
YBR081C	YPL061W	Top	Target	48.090
YLR176C	YBR230W-A	Middle	Target	76.219
YDR253C	YER154W	Middle	Target	65.990
YHR124W	YDR448W	Middle	Middle	90.934
YIL036W	YJR015W	Middle	Target	67.806
YOR174W	YIL155C	Middle	Target	96.426
YLR403W	YGL061C	Middle	Target	107.844
YDL170W	YDR213W	Middle	Middle	41.757
YDR463W	YPL272C	Middle	Target	81.209
YNL216W	YBR296C	Middle	Target	97.678
YCR084C	YHL044W	Middle	Target	28.842
YDR463W	YKR070W	Middle	Target	101.211
YLR403W	YOR033C	Middle	Target	158.976
YIR018W	YDR115W	Middle	Target	111.990
YJL127C	YDR349C	Middle	Target	111.009
YOR110W	YLR064W	Middle	Target	100.671
YLR071C	YJR148W	Middle	Target	81.873
YEL009C	YDR502C	Middle	Target	121.395
YDL005C	YOL075C	Middle	Target	67.258
YBR049C	YPL197C	Middle	Target	58.618
YGR252W	YJL117W	Middle	Target	76.998
YLR403W	YKR070W	Middle	Target	179.138
YLR176C	YER044C-A	Middle	Target	119.088
YDR123C	YHL015W-A	Middle	Target	88.797
YKL015W	YIR029W	Middle	Target	43.346
YDL170W	YDR176W	Middle	Bottom	55.844
YDR259C	YPR015C	Middle	Target	106.157
YIR018W	YGR132C	Middle	Target	90.295
YDR253C	YLL012W	Middle	Target	119.159
YDR392W	YKL051W	Middle	Target	93.160
YLR176C	YBR219C	Middle	Target	69.711
YPL254W	YPL057C	Middle	Target	63.204
YLR403W	YAL062W	Middle	Target	173.829
YPL075W	YKL060C	Middle	Target	64.702
YDR463W	YDR159W	Middle	Target	60.942
YMR021C	YMR045C	Bottom	Target	26.973
YDL005C	YLR320W	Middle	Target	168.738
YJL127C	YLR142W	Middle	Target	71.726
YLR071C	YPL250C	Middle	Target	86.766
YML007W	YPL135W	Middle	Target	79.595
YOL004W	YNL146W	Middle	Target	86.804
YNL068C	YHR179W	Middle	Target	74.314
YHR058C	YOL158C	Top	Target	119.986
YBR112C	YDR129C	Middle	Target	78.746
YNL236W	YGR155W	Middle	Target	100.081
YIR018W	YDR044W	Middle	Target	83.894
YLR176C	YJL030W	Middle	Target	154.710
YPL075W	YJR015W	Middle	Target	103.758
YMR037C	YJR067C	Middle	Target	69.490
YLR176C	YBR011C	Middle	Target	143.673
YMR037C	YFL056C	Middle	Target	39.420
YGR252W	YPL174C	Middle	Target	56.551
YLR014C	YOR220W	Bottom	Target	105.366
YGR252W	YEL071W	Middle	Target	72.498
YIL036W	YKL104C	Middle	Target	86.007
YJL127C	YCR045C	Middle	Target	85.142
YBR049C	YJR007W	Middle	Target	96.038
YLR403W	YAL012W	Middle	Target	183.483
YPR133C	YLR259C	Middle	Target	161.279
YDR207C	YDR232W	Middle	Target	9.264
YLR403W	YGR234W	Middle	Target	63.230
YOL004W	YER028C	Middle	Bottom	40.121
YER109C	YJL131C	Bottom	Target	39.106
YDR392W	YOL058W	Middle	Target	93.427
YIL101C	YLR240W	Middle	Target	115.036
YBR049C	YAL043C	Middle	Target	104.609
YLR451W	YHR009C	Middle	Target	160.570
YDR207C	YMR306C-A	Middle	Target	43.748
YJL127C	YBR240C	Middle	Bottom	96.216
YIR018W	YOR273C	Middle	Target	128.822
YJL056C	YNL254C	Middle	Target	55.341
YNL236W	YER138C	Middle	Target	44.704
YOL148C	YER138W-A	Middle	Target	58.469
YDR259C	YGR204C-A	Middle	Target	69.515
YDL005C	YGL062W	Middle	Target	76.124
YPL075W	snR59	Middle	Target	47.442
YLR418C	YLR464W	Middle	Target	13.904
YIL131C	YHR088W	Top	Target	63.269
YGR116W	YNL008C	Middle	Target	99.163
YDR259C	YMR048W	Middle	Target	67.396
YJL127C	YGR156W	Middle	Target	91.079
YFL031W	YOR132W	Bottom	Target	100.331
YNL216W	YDR095C	Middle	Target	65.461
YLR403W	YDR119W	Middle	Target	151.004
YJL056C	YDR276C	Middle	Target	105.096
YJL127C	YNL102W	Middle	Target	21.994
YDL005C	YJL212C	Middle	Target	96.790
YOL116W	YKL099C	Bottom	Target	41.258
YLR176C	YNR053C	Middle	Target	145.564
YMR037C	YLR396C	Middle	Target	162.293
YGL073W	YJL177W	Middle	Target	79.132
YNL330C	YGL150C	Middle	Target	62.512
YGR252W	YMR275C	Middle	Target	52.260
YDR397C	YJL133C-A	Middle	Target	97.401
YML007W	YDR476C	Middle	Target	130.235
YDL005C	YHR087W	Middle	Target	67.585
YLR403W	YDR222W	Middle	Target	123.458
YPR104C	YDR525W-A	Middle	Target	82.592
YDL005C	YGL179C	Middle	Target	110.514
YGR252W	YML022W	Middle	Target	105.100
YGR104C	YLL056C	Middle	Target	55.198
YDR259C	YDR282C	Middle	Target	6.721
YML007W	YLR352W	Middle	Target	169.774
YJL127C	YBL034C	Middle	Target	81.095
YDR146C	YPL056C	Middle	Target	74.904
YGR252W	YDL055C	Middle	Target	92.555
YIL101C	YCR028C	Middle	Target	38.800
YLR403W	YGL099W	Middle	Target	102.361
YNL103W	YER154W	Middle	Target	34.398
YOR110W	YKL004W	Middle	Target	91.766
YDR463W	YEL019C	Middle	Target	138.516
YMR037C	YLL034C	Middle	Target	82.120
YIR018W	YLR079W	Middle	Target	64.358
YDR259C	YJR090C	Middle	Target	86.577
YMR037C	YDL202W	Middle	Target	69.219
YLR176C	YBR191W	Middle	Target	73.764
YPL075W	YAR015W	Middle	Target	101.641
YOR028C	YGL166W	Middle	Bottom	84.457
YIL036W	YBR005W	Middle	Target	34.973
YLR403W	YDR108W	Middle	Target	145.764
YBR112C	YLR061W	Middle	Target	67.107
YCR084C	YBL032W	Middle	Target	9.540
YBR049C	YIR014W	Middle	Target	72.877
YIR023W	YHR055C	Bottom	Target	78.691
YDR463W	YBR265W	Middle	Target	79.968
YML007W	YLR216C	Middle	Target	161.319
YLR403W	YJR150C	Middle	Target	134.980
YER159C	YMR192W	Middle	Target	91.587
YGR116W	YJL133C-A	Middle	Target	72.788
YDL005C	YGR223C	Middle	Target	113.592
YDR259C	YAL044W-A	Middle	Target	119.902
YDR423C	YPL273W	Middle	Target	73.746
YJL056C	YDR077W	Middle	Target	88.358
YML007W	YDR507C	Middle	Target	119.585
YDL005C	YAR019C	Middle	Target	36.388
YOL148C	YBR092C	Middle	Target	113.522
YPL075W	YHR136C	Middle	Target	32.006
YOR110W	YGR076C	Middle	Target	111.287
YGR116W	YLL027W	Middle	Target	70.995
YIL036W	YHL050C	Middle	Target	63.430
YBR049C	YJR076C	Middle	Target	92.358
YGL073W	YBL024W	Middle	Target	51.665
YDL005C	YIL101C	Middle	Middle	58.451
YIL101C	YCR069W	Middle	Target	48.119
YDR259C	YGL013C	Middle	Middle	120.677
YLR403W	YPL047W	Middle	Target	161.669
YLR403W	YBR029C	Middle	Target	137.149
YLR071C	YKL060C	Middle	Target	89.242
YPL075W	YGR259C	Middle	Target	96.853
YOR174W	YDL174C	Middle	Target	32.029
YPL075W	YJR070C	Middle	Target	90.548
YGL071W	YLR216C	Middle	Target	95.066
YOR344C	YOL143C	Bottom	Target	64.531
YLR403W	YMR240C	Middle	Target	98.424
YDL170W	YKR035W-A	Middle	Target	70.838
YLR098C	YHR218W	Middle	Target	72.277
YIR018W	YER145C	Middle	Target	96.639
YER111C	YKL007W	Middle	Target	90.180
YPL075W	YJL009W	Middle	Target	90.569
YLR403W	YPR183W	Middle	Target	145.001
YER111C	YBL071W-A	Middle	Target	38.172
YDR176W	YOR383C	Bottom	Target	91.851
YGR252W	YOR299W	Middle	Target	61.252
YPR086W	YDL113C	Middle	Target	41.010
YDR463W	YGR201C	Middle	Target	59.575
YOR174W	YBL055C	Middle	Target	106.592
YDR463W	YPL107W	Middle	Target	87.127
YDR421W	YER015W	Bottom	Target	122.386
YDL170W	YOR197W	Middle	Target	40.378
YDR207C	YOR011W	Middle	Target	108.994
YNL216W	YPL019C	Middle	Target	88.901
YPL075W	YHR019C	Middle	Target	47.360
YBR049C	YDR339C	Middle	Target	103.303
YPL075W	YDR034C-C	Middle	Target	32.836
YPL254W	YJL159W	Middle	Target	109.632
YGR252W	YAL023C	Middle	Target	116.385
YPL254W	YJL013C	Middle	Target	122.884
YKL038W	YLR303W	Bottom	Target	181.991
YDR423C	YAR009C	Middle	Target	151.887
YDR463W	YOR237W	Middle	Target	37.898
YGL073W	YGR240C	Middle	Target	48.511
YIL131C	YNL325C	Top	Target	82.405
YHR206W	YLR258W	Middle	Target	96.646
YPR008W	YDR365W-B	Bottom	Target	137.560
YIR018W	YHR200W	Middle	Target	84.078
YLR403W	YBR126W-A	Middle	Target	98.788
YOR174W	YIL046W-A	Middle	Target	105.928
YDL170W	YOR195W	Middle	Target	39.334
YCR084C	YFL020C	Middle	Target	50.879
YOR174W	YJR114W	Middle	Target	52.080
YBR083W	YPR091C	Middle	Target	46.079
YLR451W	YNR053C	Middle	Target	158.951
YER159C	YBR065C	Middle	Target	68.652
YPR104C	YMR201C	Middle	Target	48.867
YPL075W	YIL157C	Middle	Target	103.258
YPL254W	YBL072C	Middle	Target	58.395
YOR174W	YAR068W	Middle	Target	119.920
YNL216W	YKR065C	Middle	Target	75.659
YLR403W	YMR232W	Middle	Target	100.379
YGR252W	YOL061W	Middle	Target	100.733
YDR259C	YDL054C	Middle	Target	65.681
YNL236W	YGL055W	Middle	Target	71.935
YDL005C	YGL038C	Middle	Target	62.940
